round,time,winner,year,month,day_of_week,height_diff,weight_diff,reach_diff,leg_reach_diff,sig_strikes_landed_per_minute_diff,sig_strikes_absorbed_per_minute_diff,takedowns_avg_diff,submission_avg_diff,knockdown_avg_diff,fight_time_avg_diff,avg_knockdowns_diff,avg_sig_attempts_diff,avg_sig_strikes_diff,avg_total_strikes_attempts_diff,avg_total_strikes_diff,avg_sub_attempts_diff,avg_takedowns_diff,avg_takedown_attempts_diff,avg_head_strikes_diff,avg_head_attempts_diff,avg_body_strikes_diff,avg_body_attempts_diff,avg_leg_strikes_diff,avg_leg_attempts_diff,avg_distance_diff,avg_distance_attempts_diff,avg_clinch_strikes_diff,avg_clinch_attempts_diff,avg_ground_strikes_diff,avg_ground_attempts_diff,wins_before_diff,losses_before_diff,total_fights_before_diff,win_pct_before_diff,wins_last_3_diff,fights_last_3_diff,days_since_debut_diff,days_since_last_win_diff,recent_winner_diff,wins_last_365_days_diff,fights_last_365_days_diff,undefeated_last_year_diff,win_streak_diff,lose_streak_diff,on_win_streak_diff,long_win_streak_diff,sig_strikes_ema_diff,sig_strikes_success_rate_ema_diff,sig_attempts_ema_diff,knockdowns_ema_diff,knockdowns_success_rate_ema_diff,takedowns_ema_diff,takedowns_success_rate_ema_diff,takedown_attempts_ema_diff,total_strikes_ema_diff,total_strikes_success_rate_ema_diff,total_strikes_attempts_ema_diff,head_strikes_ema_diff,head_strikes_success_rate_ema_diff,head_attempts_ema_diff,sig_strikes_roll_5_diff,sig_strikes_success_rate_roll_5_diff,sig_attempts_roll_5_diff,takedowns_roll_5_diff,takedowns_success_rate_roll_5_diff,takedown_attempts_roll_5_diff,control_time_roll_5_diff,knockdowns_roll_5_diff,total_strikes_roll_5_diff,total_strikes_attempts_roll_5_diff,performance_trend_diff,finish_momentum_diff,dominance_momentum_diff,Orthodox_diff,Sideways_diff,Southpaw_diff,Switch_diff
1,61,1,1995,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.485714285714285,2.2857142857142856,9.457142857142859,6.942857142857143,0.02857142857142858,-0.6,-1.1714285714285713,0.7714285714285718,4.914285714285714,0.8,0.8571428571428572,0.7142857142857143,1.7142857142857144,1.8571428571428572,8.057142857142857,1.5142857142857142,2.3714285714285714,-1.0857142857142856,-2.942857142857143,-3,0,-3,-0.15000000000000002,0,0,-210,99.0,0,-2,-1,0,-1,0,0,0,-17.9123908,0.0,-24.9894359,0.2400999999999999,0.0,-0.22070628999999992,0.0,-0.7418251600000001,-94.4895279,-0.05674898527776595,-109.66686509999998,-11.967969799999999,0.0,-20.0147939,-13.8,-0.06929918942217272,-21.2,-0.19999999999999996,-0.09999999949999994,-0.6,0.0,0.2,-76.8,-93.4,0.0,0.0,0.0,1.0,0.0,-1.0,0.0
3,180,1,1996,5,4,2.864692218350754,37.402580645161294,3.2117799688635102,2.297872340425535,1.0,4.0,0.94,2.52,0.31,333.0,0.0,-12.95,-6.5,-55.599999999999994,-42.6,0.65,-0.15000000000000002,-0.1499999999999999,-5.35,-11.6,-0.6000000000000001,-0.7999999999999998,-0.55,-0.55,-0.55,-4.6,0.30000000000000004,0.19999999999999996,-6.25,-8.55,-4,-2,-6,0.19999999999999996,0,0,98,-62.0,0,-1,-2,1,1,0,0,0,-12.719063559999999,0.0,-21.867905129999997,0.0,0.0,0.02260559700000009,0.0,0.014822387999999798,-71.24046952999998,0.2389492183794245,-87.03251556999999,-8.968868859999997,0.0,-17.872415729999997,-13.5,0.036078113379480414,-25.25,0.15000000000000002,0.12499999887500007,0.25,0.0,0.0,-79.5,-98.7,0.0,0.0,0.0,1.0,0.0,-1.0,0.0
1,621,1,1996,7,4,-2.864692218350754,-43.402580645161294,-4.911779968863513,-2.097872340425532,-3.0,-4.0,-0.91,-0.68,-0.45,-567.0,-0.2,-18.46666666666667,-13.4,-31.53333333333334,-27.6,0.0,-0.6,-0.6,-8.266666666666666,-13.466666666666669,-5.2,-5.066666666666667,0.06666666666666665,0.06666666666666665,0.1333333333333333,-2.533333333333333,-4.6,-6.466666666666667,-8.933333333333334,-9.466666666666667,-2,0,-2,-0.133,-1,0,161,56.0,0,-2,-2,0,-3,0,0,-1,-14.706699999999998,0.0,-20.536199999999994,-0.147,0.0,-0.6129,0.0,-0.6129,-32.80879999999999,0.005560758351519368,-38.44129999999999,-8.686399999999999,0.0,-14.7959,-13.4,-0.029940141292706945,-18.46666666666667,-0.6,-0.5999999940000001,-0.6,0.0,-0.2,-27.6,-31.53333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,140,1,1996,9,4,-2.864692218350754,-38.402580645161294,-3.7117799688635102,-1.097872340425532,-2.0,-3.0,-3.89,-0.78,0.0,-420.0,0.0,-34.333333333333336,-24.333333333333336,-49.0,-35.33333333333333,-0.3333333333333333,-1.3333333333333335,-2.0,-23.666666666666668,-34.666666666666664,-1.3333333333333333,-0.666666666666667,0.6666666666666666,1.0,-1.3333333333333333,-0.33333333333333304,-3.666666666666667,-4.333333333333334,-19.333333333333336,-29.666666666666668,-1,1,0,-0.33299999999999996,-1,0,0,-70.0,0,-1,0,-1,-1,0,0,-1,-23.199999999999996,0.0,-30.88999999999999,0.0,0.0,-1.4,0.0,-1.91,-30.950000000000003,-0.007143208700484238,-42.07,-24.099999999999994,0.0,-33.260000000000005,-24.333333333333336,-0.14583333381644048,-34.333333333333336,-1.3333333333333335,-0.20000000126666656,-2.0,0.0,0.0,-35.33333333333333,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,20,1,1996,12,5,-2.864692218350754,-43.402580645161294,-4.911779968863513,-2.097872340425532,-3.0,-4.0,-0.91,-0.68,-0.45,-567.0,-0.1428571428571428,-17.428571428571427,-13.0,-46.07142857142857,-42.392857142857146,0.0,-0.5714285714285714,-0.8571428571428571,-6.892857142857142,-11.285714285714286,-6.178571428571429,-6.214285714285714,0.07142857142857151,0.07142857142857151,0.25,-2.357142857142857,-3.0357142857142856,-4.357142857142857,-10.214285714285714,-10.714285714285714,-6,1,-5,-0.389,-1,0,161,204.0,0,-6,-6,0,0,0,0,0,-12.137383,0.0,-16.468638,-0.0720299999999999,0.0,-0.5103209999999999,0.0,-1.110321,-51.55941199999999,-0.005105881465146567,-55.96543699999998,-5.663335999999999,0.0,-10.024690999999995,-15.600000000000001,0.05954398490302082,-19.6,-0.6,-0.5999999940000001,-1.0,0.0,-0.2,-54.45,-58.099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,679,1,1996,12,5,-2.864692218350754,-43.402580645161294,-4.911779968863513,-2.097872340425532,-1.0,-2.0,-0.51,0.12,0.35000000000000003,-281.0,-0.125,-11.708333333333332,-9.458333333333334,-44.5,-40.833333333333336,0.0416666666666666,0.0,0.08333333333333337,-4.125,-6.458333333333333,-5.291666666666667,-5.208333333333333,-0.041666666666666685,-0.041666666666666685,-0.375,-1.041666666666667,-2.0416666666666665,-3.083333333333333,-7.041666666666667,-7.583333333333334,-3,2,-1,-0.357,-1,0,0,148.0,0,-3,-1,0,0,0,0,0,-6.287838100000001,0.0,-7.399146599999996,-0.0504209999999999,0.0,-0.014224699999999979,0.0,-0.09808470000000014,-38.01313839999999,0.11369574951495576,-40.38008589999999,-1.8939751999999999,0.0,-3.164323699999999,-13.0,0.08275827209555198,-15.600000000000001,-0.19999999999999996,-0.19999999800000007,-0.6,0.0,0.0,-58.199999999999996,-62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,82,1,1996,12,5,-2.491753774680589,-35.722064516129024,-4.349423975090815,-1.8382978723404335,-3.0,-4.0,-0.91,-0.68,-0.45,-567.0,0.1746031746031746,1.3492063492063515,-3.3015873015873023,-23.6984126984127,-27.6031746031746,0.3174603174603174,0.2698412698412699,0.33333333333333337,1.8412698412698418,6.936507936507935,-4.80952380952381,-5.253968253968254,-0.3333333333333333,-0.3333333333333333,2.571428571428572,6.142857142857142,-1.6825396825396823,-2.2539682539682535,-4.190476190476191,-2.5396825396825395,-1,2,1,-0.20799999999999996,-1,0,217,-70.0,0,-5,-4,0,0,0,0,0,-2.0280736699999977,0.0,0.20012148000000352,0.4294139,0.0,0.45298311,0.0,0.3412778099999999,-24.680840479999993,-0.10249720918145333,-23.990453829999982,2.499463660000001,0.0,5.480979809999996,-2.5999999999999996,0.19730298566445642,0.6000000000000014,0.19999999999999996,0.19999999800000007,0.0,0.0,0.2,-40.6,-39.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
1,171,1,1996,12,5,-0.9188153310104639,-30.841548387096793,-2.4470679813181135,-0.878723404255318,-0.6,-1.0,-1.47,-1.09,-0.076,-194.4,-0.3333333333333333,1.0,-1.333333333333334,5.666666666666671,3.333333333333332,-0.3333333333333333,-0.16666666666666663,0.11111111111111116,-2.166666666666666,-2.2222222222222214,0.33333333333333337,1.7222222222222223,0.5,1.5,-0.8888888888888888,-2.1111111111111107,-1.2222222222222223,4.222222222222222,0.7777777777777777,-1.1111111111111107,-4,-2,-6,-0.125,0,-1,0,204.0,0,-1,-3,1,1,-1,1,0,-1.7110797999999985,0.0,4.934651129999999,-0.3252960199999999,0.0,-0.19212827999999993,0.0,0.3802654300000001,0.7937210200000031,-0.13671355307766558,7.395724789999999,-2.007178810000001,0.0,2.2385521200000014,-1.8000000000000007,-0.01506272805833031,0.0,0.09999999999999998,0.099999999,0.4,0.0,-0.2,3.3999999999999986,5.600000000000001,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
1,348,1,1996,12,5,-2.864692218350754,-37.402580645161294,-3.2117799688635102,-2.297872340425535,-1.0,-4.0,-0.94,-2.52,-0.31,-333.0,0.0,-10.0,-0.9000000000000004,-15.600000000000001,-6.399999999999999,-0.75,-0.09999999999999998,-0.44999999999999996,-0.20000000000000018,-9.850000000000001,-1.75,-1.4500000000000002,1.05,1.3,-1.05,-12.65,2.0,3.5,-1.85,-0.8500000000000001,-2,1,-1,-0.30000000000000004,0,0,-672,-217.0,0,1,2,0,0,0,0,0,-1.7993999999999994,0.0,-16.356499999999997,0.0,0.0,-0.19599999999999995,0.0,-0.5988999999999998,-11.190900000000006,-0.01719379225082196,-26.0213,-1.0913999999999997,0.0,-16.3775,-0.9000000000000004,0.06027777784960242,-10.0,-0.09999999999999998,-0.12499999862499994,-0.44999999999999996,0.0,0.0,-6.399999999999999,-15.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,548,1,1996,12,5,-2.864692218350754,-77.4025806451613,-4.311779968863519,-1.897872340425529,-1.0,-2.0,-4.55,-2.27,0.0,-128.0,0.1428571428571428,7.2857142857142865,0.0,20.571428571428573,11.642857142857142,0.4285714285714285,-0.2142857142857143,-0.2142857142857143,0.0,6.142857142857142,-0.9285714285714286,-0.6428571428571429,0.9285714285714286,1.7857142857142856,1.9285714285714284,9.0,0.2142857142857142,1.9285714285714284,-2.142857142857143,-3.642857142857143,4,1,5,0.571,2,1,-308,-9704.0,1,1,1,0,1,-2,1,0,0.2626729999999995,0.0,10.39021,0.1176489999999999,0.0,-0.48097000000000006,0.0,-0.48097000000000006,11.664359999999999,-0.004631759889920928,23.093297,0.36430300000000004,0.0,9.244942,0.20000000000000018,-0.08596491408946338,8.2,-0.09999999999999998,-0.099999999,-0.09999999999999998,0.0,0.0,13.7,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,177,1,1997,2,4,-2.864692218350754,-38.402580645161294,-3.7117799688635102,-1.097872340425532,-2.0,-3.0,-3.89,-0.78,0.0,-420.0,0.0,-8.09090909090909,-11.054545454545458,20.945454545454545,13.472727272727276,-0.25454545454545463,-0.7818181818181819,-0.7454545454545456,-12.163636363636364,-9.563636363636359,0.10909090909090868,0.2909090909090908,1.0,1.181818181818182,0.5454545454545454,9.581818181818182,-3.872727272727272,-5.109090909090909,-7.727272727272727,-12.563636363636363,4,2,6,-0.18200000000000005,0,0,574,126.0,0,-4,-4,0,-1,0,0,0,-2.757155508000004,0.0,15.016233591000002,0.0,0.0,-0.9087239179000001,0.0,-0.40617567159999957,35.842228671,-0.24831166051312648,58.10256089899998,-6.3116917979999965,0.0,10.689991010999996,-1.8000000000000007,-0.31868922474938943,13.200000000000003,-1.2000000000000002,-0.5199999967600002,-1.0000000000000002,0.0,0.0,56.2,76.6,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
1,52,1,1997,5,4,0.0,-1.4399999999999977,0.7000000000000028,0.6199999999999974,1.2000000000000002,-0.20000000000000018,0.546,0.19199999999999995,-0.284,26.600000000000023,-0.7,-0.6999999999999993,-3.3000000000000007,3.6999999999999993,-0.09999999999999964,0.4,0.6,0.9,-3.9000000000000004,-1.3999999999999986,0.6,0.7,0.0,0.0,1.6,6.1,0.3999999999999999,-2.3,-5.3,-4.5,4,4,8,-0.4,0,1,574,62.0,0,1,3,-1,-1,0,0,0,-5.9022441400000005,0.0,-6.174255791,-0.7722927860000001,0.0,0.3444897959999999,0.0,0.7338141989999999,-5.175604714000004,-0.09193152888841483,-4.097007353000009,-6.324974832999999,0.0,-6.806986484000003,-2.0,-0.11869728580584915,2.1000000000000014,0.4,0.3999999960000001,0.8,0.0,-0.8,0.1999999999999993,5.100000000000001,0.0,0.0,0.0,0.0,0.0,-1.0,1.0
1,496,1,1997,10,4,-2.0,-20.0,-1.0,-1.5,-1.0,1.0,-1.7599999999999998,0.13,0.69,-304.0,0.6666666666666666,11.666666666666668,5.166666666666666,9.5,3.0,-0.5,-0.6666666666666667,-0.6666666666666667,5.0,11.5,0.16666666666666663,0.16666666666666663,0.0,0.0,1.6666666666666667,2.6666666666666665,4.0,8.666666666666666,-0.5,0.3333333333333339,1,0,1,0.0,1,1,112,0.0,0,1,1,0,1,0,0,1,3.2199999999999953,0.0,10.33,0.7,0.0,-0.7,0.0,-0.7,0.1599999999999966,-0.25349999999999984,7.270000000000003,3.319999999999995,0.0,10.429999999999998,5.166666666666666,-0.2673169945359517,11.666666666666668,-0.6666666666666667,-0.6666666600000002,-0.6666666666666667,0.0,0.6666666666666666,3.0,9.5,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
3,180,1,1997,12,6,0.0,21.0,2.299999999999997,-0.5,-3.0,-2.0,-1.8899999999999997,0.41000000000000003,-0.06,-238.0,0.0,18.0,16.5,50.0,49.166666666666664,-0.16666666666666663,-1.0,-1.0,4.833333333333334,6.333333333333332,-0.8333333333333333,-0.8333333333333333,12.5,12.5,19.833333333333332,22.833333333333332,-6.833333333333333,-8.166666666666666,3.5,3.333333333333334,-1,0,-1,0.0,-1,-1,-58,0.0,0,-1,-1,0,-1,0,0,-1,23.85,0.0,26.979999999999997,0.0,0.0,-1.0,0.0,-1.0,66.14000000000001,0.031947980077476346,68.67,9.04,0.0,12.170000000000002,16.5,0.0070144085454652005,18.0,-1.0,-0.9999999900000002,-1.0,0.0,0.0,49.166666666666664,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,623,1,1998,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.666666666666667,-3.2666666666666666,-47.4,-43.2,-0.26666666666666666,0.4,0.19999999999999996,-1.0,-1.666666666666667,-1.0666666666666667,-0.7333333333333333,-1.2,-2.2666666666666666,-0.33333333333333337,-0.9333333333333333,-1.8,-1.4666666666666668,-1.133333333333333,-2.2666666666666666,-2,0,-2,-0.133,-1,0,-527,-170.0,1,2,3,0,-4,1,-1,-1,-1.7164000000000001,0.0,-3.083899999999999,0.0,0.0,0.34299999999999997,0.0,0.10289999999999999,-31.963099999999994,-0.07176313131313117,-35.4915,-0.2818000000000005,0.0,-1.3464999999999994,-3.2666666666666666,0.10357142767196559,-4.666666666666667,0.4,0.399999996,0.19999999999999996,0.0,0.0,-43.2,-47.4,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
2,151,1,1999,1,4,-4.864692218350754,-37.402580645161294,-6.511779968863507,-3.1978723404255334,-3.0,-3.0,-2.47,-0.6,-0.06,-649.0,0.0,-11.166666666666666,-7.5,15.166666666666657,16.5,0.8333333333333334,-0.5,0.0,-9.666666666666668,-14.5,0.6666666666666667,0.6666666666666667,1.5,2.6666666666666665,0.5,-3.166666666666667,1.5,1.5,-9.5,-9.5,4,0,4,0.33299999999999996,2,1,469,-287.0,1,1,1,1,5,-1,1,1,-11.755519999999999,0.0,-11.96527,0.0,0.0,-0.5401,0.0,0.22797,2.0071699999999986,-0.20197971675278126,3.310049999999997,-13.169740000000001,0.0,-14.277450000000002,-6.6,-0.08327129126005994,-10.7,-0.4,-0.399999996,0.0,0.0,0.0,20.9,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
