name,octagon_debut,height,weight,reach,leg_reach,sig_strikes_landed_per_minute,sig_strikes_absorbed_per_minute,takedowns_avg,submission_avg,knockdown_avg,fight_time_avg
sean gannon,"Oct. 7, 2005",75.0,265.0,79.0,42.8,0.0,6.0,0.0,0.0,0.0,254
sean lally,"Sep. 27, 2025",72.0,170.5,74.5,40.5,5.0,7.0,0.0,0.0,0.0,697
sean loeffler,"Sep. 27, 2025",75.0,185.0,76.9,42.7,0.0,0.0,0.0,0.0,0.0,0
sean mccorkle,"Sep. 25, 2010",79.0,266.0,79.7,44.6,1.0,2.0,2.12,4.25,0.0,283
sean mcinerney,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
sean oconnell,"Apr. 16, 2014",73.0,205.6,74.0,42.0,5.0,7.0,0.0,0.54,0.81,477
sean omalley,"Jul. 18, 2017",71.0,135.0,72.0,40.0,6.0,3.0,0.27,0.27,0.71,679
sean pierson,"Dec. 12, 2010",72.0,170.5,76.0,41.5,4.0,4.0,0.39,0.39,0.19,777
sean salmon,"Jan. 25, 2007",70.0,205.0,71.8,40.4,1.0,2.0,4.06,0.0,0.0,148
sean santella,"Sep. 27, 2025",64.0,125.0,65.8,36.2,0.0,0.0,0.0,0.0,0.0,0
sean sharaf,"Oct. 12, 2024",75.0,252.0,77.0,42.0,7.0,10.0,2.07,0.0,0.0,435
sean sherk,"Feb. 23, 2001",66.0,155.0,68.8,38.3,2.0,3.0,4.09,0.37,0.0,932
sean soriano,"Jan. 4, 2014",69.0,146.0,70.0,40.5,3.0,2.0,1.33,0.0,0.0,678
sean spencer,"Jan. 26, 2013",70.0,170.0,75.0,41.0,4.0,4.0,0.14,0.0,0.42,806
sean strickland,"Mar. 15, 2014",73.0,185.0,76.0,41.5,6.0,5.0,0.73,0.16,0.24,963
sean woodson,"Oct. 18, 2019",74.5,146.0,78.0,44.0,6.0,4.0,0.58,0.35,0.46,710
sedriques dumas,"Mar. 11, 2023",74.0,185.0,79.0,42.5,2.0,3.0,1.23,0.25,0.0,456
semmy schilt,"May. 4, 2001",83.0,261.0,81.7,44.7,1.0,9.0,0.0,0.0,2.77,325
seohee ham,"Dec. 12, 2014",62.0,115.0,62.0,35.0,4.0,5.0,0.0,0.25,0.0,900
seokhyeon ko,"Jun. 21, 2025",70.0,169.5,71.0,37.0,3.0,2.0,4.0,0.5,0.0,900
seongchan hong,"Sep. 27, 2025",68.8,155.5,70.6,40.7,7.0,9.0,0.0,0.0,0.0,137
sergei pavlovich,"Nov. 24, 2018",75.0,255.5,84.0,45.0,4.0,4.0,0.48,0.0,1.67,342
sergey khandozhko,"Jun. 1, 2019",73.0,169.5,74.0,40.0,3.0,2.0,0.76,0.0,1.15,785
sergey morozov,"Oct. 24, 2020",66.0,136.0,67.0,37.0,3.0,3.0,3.63,0.0,0.24,745
serghei spivac,"May. 4, 2019",75.0,251.0,78.0,44.0,3.0,4.0,4.21,0.54,0.0,474
sergio moraes,"Oct. 13, 2012",72.0,171.0,72.0,41.0,2.0,4.0,1.2,0.43,0.09,749
sergio pettis,"Nov. 16, 2013",66.0,124.0,69.0,38.0,4.0,3.0,0.85,0.36,0.07,905
serhiy sidey,"Jan. 20, 2024",71.0,135.5,72.0,40.5,4.0,4.0,1.58,1.26,0.32,712
seth baczynski,"Jun. 19, 2010",75.0,170.0,74.0,42.1,3.0,3.0,0.89,0.75,0.3,549
seth petruzelli,"Oct. 10, 2006",73.6,205.0,75.6,43.0,2.0,2.0,0.46,2.29,1.37,393
seungguk choi,"Jun. 9, 2022",66.0,131.3,64.0,35.5,3.0,3.0,1.02,0.0,0.21,878
seungwoo choi,"Apr. 20, 2019",72.0,145.0,74.5,43.0,4.0,3.0,0.83,0.0,0.69,589
shaheen santana,"Sep. 27, 2025",67.2,158.0,71.9,40.0,1.0,2.0,0.0,2.75,0.0,655
shamar bailey,"Jun. 5, 2011",69.0,158.0,71.9,40.0,2.0,4.0,1.5,0.0,0.0,778
shamil abdurakhimov,"Apr. 4, 2015",75.0,263.0,76.0,41.5,2.0,3.0,1.01,0.14,0.29,567
shamil gamzatov,"Nov. 9, 2019",74.0,206.0,76.0,42.0,5.0,3.0,0.0,0.0,0.0,556
shamil gaziev,"Dec. 16, 2023",76.0,260.0,78.5,45.0,3.0,4.0,0.96,0.32,0.64,561
shana dobson,"Dec. 1, 2017",66.0,126.0,69.0,38.0,3.0,5.0,0.84,0.0,0.28,539
shane burgos,"Dec. 10, 2016",71.0,145.8,75.5,40.0,7.0,7.0,0.43,0.43,0.64,766
shane campbell,"Apr. 25, 2015",72.0,156.0,71.0,41.0,4.0,3.0,1.36,0.0,0.0,530
shane carwin,"May. 24, 2008",74.0,254.0,80.0,42.7,4.0,4.0,1.42,0.0,1.89,272
shane del rosario,"May. 26, 2012",76.0,244.0,78.1,43.0,4.0,3.0,1.2,2.41,0.0,299
shane howell,"Jun. 28, 2014",68.0,125.0,69.0,38.5,1.0,3.0,0.0,0.0,0.0,519
shane nelson,"Dec. 13, 2008",69.0,156.0,71.9,39.7,1.0,3.0,1.31,1.64,0.33,686
shane primm,"Dec. 13, 2008",75.0,202.0,79.1,43.7,1.0,2.0,1.78,0.0,0.0,507
shane roller,"Mar. 4, 2011",70.0,156.0,71.5,40.0,2.0,3.0,2.46,1.92,0.27,470
shane young,"Nov. 18, 2017",68.0,145.5,72.5,39.0,5.0,5.0,0.63,0.0,0.21,616
shanelle dyer,"Sep. 27, 2025",63.9,116.0,63.1,36.0,8.0,8.0,0.0,0.0,0.0,900
shang zhifa,"Sep. 27, 2025",67.0,125.5,63.0,38.0,1.0,1.0,2.0,0.0,0.0,900
shanna young,"Sep. 27, 2025",67.0,126.0,65.0,39.0,3.0,5.0,0.0,0.56,0.0,642
shannon gugerty,"Jul. 19, 2008",70.0,155.0,69.8,40.1,1.0,2.0,2.13,3.41,0.0,422
shannon ross,"Feb. 11, 2023",66.0,138.0,74.0,41.0,6.0,7.0,0.0,0.0,0.0,294
shara magomedov,"Oct. 21, 2023",74.0,186.0,73.0,41.5,6.0,4.0,0.0,0.0,0.36,823
shaun etchell,"Jun. 9, 2022",65.0,126.0,68.9,36.8,0.0,0.0,4.37,0.0,0.0,206
shauna bannon,"Jul. 22, 2023",65.0,116.0,65.0,37.0,4.0,4.0,0.0,0.66,0.0,680
shavkat rakhmonov,"Mar. 21, 2020",73.0,171.0,77.0,42.0,3.0,2.0,1.4,1.2,0.2,644
shawn jordan,"Mar. 3, 2012",72.0,265.0,75.0,40.3,3.0,3.0,1.97,0.15,0.45,496
shawn teed,"Sep. 27, 2025",77.0,260.0,79.0,44.0,1.0,13.0,0.0,0.0,0.0,257
shayilan nuerdanbieke,"May. 22, 2021",68.0,146.0,69.0,36.0,2.0,3.0,3.3,0.24,0.71,636
shayna baszler,"Aug. 30, 2014",67.0,136.0,67.0,38.3,2.0,6.0,0.67,1.34,0.0,536
sheila gaff,"Apr. 27, 2013",65.0,135.0,62.0,37.3,2.0,3.0,0.0,0.0,0.0,187
sheldon westcott,"Apr. 16, 2014",73.0,170.0,71.0,41.5,2.0,4.0,3.23,0.0,0.0,558
shelton graves,"Aug. 8, 2017",74.0,258.0,76.0,40.0,2.0,1.0,4.86,0.0,0.0,740
sherman pendergarst,"Nov. 18, 2006",73.0,248.0,75.5,40.9,1.0,3.0,4.62,0.0,0.0,195
sherrard blackledge,"Sep. 27, 2025",69.4,155.0,71.7,40.3,4.0,3.0,4.0,0.0,0.0,900
sheymon moraes,"Nov. 25, 2017",68.0,146.0,72.0,40.0,3.0,4.0,0.0,0.0,0.48,751
shi ming,"Nov. 23, 2024",62.0,116.0,60.0,33.0,3.0,3.0,0.37,0.0,0.74,837
shimon smotritsky,"Sep. 27, 2025",74.0,170.5,74.0,42.0,4.0,9.0,3.52,0.0,3.52,128
shin haraguchi,"Feb. 3, 2024",70.2,164.7,72.2,39.5,2.0,2.0,12.32,0.0,0.0,774
shinsho anzai,"Aug. 23, 2014",67.0,171.0,70.5,40.0,3.0,4.0,1.83,0.0,0.0,492
sho patrick usami,"Jun. 10, 2022",71.4,172.8,73.8,40.1,0.0,0.0,0.0,0.0,0.0,0
shohei nose,"Jun. 10, 2022",67.2,136.0,69.2,38.9,2.0,2.0,2.23,3.58,0.0,504
shonie carter,"Mar. 10, 2000",69.0,171.0,71.8,40.6,2.0,2.0,0.75,0.0,0.75,507
shonte barnes,"Sep. 27, 2025",71.0,185.0,76.0,41.5,2.0,2.0,0.0,0.0,0.0,466
shunichi shimizu,"Jan. 4, 2014",65.0,135.0,66.0,36.6,0.0,5.0,0.0,0.0,0.0,833
shuya kamikubo,"Sep. 27, 2025",69.2,146.3,70.7,40.3,4.0,5.0,1.5,0.5,0.0,900
sidney outlaw,"Jul. 18, 2017",68.0,171.0,74.0,41.6,0.0,1.0,3.0,3.0,0.0,900
sijara eubanks,"Jun. 1, 2018",64.0,142.8,67.0,37.0,4.0,3.0,1.9,0.33,0.11,807
silvana gomez juarez,"Oct. 9, 2021",64.0,115.6,64.0,37.0,4.0,4.0,0.0,0.0,1.3,345
sim kai xiong,"Sep. 27, 2025",65.0,126.0,68.9,36.8,3.0,4.0,3.49,0.0,0.0,688
simeon thoresen,"Apr. 14, 2012",74.0,171.0,75.1,42.2,4.0,4.0,1.12,1.68,0.0,535
simon biyong,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
sinae kikuta,"Apr. 14, 2000",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,1.0,1.0,1.6,1.83,0.0,982
sione latu,"Mar. 5, 1999",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
sirwan kakai,"Jun. 27, 2015",66.0,136.0,66.0,38.2,4.0,5.0,4.0,0.0,0.5,900
siyar bahadurzada,"Apr. 14, 2012",71.0,171.0,72.5,45.0,3.0,3.0,1.32,0.33,0.83,680
slim trabelsi,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
so yul kim,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
soa palelei,"Dec. 29, 2007",76.0,264.0,81.0,42.8,2.0,3.0,2.2,0.0,0.0,562
sodiq yusuff,"Dec. 2, 2018",69.0,155.5,71.0,40.0,5.0,4.0,0.36,0.36,0.49,673
sofia montenegro,"Sep. 27, 2025",65.6,125.0,66.9,37.5,4.0,6.0,1.0,0.0,1.0,900
solomon hutcherson,"Jun. 24, 2006",71.0,186.0,73.1,40.5,3.0,3.0,3.53,0.0,0.0,255
solomon renfro,"Sep. 27, 2025",69.5,170.0,72.5,40.0,5.0,4.0,2.0,0.0,1.0,900
song kenan,"Nov. 25, 2017",72.0,170.0,71.5,41.0,4.0,6.0,0.42,0.0,0.7,588
song yadong,"Nov. 25, 2017",68.0,136.0,67.0,38.0,5.0,4.0,0.61,0.15,0.54,785
sovannahry em,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
spencer fisher,"Oct. 3, 2005",67.0,156.0,68.0,38.6,3.0,3.0,0.67,0.75,0.22,709
spike carlyle,"Sep. 27, 2025",68.0,145.5,71.0,39.0,3.0,4.0,3.34,0.48,0.0,628
stanislav nedkov,"Aug. 27, 2011",71.0,205.0,71.0,40.7,3.0,5.0,2.77,0.0,1.11,406
stefan sekulic,"Sep. 15, 2018",72.0,171.0,75.5,41.0,2.0,3.0,2.0,0.5,0.0,900
stefan struve,"Feb. 21, 2009",84.0,265.0,84.5,44.0,3.0,4.0,0.56,1.68,0.24,469
stephan bonnar,"Apr. 9, 2005",76.0,205.0,80.0,44.1,3.0,3.0,1.32,1.01,0.16,680
stephanie egger,"Oct. 10, 2020",66.0,135.0,68.0,38.5,2.0,2.0,2.48,0.55,0.0,467
stephanie frausto,"Sep. 27, 2025",63.8,115.0,63.7,35.9,1.0,4.0,0.0,0.0,0.0,168
stephanie luciano,"Mar. 23, 2024",66.0,116.0,65.5,37.5,5.0,3.0,0.67,0.0,0.33,900
stephen bass,"Dec. 4, 2011",69.0,145.0,69.8,39.0,5.0,6.0,0.0,0.0,0.0,900
stephen thompson,"Feb. 4, 2012",72.0,170.5,75.0,42.0,4.0,3.0,0.23,0.0,0.47,871
steve berger,"May. 4, 2001",71.0,169.0,71.8,40.2,1.0,3.0,0.84,1.67,0.0,539
steve bosse,"Jun. 27, 2015",71.5,205.0,72.0,40.0,6.0,5.0,0.92,0.0,0.92,327
steve bruno,"Aug. 9, 2008",70.0,171.0,72.4,39.5,1.0,3.0,1.94,0.39,0.0,775
steve byrnes,"Dec. 13, 2006",72.0,186.0,75.2,40.1,1.0,3.0,3.0,4.0,0.0,900
steve cantwell,"Dec. 10, 2008",74.0,185.0,75.0,42.4,4.0,6.0,0.65,0.65,0.33,551
steve erceg,"May. 20, 2023",68.0,135.5,68.0,38.0,4.0,4.0,1.15,0.43,0.14,896
steve garcia,"Feb. 29, 2020",72.0,146.0,75.0,41.0,5.0,2.0,0.9,0.45,2.26,362
steve jennum,"Sep. 9, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
steve judson,"Sep. 24, 1999",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
steve lopez,"Sep. 19, 2009",71.0,156.0,71.0,40.2,1.0,3.0,0.0,0.0,0.0,624
steve montgomery,"Jun. 27, 2015",76.0,185.0,75.0,44.0,5.0,4.0,0.0,0.0,0.0,532
steve nelmark,"May. 17, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
steve regman,"Sep. 27, 2025",71.0,184.5,78.0,41.4,1.0,5.0,3.52,0.0,0.0,511
steve steinbeiss,"Sep. 16, 2009",75.0,185.0,76.9,42.7,4.0,2.0,0.44,0.0,0.0,679
steve vigneault,"Mar. 4, 2006",70.0,184.0,73.6,39.8,2.0,6.0,0.0,0.0,0.0,110
steven asplund,"Sep. 27, 2025",73.2,261.5,74.0,42.5,41.0,8.0,0.0,0.0,56.25,16
steven kennedy,"Jun. 20, 2015",72.0,169.0,71.0,43.0,2.0,6.0,2.51,0.0,0.0,539
steven koslow,"Dec. 10, 2022",67.5,136.0,69.0,39.0,1.0,4.0,5.28,1.06,0.0,853
steven nguyen,"Mar. 23, 2024",71.0,145.5,73.0,40.0,7.0,7.0,0.24,0.0,1.65,764
steven peterson,"Aug. 22, 2017",70.0,146.0,70.0,39.5,5.0,6.0,1.42,0.71,0.12,843
steven siler,"Dec. 4, 2011",71.0,146.0,70.0,40.0,3.0,3.0,0.47,1.58,0.16,633
stevie lynch,"Jun. 16, 2007",70.0,170.0,71.2,39.5,2.0,7.0,0.0,0.0,0.0,170
stevie ray,"Apr. 11, 2015",70.0,156.0,70.0,39.0,4.0,3.0,0.75,0.62,0.12,656
stewart nicoll,"Aug. 17, 2024",65.0,126.0,65.5,37.0,3.0,1.0,5.66,0.0,0.0,159
stipe miocic,"Oct. 9, 2011",77.0,248.6,80.0,39.0,5.0,4.0,1.74,0.0,0.49,681
suyoung you,"Nov. 23, 2024",66.0,135.5,65.0,36.0,2.0,2.0,3.8,0.4,0.0,900
sultan aliev,"Jan. 24, 2015",71.0,170.0,74.5,40.0,1.0,2.0,1.76,0.0,0.0,641
suman mokhtarian,"Dec. 2, 2018",68.0,145.0,72.0,39.5,2.0,7.0,0.0,0.0,0.0,517
sumit kumar,"Sep. 27, 2025",65.6,125.0,66.9,37.5,3.0,5.0,6.0,0.0,0.0,900
sumudaerji,"Sep. 27, 2025",68.0,125.5,72.0,38.5,4.0,2.0,0.16,0.62,0.31,642
sung bin jo,"Jun. 1, 2019",71.0,145.0,72.0,40.7,1.0,3.0,1.0,1.0,0.0,900
syuri kondo,"Sep. 22, 2017",64.0,115.5,66.5,40.0,5.0,7.0,0.0,0.33,0.0,683
tj brown,"Aug. 27, 2019",69.0,146.0,72.0,38.0,3.0,3.0,3.41,1.31,0.0,762
tj dillashaw,"Dec. 4, 2011",66.5,135.0,67.0,38.5,5.0,3.0,1.56,0.82,0.61,736
tj grant,"Apr. 18, 2009",71.0,155.0,71.5,41.0,4.0,3.0,1.63,0.58,0.58,704
tj laramie,"Sep. 19, 2020",66.0,145.5,66.0,37.0,1.0,3.0,1.44,0.0,0.0,417
tj obrien,"Nov. 21, 2010",74.0,156.0,74.8,41.7,4.0,5.0,0.94,0.0,0.0,477
tj waldburger,"Sep. 15, 2010",71.0,171.0,75.0,40.2,2.0,2.0,3.03,4.79,0.5,446
tabatha ricci,"Jun. 5, 2021",61.0,115.0,61.0,36.0,4.0,5.0,2.69,0.12,0.0,769
tae hyun bang,"Jan. 4, 2014",69.0,155.0,71.0,40.0,3.0,2.0,0.49,0.49,0.74,731
tafon nchukwi,"Dec. 19, 2020",72.0,189.5,77.0,41.0,6.0,4.0,0.76,0.0,0.38,677
tagir ulanbekov,"Oct. 10, 2020",67.0,126.0,70.0,39.0,3.0,3.0,2.94,1.56,0.17,742
tai bowden,"May. 17, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
tai tuivasa,"Nov. 18, 2017",74.0,265.0,75.0,39.5,4.0,5.0,0.0,0.0,1.04,434
taila santos,"Feb. 2, 2019",66.0,133.2,68.0,37.5,3.0,3.0,2.0,1.13,0.38,899
tainara lisboa,"May. 13, 2023",67.0,135.5,67.0,38.0,2.0,1.0,1.53,0.38,0.0,786
takanori gomi,"Mar. 31, 2010",67.0,156.0,70.0,40.0,4.0,4.0,1.23,0.8,0.72,429
takashi sato,"Apr. 27, 2019",70.0,170.5,73.0,41.0,2.0,4.0,0.76,0.0,0.51,508
takenori sato,"Feb. 15, 2014",70.0,169.0,71.0,39.2,0.0,13.0,0.0,0.0,0.0,65
takeru uchida,"Jun. 9, 2022",65.8,125.5,68.4,37.0,0.0,0.0,0.0,4.37,0.0,206
takeya mizugaki,"Mar. 4, 2011",67.0,136.0,68.0,38.0,3.0,3.0,1.46,0.06,0.19,747
talita alencar,"Dec. 9, 2023",61.0,115.0,58.5,35.0,3.0,4.0,2.5,0.25,0.0,900
talita bernardo,"Sep. 2, 2017",64.0,134.5,68.0,40.0,3.0,4.0,1.62,0.54,0.0,836
tallison teixeira,"Feb. 8, 2025",79.0,259.0,83.0,43.0,13.0,9.0,0.0,0.0,9.63,62
tamdan mccrory,"Jun. 12, 2007",76.0,185.0,78.0,43.7,2.0,2.0,2.28,2.47,0.0,474
tamires vidal,"Nov. 5, 2022",66.0,135.5,68.0,38.0,3.0,4.0,0.0,0.69,0.35,649
taneisha tennant,"Sep. 27, 2025",68.2,143.5,69.8,37.9,6.0,3.0,0.0,0.0,0.0,900
tank abbott,"Jul. 14, 1995",72.0,253.0,78.1,42.6,1.0,4.0,1.07,0.0,0.0,141
tanner boser,"Jul. 27, 2019",74.0,217.0,75.5,43.0,5.0,3.0,0.0,0.0,0.27,659
tarec saffiedine,"Jan. 8, 2012",70.0,170.0,70.0,42.0,4.0,3.0,0.52,0.13,0.26,931
tateki matsuda,"Sep. 5, 2014",67.0,125.0,65.0,38.2,3.0,3.0,0.0,0.0,0.0,900
tatiana suarez,"Jul. 9, 2016",65.0,114.5,66.0,39.0,3.0,2.0,4.41,0.57,0.0,702
tatsuro taira,"Apr. 30, 2022",67.0,126.0,70.0,38.0,3.0,3.0,3.21,1.69,0.51,665
tatsuya ando,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,1.0,5.0,0.0,0.0,0.0,900
tatsuya kawajiri,"Jan. 4, 2014",67.0,145.5,69.0,39.0,2.0,2.0,3.63,1.12,0.21,602
taylor callens,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
taylor johnson,"Sep. 27, 2025",72.6,185.5,75.2,43.1,5.0,1.0,8.49,0.0,0.0,106
taylor lapilus,"Apr. 11, 2015",66.0,136.0,73.0,43.0,5.0,3.0,0.27,0.27,0.27,836
taylor moore,"Sep. 27, 2025",67.6,135.5,69.5,37.9,0.0,2.0,0.0,0.0,0.0,900
te edwards,"Oct. 27, 2018",68.0,155.0,72.0,39.0,2.0,4.0,0.72,0.0,1.45,414
tebaris gordon,"Sep. 27, 2025",73.0,264.5,78.0,42.1,4.0,49.0,0.0,0.0,0.0,17
tecia pennington,"Dec. 12, 2014",61.0,114.5,60.5,35.0,5.0,3.0,0.54,0.06,0.06,836
tedd williams,"Mar. 10, 2000",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
teddy ash,"Sep. 27, 2025",72.6,185.5,75.2,43.1,7.0,7.0,0.0,0.0,0.0,900
teemu packalen,"Jul. 18, 2015",73.0,156.0,75.5,40.0,3.0,4.0,2.31,1.54,0.77,292
teila tuli,"Nov. 12, 1993",74.0,415.0,75.9,42.9,0.0,0.0,0.0,0.0,0.0,0
tereza bleda,"Nov. 19, 2022",69.0,125.0,71.0,39.0,3.0,2.0,1.81,0.72,0.36,829
terrance mckinney,"Jun. 12, 2021",70.0,156.0,73.5,40.0,6.0,3.0,3.59,2.25,1.35,167
terrance saeteurn,"Aug. 22, 2025",66.0,126.5,67.7,38.2,4.0,4.0,0.0,0.0,0.0,173
terrence mitchell,"Jul. 8, 2023",70.0,142.0,74.0,41.0,2.0,9.0,3.69,0.0,0.0,122
terrion ware,"Jul. 9, 2017",68.0,135.0,71.0,39.0,4.0,6.0,0.5,0.0,0.0,900
terry etim,"Apr. 21, 2007",73.0,155.0,73.0,41.5,2.0,3.0,0.43,1.42,0.28,577
terry martin,"Aug. 20, 2005",69.0,186.0,73.0,39.6,3.0,3.0,3.1,0.0,0.66,406
teruto ishihara,"Sep. 26, 2015",67.0,136.0,69.0,37.0,3.0,4.0,0.5,0.0,1.33,604
test fighter2,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
testy test,"Sep. 27, 2025",61.0,121.55999999999999,62.2,34.0,0.0,0.0,0.0,0.0,0.0,0
tetsuya seki,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
thaddeus luster,"Mar. 11, 1994",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
thales leites,"Nov. 11, 2006",73.0,185.9,78.0,41.0,2.0,3.0,2.1,1.14,0.23,754
thanh le,"Jul. 18, 2017",69.0,144.5,74.0,39.8,2.0,2.0,0.0,0.0,2.28,395
themba gorimbo,"Feb. 18, 2023",73.0,171.0,77.0,43.0,3.0,1.0,4.81,0.57,0.57,530
theo rlayang,"Sep. 27, 2025",67.0,146.0,65.0,37.0,6.0,8.0,2.0,0.0,0.0,900
thiago alves,"Oct. 3, 2005",69.0,171.0,70.0,37.5,4.0,3.0,0.71,0.3,0.66,659
thiago moises,"Nov. 10, 2018",69.0,155.5,70.5,39.0,2.0,4.0,1.31,1.14,0.26,642
thiago perpetuo,"Jun. 24, 2012",70.0,170.0,71.0,39.2,5.0,4.0,2.82,0.0,1.88,319
thiago santos,"Aug. 4, 2013",74.0,206.0,76.0,42.5,4.0,3.0,0.88,0.06,0.88,597
thiago tavares,"Apr. 5, 2007",67.0,146.0,68.0,39.0,2.0,2.0,3.83,1.46,0.0,548
thibault gouti,"Feb. 27, 2016",70.0,155.5,72.5,41.5,4.0,6.0,1.23,0.31,0.31,489
thomas almeida,"Nov. 9, 2014",67.0,136.0,70.0,38.5,5.0,5.0,0.17,0.0,0.5,540
thomas gantt,"Sep. 27, 2025",68.8,155.5,70.6,40.7,1.0,0.0,10.78,5.39,0.0,167
thomas gifford,"Apr. 27, 2019",73.0,155.0,75.5,43.5,4.0,6.0,0.5,0.0,0.0,893
thomas paull,"Sep. 27, 2025",68.8,155.5,70.6,40.7,7.0,9.0,0.0,0.0,0.0,90
thomas petersen,"Feb. 3, 2024",73.0,250.0,74.0,40.0,4.0,3.0,4.42,0.55,0.0,652
thomas ramirez,"Feb. 16, 1996",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
tiago trator,"Jul. 26, 2014",70.0,145.6,70.0,41.0,4.0,4.0,0.63,0.31,0.0,720
tiequan zhang,"Feb. 26, 2011",68.0,155.0,70.5,38.5,1.0,2.0,1.95,3.35,0.0,538
tiffany masters,"Aug. 15, 2017",63.0,116.0,65.0,36.7,4.0,3.0,3.06,0.0,0.0,883
tiki ghosn,"Mar. 10, 2000",72.0,170.0,73.2,42.1,3.0,3.0,0.41,0.0,0.0,509
tim boetsch,"Feb. 2, 2008",72.0,185.0,74.0,42.0,3.0,3.0,1.45,0.76,0.48,542
tim caron,"Sep. 27, 2025",73.0,185.0,74.0,42.0,1.0,7.0,0.0,0.0,0.0,817
tim credeur,"Jul. 19, 2008",75.0,185.0,75.0,42.1,4.0,3.0,0.41,3.29,0.82,437
tim elliott,"May. 5, 2012",67.0,126.0,66.0,38.0,3.0,3.0,3.71,1.12,0.12,728
tim gorman,"Apr. 16, 2014",64.0,135.0,68.0,37.5,3.0,6.0,1.0,0.0,0.0,900
tim hague,"May. 23, 2009",76.0,257.0,80.5,43.7,3.0,4.0,1.72,0.86,0.0,418
tim kennedy,"Jul. 15, 2012",71.0,186.0,74.0,40.0,3.0,2.0,2.58,0.71,0.09,723
tim lajcik,"Jul. 16, 1999",73.0,225.0,77.3,42.5,0.0,0.0,0.0,0.0,0.0,0
tim mckenzie,"Apr. 1, 2009",72.0,185.0,74.3,41.1,1.0,3.0,0.0,2.06,0.0,291
tim means,"Feb. 15, 2012",74.0,171.0,75.0,43.5,5.0,4.0,1.14,0.16,0.57,578
tim sylvia,"Sep. 27, 2002",80.0,261.0,80.6,44.9,4.0,3.0,0.11,0.11,0.54,592
tim williams,"Feb. 18, 2018",74.0,185.0,76.0,42.0,3.0,4.0,1.81,0.0,0.0,498
timmy cuamba,"Feb. 10, 2024",69.0,146.0,71.0,40.0,3.0,4.0,1.11,0.0,0.28,809
timo feucht,"Sep. 27, 2025",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
timothy johnson,"Apr. 4, 2015",75.0,263.0,77.5,42.0,3.0,3.0,1.09,0.0,0.18,710
timothy thomas,"Sep. 27, 2025",72.4,214.0,75.7,41.9,0.0,0.0,0.0,0.0,0.0,0
timur valiev,"Aug. 22, 2020",66.0,136.0,67.0,38.0,5.0,3.0,1.73,0.29,0.29,780
tina lahdemaki,"Jul. 16, 2014",62.0,115.0,62.0,35.8,2.0,5.0,0.0,0.0,0.0,900
tito ortiz,"May. 30, 1997",75.0,204.0,78.1,43.1,3.0,3.0,2.47,0.6,0.06,649
toby misech,"Sep. 27, 2025",68.0,145.5,70.9,39.0,3.0,8.0,0.0,0.0,0.0,900
todd brown,"Aug. 7, 2010",71.0,205.0,73.4,41.2,2.0,4.0,0.0,0.0,0.0,600
todd butler,"Jul. 27, 1997",70.14054054054054,166.5054467782129,71.58709175738724,39.90212765957447,0.0,0.0,0.0,0.0,0.0,0
todd duffee,"Aug. 29, 2009",75.0,244.5,78.0,40.0,6.0,3.0,0.72,0.0,2.87,179
