event_date,event_name,fighter_red,fighter_blue,round,time,weight_class,win_method,winner,stance_red,stance_blue,knockdowns_red,knockdowns_blue,sig_attempts_red,sig_attempts_blue,sig_strikes_red,sig_strikes_blue,total_strikes_attempts_red,total_strikes_attempts_blue,total_strikes_red,total_strikes_blue,sub_attempts_red,sub_attempts_blue,takedowns_red,takedowns_blue,takedown_attempts_red,takedown_attempts_blue,control_time_red,control_time_blue,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue,octagon_debut_blue,height_blue,weight_blue,reach_blue,leg_reach_blue,sig_strikes_landed_per_minute_blue,sig_strikes_absorbed_per_minute_blue,takedowns_avg_blue,submission_avg_blue,knockdown_avg_blue,fight_time_avg_blue,octagon_debut_red,height_red,weight_red,reach_red,leg_reach_red,sig_strikes_landed_per_minute_red,sig_strikes_absorbed_per_minute_red,takedowns_avg_red,submission_avg_red,knockdown_avg_red,fight_time_avg_red,avg_rounds_red,avg_time_red,avg_knockdowns_red,avg_sig_attempts_red,avg_sig_strikes_red,avg_total_strikes_attempts_red,avg_total_strikes_red,avg_sub_attempts_red,avg_takedowns_red,avg_takedown_attempts_red,avg_head_strikes_red,avg_head_attempts_red,avg_body_strikes_red,avg_body_attempts_red,avg_leg_strikes_red,avg_leg_attempts_red,avg_distance_red,avg_distance_attempts_red,avg_clinch_strikes_red,avg_clinch_attempts_red,avg_ground_strikes_red,avg_ground_attempts_red,avg_rounds_blue,avg_time_blue,avg_knockdowns_blue,avg_sig_attempts_blue,avg_sig_strikes_blue,avg_total_strikes_attempts_blue,avg_total_strikes_blue,avg_sub_attempts_blue,avg_takedowns_blue,avg_takedown_attempts_blue,avg_head_strikes_blue,avg_head_attempts_blue,avg_body_strikes_blue,avg_body_attempts_blue,avg_leg_strikes_blue,avg_leg_attempts_blue,avg_distance_blue,avg_distance_attempts_blue,avg_clinch_strikes_blue,avg_clinch_attempts_blue,avg_ground_strikes_blue,avg_ground_attempts_blue,wins_before_red,losses_before_red,total_fights_before_red,wins_before_blue,losses_before_blue,total_fights_before_blue,win_pct_before_red,win_pct_before_blue,wins_last_3_red,wins_last_3_blue,fights_last_3_red,fights_last_3_blue,days_since_debut_red,days_since_debut_blue,days_since_last_win_red,days_since_last_win_blue,recent_winner_red,recent_winner_blue,wins_last_365_days_red,wins_last_365_days_blue,fights_last_365_days_red,fights_last_365_days_blue,undefeated_last_year_red,undefeated_last_year_blue,win_streak_red,win_streak_blue,lose_streak_red,lose_streak_blue,on_win_streak_red,on_win_streak_blue,long_win_streak_red,long_win_streak_blue,sig_strikes_ema_red,sig_strikes_success_rate_ema_red,sig_attempts_ema_red,knockdowns_ema_red,knockdowns_success_rate_ema_red,takedowns_ema_red,takedowns_success_rate_ema_red,takedown_attempts_ema_red,total_strikes_ema_red,total_strikes_success_rate_ema_red,total_strikes_attempts_ema_red,head_strikes_ema_red,head_strikes_success_rate_ema_red,head_attempts_ema_red,sig_strikes_ema_blue,sig_strikes_success_rate_ema_blue,sig_attempts_ema_blue,knockdowns_ema_blue,knockdowns_success_rate_ema_blue,takedowns_ema_blue,takedowns_success_rate_ema_blue,takedown_attempts_ema_blue,total_strikes_ema_blue,total_strikes_success_rate_ema_blue,total_strikes_attempts_ema_blue,head_strikes_ema_blue,head_strikes_success_rate_ema_blue,head_attempts_ema_blue,sig_strikes_roll_5_red,sig_strikes_success_rate_roll_5_red,sig_attempts_roll_5_red,takedowns_roll_5_red,takedowns_success_rate_roll_5_red,takedown_attempts_roll_5_red,control_time_roll_5_red,knockdowns_roll_5_red,total_strikes_roll_5_red,total_strikes_attempts_roll_5_red,sig_strikes_roll_5_blue,sig_strikes_success_rate_roll_5_blue,sig_attempts_roll_5_blue,takedowns_roll_5_blue,takedowns_success_rate_roll_5_blue,takedown_attempts_roll_5_blue,control_time_roll_5_blue,knockdowns_roll_5_blue,total_strikes_roll_5_blue,total_strikes_attempts_roll_5_blue,performance_trend_red,finish_momentum_red,dominance_momentum_red,performance_trend_blue,finish_momentum_blue,dominance_momentum_blue
2004-08-21,UFC 49: Unfinished Business,david terrell,matt lindland,1,24,Middleweight,KO/TKO,1,Southpaw,Southpaw,1,0,7,1,5,0,7,1,5,0,0,0,0,0,0,0,8,0,5,0,7,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,0,5,0,2000-12-16,72.0,185.0,73.8,41.5,3.0,2.0,3.01,1.33,0.09,535.0,2004-08-21,72.0,184.0,75.1,41.1,2.0,3.0,5.54,5.54,1.85,162.0,,,,,,,,,,,,,,,,,,,,,,,2.3333333333333335,222.22222222222223,0.0,53.888888888888886,28.666666666666668,128.22222222222223,97.77777777777777,0.4444444444444444,2.3333333333333335,5.111111111111111,18.88888888888889,42.22222222222222,3.7777777777777777,4.666666666666667,6.0,7.0,3.888888888888889,17.444444444444443,10.444444444444445,14.444444444444445,14.333333333333334,22.0,0,0,0,7,2,9,0.0,0.778,0,2,0,3,0,1344,9999.0,274.0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,26.005348249999997,,50.94267826999999,0.0,,1.8205312499999997,,5.074794749999999,86.15103710999998,0.6855603787301456,115.50475128999997,16.167829819999998,,39.58827799999999,,,,,,,,,,,25.6,0.41946508489431417,55.2,2.2,0.26153846112075385,6.2,387.4,0.0,89.2,124.4,,,,0.0,0.0,0.0
2004-10-22,UFC 50: The War Of '04,rich franklin,jorge rivera,3,268,Middleweight,Submission,1,Southpaw,Orthodox,1,0,73,41,41,22,116,81,84,60,1,0,3,0,3,1,577,49,27,9,51,24,11,13,19,17,3,0,3,0,6,5,14,14,26,17,45,27,9,0,14,0,2003-09-26,73.0,186.0,73.8,42.5,3.0,3.0,0.84,0.12,0.96,467.0,2003-04-25,73.0,185.0,76.0,42.4,4.0,2.0,1.31,0.66,0.72,490.0,1.0,187.5,1.0,42.0,26.5,45.5,30.0,0.0,0.0,0.0,17.0,32.0,8.0,8.0,1.5,2.0,9.5,21.0,10.5,12.0,6.5,9.0,2.0,202.5,0.5,70.0,41.0,111.0,80.0,0.0,0.5,1.0,20.0,45.5,12.0,13.0,9.0,11.5,10.0,28.0,29.0,39.5,2.0,2.5,2,0,2,1,1,2,1.0,0.5,2,1,2,2,546,392,392.0,392.0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,22.299999999999997,,40.4,1.0,,0.0,,0.0,24.4,0.543793445878848,42.5,15.399999999999999,,32.8,56.6,,96.39999999999999,0.7,,0.3,,0.6,109.6,0.6633333333333333,150.6,27.599999999999998,,62.49999999999999,26.5,0.6127002286901212,42.0,0.0,0.0,0.0,60.5,1.0,30.0,45.5,41.0,0.5441176464121973,70.0,0.5,0.24999999875,1.0,208.5,0.5,80.0,111.0,,0.0,0.0,,0.0,0.0
2004-10-22,UFC 50: The War Of '04,frank trigg,renato verissimo,2,131,Welterweight,KO/TKO,1,Southpaw,Orthodox,0,0,59,21,33,4,93,27,65,10,0,2,1,0,1,8,301,53,26,2,48,18,6,0,10,1,1,2,1,2,5,2,16,13,9,2,16,8,19,0,27,0,2004-01-31,73.0,169.0,75.7,41.3,1.0,2.0,1.46,2.55,0.0,618.0,2003-11-21,68.0,171.0,72.0,39.7,3.0,2.0,2.35,0.78,0.26,386.0,1.0,244.5,0.0,22.0,10.0,30.0,17.5,0.5,0.5,0.5,10.0,21.5,0.0,0.5,0.0,0.0,0.5,5.5,0.0,0.0,9.5,16.5,3.0,300.0,0.0,24.5,14.5,123.0,105.5,2.5,1.5,2.0,12.5,22.0,2.0,2.5,0.0,0.0,3.0,8.5,2.5,2.5,9.0,13.5,1,1,2,1,1,2,0.5,0.5,1,1,2,2,336,265,125.0,265.0,1,1,1,1,2,2,0,0,1,0,0,1,1,0,0,0,6.0,,14.399999999999999,0.0,,0.7,,0.7,10.899999999999999,0.3571428571428571,19.6,6.0,,14.1,17.5,,29.099999999999998,0.0,,2.0999999999999996,,2.8,112.89999999999999,0.8495712791913557,134.2,15.5,,26.799999999999997,10.0,0.24390243896490185,22.0,0.5,0.4999999950000001,0.5,159.0,0.0,17.5,30.0,14.5,0.5747863244943476,24.5,1.5,0.37499999906250003,2.0,290.5,0.0,105.5,123.0,,0.0,0.0,,0.0,0.0
2004-10-22,UFC 50: The War Of '04,evan tanner,robbie lawler,1,142,Middleweight,Submission,1,Orthodox,Southpaw,0,0,17,14,6,3,17,15,6,4,1,0,0,1,0,1,0,34,2,2,12,13,1,1,1,1,3,0,4,0,6,1,17,11,0,1,0,1,0,1,0,2,2002-05-10,71.0,170.5,74.0,39.0,4.0,5.0,0.65,0.0,0.61,676.0,1999-01-08,72.0,186.0,74.5,40.9,3.0,3.0,2.55,1.34,0.13,447.0,1.5,220.8,0.0,37.5,26.7,52.4,41.0,0.9,1.2,2.4,17.2,26.2,6.9,8.3,2.6,3.0,7.4,12.5,6.4,8.0,12.9,17.0,2.1666666666666665,159.16666666666666,0.6666666666666666,62.666666666666664,26.333333333333332,73.66666666666667,37.333333333333336,0.0,2.0,2.5,18.666666666666668,53.666666666666664,6.666666666666667,7.666666666666667,1.0,1.3333333333333333,11.5,36.666666666666664,9.5,15.5,5.333333333333333,10.5,8,2,10,4,2,6,0.8,0.667,2,1,3,3,2114,896,125.0,336.0,1,1,2,1,2,2,1,0,2,0,0,1,1,0,0,0,38.72775311699999,,54.09032465499999,0.0,,2.1010543,,5.0368543,61.93118188,0.7190954614109383,77.907622428,26.341546834,,39.56113215799999,26.592819999999996,,68.51513999999999,0.5529999999999999,,2.0044499999999994,,2.5505899999999992,37.58376,0.47590615566241157,79.50607999999997,19.577619999999996,,60.023659999999985,36.8,0.6441068732975203,52.2,1.8,0.2533333328988889,4.2,288.8,0.0,61.4,77.4,18.8,0.4540463456394903,44.6,1.2,0.549999996625,1.4,110.4,0.6,27.4,53.2,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-22,UFC 50: The War Of '04,ivan salaverry,tony fryklund,1,96,Middleweight,Submission,1,Orthodox,Orthodox,1,0,15,6,9,4,29,6,20,4,1,0,0,0,2,1,60,2,6,1,11,2,2,1,2,1,1,2,2,3,0,1,3,2,6,3,9,4,3,0,3,0,1997-07-27,72.0,181.0,73.0,40.5,3.0,7.0,0.0,0.48,0.48,375.0,2002-05-10,72.0,185.0,73.8,41.5,3.0,1.0,0.49,2.47,0.49,455.0,3.0,223.5,0.0,71.0,37.5,139.5,103.0,4.0,1.0,2.0,12.0,38.0,8.0,10.0,17.5,23.0,26.5,53.5,4.5,7.5,6.5,10.0,1.3333333333333333,116.33333333333333,0.3333333333333333,37.0,21.666666666666668,63.333333333333336,46.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,18.666666666666668,33.333333333333336,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,6.0,1.6666666666666667,2.3333333333333335,18.0,28.666666666666668,1,1,2,2,1,3,0.5,0.667,1,2,2,3,896,2644,896.0,853.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,39.699999999999996,,71.4,0.0,,1.4,,2.0,124.19999999999999,0.7432761679479596,159.7,15.2,,38.4,20.45,,34.73,0.3,,0.48999999999999994,,0.48999999999999994,43.49,0.5782988505747126,59.76,17.56,,31.33,37.5,0.5271825396084129,71.0,1.0,0.4999999975,2.0,195.0,0.0,103.0,139.5,21.666666666666668,0.4044117644262423,37.0,0.3333333333333333,0.33333333000000004,0.3333333333333333,138.66666666666666,0.3333333333333333,46.0,63.333333333333336,,0.0,0.0,0.0,0.0,0.0
2004-10-22,UFC 50: The War Of '04,tito ortiz,patrick cote,3,300,Light Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,75,27,45,11,202,42,166,26,0,0,2,0,3,1,760,0,42,11,72,27,3,0,3,0,0,0,0,0,1,7,5,22,0,2,0,2,44,2,70,3,2004-10-22,71.0,170.0,71.0,41.0,3.0,3.0,0.68,0.25,0.56,608.0,1997-05-30,75.0,204.0,76.2,43.0,3.0,3.0,2.47,0.6,0.06,649.0,2.4615384615384617,213.3846153846154,0.07692307692307693,49.07692307692308,27.23076923076923,96.53846153846153,72.46153846153847,0.23076923076923078,2.769230769230769,4.230769230769231,20.076923076923077,41.30769230769231,3.076923076923077,3.6153846153846154,4.076923076923077,4.153846153846154,5.076923076923077,14.615384615384615,7.615384615384615,10.692307692307692,14.538461538461538,23.76923076923077,,,,,,,,,,,,,,,,,,,,,,,9,4,13,0,0,0,0.692,0.0,1,0,3,0,2702,0,700.0,9999.0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,29.824409741803994,,52.344807690235,0.024706289999999992,,1.9005517604499993,,4.157651247219999,71.40709233816098,0.6581729191485787,95.51007536983197,18.465450532234996,,40.336543252995995,,,,,,,,,,,,,,,40.4,0.5764020041960285,66.2,2.2,0.4977777753032099,4.6,444.2,0.0,101.6,129.0,,,,,,,,,,,0.0,0.0,0.0,,,
2004-10-22,UFC 50: The War Of '04,matt hughes,georges st-pierre,1,299,Open Weight,Submission,1,Switch,Orthodox,0,0,14,17,4,6,21,24,8,12,2,0,2,1,7,1,140,17,3,4,13,15,1,2,1,2,0,0,0,0,3,5,11,16,1,1,1,1,0,0,2,0,2004-01-31,70.5,184.4,76.0,42.0,4.0,1.0,4.16,1.1,0.37,789.0,1999-09-24,69.0,170.0,71.4,40.3,2.0,1.0,2.95,1.18,0.22,531.0,2.3636363636363638,226.54545454545453,0.0,40.81818181818182,25.363636363636363,65.27272727272727,49.36363636363637,0.5454545454545454,3.1818181818181817,4.545454545454546,19.545454545454547,34.81818181818182,5.636363636363637,5.818181818181818,0.18181818181818182,0.18181818181818182,3.272727272727273,8.818181818181818,0.8181818181818182,1.1818181818181819,21.272727272727273,30.818181818181817,2.0,201.0,1.0,56.5,35.0,111.5,87.5,0.0,3.0,4.5,25.5,46.0,8.0,8.5,1.5,2.0,10.0,15.5,1.0,1.5,24.0,39.5,9,2,11,2,0,2,0.818,1.0,2,2,3,2,1855,265,125.0,125.0,1,1,2,2,3,2,0,1,1,2,0,0,1,1,0,0,17.055200818099994,,29.91310102139999,0.0,,2.434435651699999,,4.046763233399998,33.08522233149999,0.689835283369522,46.649006634799996,13.028337174599994,,25.53581637789999,39.39999999999999,,65.9,0.6,,4.199999999999999,,5.8999999999999995,107.69999999999999,0.7870670596904936,137.7,26.9,,51.99999999999999,16.2,0.4331521736921231,30.2,2.0,0.6428571384863947,3.2,411.4,0.0,31.8,46.2,35.0,0.6511363634902333,56.5,3.0,0.37499999953124996,4.5,374.0,1.0,87.5,111.5,0.0,0.0,0.0,,0.0,0.0
2004-10-22,UFC 50: The War Of '04,travis lutter,marvin eastman,2,33,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,11,45,1,10,11,46,1,11,0,0,0,0,1,0,2,0,1,3,11,37,0,0,0,0,0,7,0,8,1,9,11,42,0,1,0,3,0,0,0,0,2003-06-06,69.0,186.0,72.4,39.2,2.0,4.0,1.38,0.0,0.0,369.0,2004-10-22,71.0,185.0,75.8,41.5,0.0,2.0,1.95,0.65,0.32,463.0,,,,,,,,,,,,,,,,,,,,,,,1.0,67.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0.0,0.0,0,0,0,1,0,504,9999.0,9999.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1.0,,5.0,0.0,,0.0,,0.0,1.0,0.19999999999999998,5.0,0.0,,2.0,,,,,,,,,,,1.0,0.1999999996,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,,,,,0.0,0.0
2005-02-05,UFC 51: Super Saturday,evan tanner,david terrell,1,275,Middleweight,KO/TKO,1,Orthodox,Southpaw,0,0,28,9,19,4,77,11,62,4,0,1,0,2,0,2,189,21,18,3,27,7,1,0,1,0,0,1,0,2,0,1,0,4,1,3,1,5,18,0,27,0,2004-08-21,72.0,184.0,75.1,41.1,2.0,3.0,5.54,5.54,1.85,162.0,1999-01-08,72.0,186.0,74.5,40.9,3.0,3.0,2.55,1.34,0.13,447.0,1.4545454545454546,213.63636363636363,0.0,35.63636363636363,24.818181818181817,49.18181818181818,37.81818181818182,0.9090909090909091,1.0909090909090908,2.1818181818181817,15.818181818181818,24.90909090909091,6.363636363636363,7.636363636363637,2.6363636363636362,3.090909090909091,7.2727272727272725,12.909090909090908,5.818181818181818,7.2727272727272725,11.727272727272727,15.454545454545455,1.0,24.0,1.0,7.0,5.0,7.0,5.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,5.0,9,2,11,1,0,1,0.818,1.0,3,1,3,1,2220,168,106.0,168.0,1,1,2,1,2,1,1,1,3,1,0,0,1,1,1,0,28.909427181899993,,42.96322725849999,0.0,,1.4707380099999998,,3.5257980099999995,45.151827315999995,0.6092491759288332,59.6353356996,19.039082783799998,,31.292792510599995,5.0,,7.0,1.0,,0.0,,0.0,5.0,0.7142857142857143,7.0,5.0,,7.0,36.6,0.607002800940648,53.0,1.8,0.2533333328988889,4.2,268.2,0.0,60.2,77.2,5.0,0.7142857132653061,7.0,0.0,0.0,0.0,8.0,1.0,5.0,7.0,0.0,0.0,0.0,,0.0,0.0
2005-02-05,UFC 51: Super Saturday,paul buentello,justin eilers,1,214,Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,50,28,22,7,52,37,24,15,0,0,0,0,0,0,3,79,12,3,38,19,3,0,3,3,7,4,9,6,18,1,45,21,3,6,4,7,1,0,1,0,2004-08-21,73.0,232.0,76.2,42.7,3.0,6.0,0.82,0.0,0.82,182.0,2005-02-05,74.0,246.0,76.4,41.5,3.0,4.0,0.19,0.38,0.76,472.0,,,,,,,,,,,,,,,,,,,,,,,1.0,74.0,1.0,9.0,4.0,10.0,5.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,2.0,1.0,1.0,0,0,0,1,0,1,0.0,1.0,0,1,0,1,0,168,9999.0,168.0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,4.0,,9.0,1.0,,0.0,,1.0,5.0,0.5,10.0,4.0,,8.0,,,,,,,,,,,4.0,0.4444444439506172,9.0,0.0,0.0,1.0,1.0,1.0,5.0,10.0,,,,,0.0,0.0
2005-02-05,UFC 51: Super Saturday,pete sell,phil baroni,3,259,Middleweight,Submission,1,Orthodox,Orthodox,0,0,49,40,16,17,136,102,90,73,1,0,1,4,4,6,260,376,10,15,43,37,3,2,3,3,3,0,3,0,7,7,34,28,5,3,5,3,4,7,10,9,2001-02-23,69.0,186.0,72.0,39.7,3.0,4.0,1.46,0.49,0.65,554.0,2005-02-05,71.0,170.0,74.6,39.7,3.0,4.0,0.91,0.91,0.23,563.0,,,,,,,,,,,,,,,,,,,,,,,2.0,239.85714285714286,0.5714285714285714,45.142857142857146,24.857142857142858,91.57142857142857,69.85714285714286,0.2857142857142857,0.42857142857142855,1.1428571428571428,14.428571428571429,34.142857142857146,10.0,10.285714285714286,0.42857142857142855,0.7142857142857143,6.285714285714286,19.0,8.428571428571429,12.428571428571429,10.142857142857142,13.714285714285714,0,0,0,3,4,7,0.0,0.429,0,0,0,3,0,1443,9999.0,862.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,24.755312999999994,,49.62116999999999,0.5733209999999999,,0.38229799999999986,,1.0237789999999998,67.22273999999999,0.6677591967640709,93.22832299999999,14.278461999999998,,38.718228999999994,,,,,,,,,,,20.6,0.5141837584171303,41.6,0.2,0.0999999995,1.0,23.0,0.6,39.8,61.6,,,,0.0,0.0,0.0
2005-02-05,UFC 51: Super Saturday,nick diaz,drew fickett,1,280,Welterweight,KO/TKO,1,Southpaw,Orthodox,0,0,28,8,13,3,153,13,136,4,1,2,0,0,1,0,146,102,10,2,24,6,2,0,3,1,1,1,1,1,2,1,4,4,3,0,4,2,8,2,20,2,2005-02-05,70.0,171.0,71.8,40.4,2.0,3.0,1.42,1.9,0.24,541.0,2003-09-26,73.0,185.5,76.0,40.0,6.0,4.0,1.28,1.0,0.41,679.0,2.6666666666666665,171.66666666666666,0.3333333333333333,67.0,25.333333333333332,126.33333333333333,80.66666666666667,1.3333333333333333,2.3333333333333335,5.333333333333333,18.0,55.333333333333336,5.333333333333333,8.666666666666666,2.0,3.0,14.666666666666666,51.333333333333336,5.0,7.666666666666667,5.666666666666667,8.0,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0,0,0,0.667,0.0,2,0,3,0,498,0,309.0,9999.0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,24.049999999999997,,58.11,0.21,,3.2399999999999993,,7.18,87.47,0.6867453972543489,126.55999999999997,17.599999999999998,,47.92999999999999,,,,,,,,,,,,,,,25.333333333333332,0.45480392144535636,67.0,2.3333333333333335,0.32051281956114397,5.333333333333333,176.0,0.3333333333333333,80.66666666666667,126.33333333333333,,,,,,,,,,,0.0,0.0,0.0,,,
2005-02-05,UFC 51: Super Saturday,tito ortiz,vitor belfort,3,300,Light Heavyweight,Decision - Split,1,Orthodox,Southpaw,0,0,47,38,27,19,130,65,101,44,0,1,4,0,11,0,564,185,20,16,38,35,2,2,4,2,5,1,5,1,1,1,6,5,8,8,10,16,18,10,31,17,1997-02-07,72.0,184.0,74.0,41.5,2.0,3.0,1.02,0.61,0.75,441.0,1997-05-30,75.0,204.0,76.2,43.0,3.0,3.0,2.47,0.6,0.06,649.0,2.5,219.57142857142858,0.07142857142857142,50.92857142857143,28.5,104.07142857142857,79.14285714285714,0.21428571428571427,2.7142857142857144,4.142857142857143,21.642857142857142,43.5,3.0714285714285716,3.5714285714285716,3.7857142857142856,3.857142857142857,4.785714285714286,13.928571428571429,7.071428571428571,9.928571428571429,16.642857142857142,27.071428571428573,1.4,167.1,0.4,16.0,8.7,18.8,11.4,0.5,0.6,0.8,7.4,14.5,0.4,0.5,0.9,1.0,2.9,7.4,2.4,4.1,3.4,4.5,10,4,14,7,3,10,0.714,0.7,1,2,3,3,2808,2920,106.0,371.0,1,0,1,0,2,1,0,0,1,0,0,1,1,0,0,0,34.37708681926279,,59.1413653831645,0.017294402999999993,,1.9303862323149996,,3.810355873053999,99.78496463671269,0.7072556968693515,127.45705275888237,25.525815372564495,,49.83558027709719,6.234759863999999,,11.352110630999999,0.2766780099999999,,0.43424828999999987,,0.5724429899999998,9.327695471999998,0.7498745428846152,14.547946238999998,4.615147283999998,,9.526698050999999,42.4,0.5777579364035275,69.4,2.4,0.43111111019209875,5.0,561.6,0.0,123.2,153.0,8.0,0.6529304005332203,14.8,0.6,0.14999999962500002,0.8,31.6,0.4,10.6,17.6,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-05,UFC 51: Super Saturday,karo parisyan,chris lytle,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,66,16,29,7,124,67,81,58,2,2,7,0,9,0,774,33,29,4,66,13,0,3,0,3,0,0,0,0,0,1,5,9,1,5,1,6,28,1,60,1,2000-11-17,71.0,171.0,72.2,41.8,4.0,3.0,0.7,2.36,0.13,640.0,2003-09-26,70.0,170.0,71.4,40.1,2.0,2.0,5.27,0.99,0.0,696.0,2.3333333333333335,277.3333333333333,0.0,36.0,13.666666666666666,55.0,30.0,1.6666666666666667,4.0,7.0,10.666666666666666,32.666666666666664,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,5.0,17.0,4.666666666666667,8.0,4.0,11.0,2.25,198.0,0.25,51.25,21.25,77.75,45.25,1.25,0.75,1.25,12.0,38.0,3.75,6.0,5.5,7.25,15.0,42.25,5.0,6.75,1.25,2.25,2,1,3,2,2,4,0.667,0.5,2,2,3,3,498,1541,168.0,168.0,1,1,1,2,1,2,1,1,1,2,0,0,1,1,0,0,14.68,,35.95,0.0,,4.17,,6.88,28.54,0.6173251748251748,51.849999999999994,11.029999999999998,,32.089999999999996,16.865,,39.587999999999994,0.3,,0.567,,1.077,41.254999999999995,0.6987303067249863,66.868,9.665999999999999,,29.505999999999997,13.666666666666666,0.3585127950496763,36.0,4.0,0.4499999992416666,7.0,198.0,0.0,30.0,55.0,21.25,0.4882774907822669,51.25,0.75,0.41666666361111115,1.25,84.0,0.25,45.25,77.75,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-05,UFC 51: Super Saturday,mike kyle,james irvin,1,115,Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,15,6,10,3,39,6,30,3,0,0,1,0,1,0,83,6,7,1,12,4,3,1,3,1,0,1,0,1,5,2,8,5,2,1,3,1,3,0,4,0,2005-02-05,74.0,205.0,76.5,42.8,2.0,4.0,0.0,0.52,1.55,158.0,2004-04-02,74.0,238.0,78.1,43.3,4.0,3.0,1.33,0.8,0.8,301.0,1.0,186.5,0.5,15.5,10.0,35.5,27.5,0.5,0.0,0.5,4.5,10.0,3.0,3.0,2.5,2.5,1.0,5.0,7.0,8.0,2.0,2.5,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0,0.5,0.0,1,0,2,0,309,0,309.0,9999.0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,11.2,,15.3,0.7,,0.0,,0.7,35.699999999999996,0.7421590909090907,43.3,5.8999999999999995,,10.0,,,,,,,,,,,,,,,10.0,0.6520833329077257,15.5,0.0,0.0,0.5,119.5,0.5,27.5,35.5,,,,,,,,,,,,0.0,0.0,,,
2005-02-05,UFC 51: Super Saturday,david loiseau,gideon ray,1,300,Middleweight,TKO - Doctor's Stoppage,1,Orthodox,Southpaw,2,0,34,23,17,11,43,24,25,12,1,0,0,1,0,1,157,35,16,2,31,12,1,4,2,5,0,5,1,6,2,4,11,16,3,6,3,6,12,1,20,1,2005-02-05,71.0,185.0,75.8,41.5,2.0,3.0,1.49,0.0,0.0,202.0,2003-04-25,72.0,185.0,73.8,41.5,2.0,4.0,0.43,0.14,0.57,696.0,2.0,267.5,0.0,49.0,25.5,58.0,34.0,0.0,0.5,2.5,20.0,41.5,1.5,3.0,4.0,4.5,4.5,13.5,13.5,26.0,7.5,9.5,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0,0.5,0.0,1,0,2,0,652,0,652.0,9999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.7,,37.4,0.0,,0.7,,2.3,28.0,0.7139492753623187,44.39999999999999,18.0,,32.5,,,,,,,,,,,,,,,25.5,0.6243589741302105,49.0,0.5,0.24999999875,2.5,119.0,0.0,34.0,58.0,,,,,,,,,,,,0.0,0.0,,,
