event_date,event_name,fighter_red,fighter_blue,round,time,weight_class,win_method,winner,stance_red,stance_blue,knockdowns_red,knockdowns_blue,sig_attempts_red,sig_attempts_blue,sig_strikes_red,sig_strikes_blue,total_strikes_attempts_red,total_strikes_attempts_blue,total_strikes_red,total_strikes_blue,sub_attempts_red,sub_attempts_blue,takedowns_red,takedowns_blue,takedown_attempts_red,takedown_attempts_blue,control_time_red,control_time_blue,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue,octagon_debut_blue,height_blue,weight_blue,reach_blue,leg_reach_blue,sig_strikes_landed_per_minute_blue,sig_strikes_absorbed_per_minute_blue,takedowns_avg_blue,submission_avg_blue,knockdown_avg_blue,fight_time_avg_blue,octagon_debut_red,height_red,weight_red,reach_red,leg_reach_red,sig_strikes_landed_per_minute_red,sig_strikes_absorbed_per_minute_red,takedowns_avg_red,submission_avg_red,knockdown_avg_red,fight_time_avg_red,avg_rounds_red,avg_time_red,avg_knockdowns_red,avg_sig_attempts_red,avg_sig_strikes_red,avg_total_strikes_attempts_red,avg_total_strikes_red,avg_sub_attempts_red,avg_takedowns_red,avg_takedown_attempts_red,avg_head_strikes_red,avg_head_attempts_red,avg_body_strikes_red,avg_body_attempts_red,avg_leg_strikes_red,avg_leg_attempts_red,avg_distance_red,avg_distance_attempts_red,avg_clinch_strikes_red,avg_clinch_attempts_red,avg_ground_strikes_red,avg_ground_attempts_red,avg_rounds_blue,avg_time_blue,avg_knockdowns_blue,avg_sig_attempts_blue,avg_sig_strikes_blue,avg_total_strikes_attempts_blue,avg_total_strikes_blue,avg_sub_attempts_blue,avg_takedowns_blue,avg_takedown_attempts_blue,avg_head_strikes_blue,avg_head_attempts_blue,avg_body_strikes_blue,avg_body_attempts_blue,avg_leg_strikes_blue,avg_leg_attempts_blue,avg_distance_blue,avg_distance_attempts_blue,avg_clinch_strikes_blue,avg_clinch_attempts_blue,avg_ground_strikes_blue,avg_ground_attempts_blue,wins_before_red,losses_before_red,total_fights_before_red,wins_before_blue,losses_before_blue,total_fights_before_blue,win_pct_before_red,win_pct_before_blue,wins_last_3_red,wins_last_3_blue,fights_last_3_red,fights_last_3_blue,days_since_debut_red,days_since_debut_blue,days_since_last_win_red,days_since_last_win_blue,recent_winner_red,recent_winner_blue,wins_last_365_days_red,wins_last_365_days_blue,fights_last_365_days_red,fights_last_365_days_blue,undefeated_last_year_red,undefeated_last_year_blue,win_streak_red,win_streak_blue,lose_streak_red,lose_streak_blue,on_win_streak_red,on_win_streak_blue,long_win_streak_red,long_win_streak_blue,sig_strikes_ema_red,sig_strikes_success_rate_ema_red,sig_attempts_ema_red,knockdowns_ema_red,knockdowns_success_rate_ema_red,takedowns_ema_red,takedowns_success_rate_ema_red,takedown_attempts_ema_red,total_strikes_ema_red,total_strikes_success_rate_ema_red,total_strikes_attempts_ema_red,head_strikes_ema_red,head_strikes_success_rate_ema_red,head_attempts_ema_red,sig_strikes_ema_blue,sig_strikes_success_rate_ema_blue,sig_attempts_ema_blue,knockdowns_ema_blue,knockdowns_success_rate_ema_blue,takedowns_ema_blue,takedowns_success_rate_ema_blue,takedown_attempts_ema_blue,total_strikes_ema_blue,total_strikes_success_rate_ema_blue,total_strikes_attempts_ema_blue,head_strikes_ema_blue,head_strikes_success_rate_ema_blue,head_attempts_ema_blue,sig_strikes_roll_5_red,sig_strikes_success_rate_roll_5_red,sig_attempts_roll_5_red,takedowns_roll_5_red,takedowns_success_rate_roll_5_red,takedown_attempts_roll_5_red,control_time_roll_5_red,knockdowns_roll_5_red,total_strikes_roll_5_red,total_strikes_attempts_roll_5_red,sig_strikes_roll_5_blue,sig_strikes_success_rate_roll_5_blue,sig_attempts_roll_5_blue,takedowns_roll_5_blue,takedowns_success_rate_roll_5_blue,takedown_attempts_roll_5_blue,control_time_roll_5_blue,knockdowns_roll_5_blue,total_strikes_roll_5_blue,total_strikes_attempts_roll_5_blue,performance_trend_red,finish_momentum_red,dominance_momentum_red,performance_trend_blue,finish_momentum_blue,dominance_momentum_blue
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,tracy cortez,stephanie egger,3,300,Women's Bantamweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,42,32,20,10,109,70,66,27,0,0,3,1,5,6,598,127,11,6,28,24,3,0,6,2,6,4,8,6,9,8,24,29,0,2,2,3,11,0,16,0,2020-10-10,66.0,135.0,68.0,38.5,2.0,2.0,2.48,0.55,0.0,467.0,2019-11-16,65.0,125.6,65.5,38.5,4.0,3.0,2.15,0.32,0.0,932.0,3.0,300.0,0.0,140.0,79.0,224.0,155.0,0.0,2.0,9.0,53.0,109.0,16.0,18.0,10.0,13.0,46.0,103.0,12.0,12.0,21.0,25.0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1.0,0.0,1,0,1,0,329,0,329.0,9999.0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,79.0,,140.0,0.0,,2.0,,9.0,155.0,0.6919642857142856,224.0,52.99999999999999,,109.0,,,,,,,,,,,,,,,79.0,0.5642857142454081,140.0,2.0,0.2222222219753086,9.0,526.0,0.0,155.0,224.0,,,,,,,,,,,,0.0,0.0,,,
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,edson barboza,makwan amirkhani,3,300,Featherweight,Decision - Unanimous,1,Orthodox,Southpaw,2,0,74,39,32,11,77,59,34,25,1,0,0,3,0,6,98,193,8,10,42,36,18,1,23,3,6,0,9,0,31,10,69,36,0,0,1,1,1,1,4,2,2015-01-24,70.0,146.0,72.0,41.0,1.0,3.0,3.96,1.05,0.12,552.0,2010-11-21,71.0,155.5,75.0,41.0,4.0,5.0,0.43,0.08,0.63,718.0,2.5217391304347827,222.17391304347825,0.4782608695652174,105.0,46.17391304347826,107.8695652173913,48.608695652173914,0.043478260869565216,0.34782608695652173,0.782608695652174,20.217391304347824,68.26086956521739,13.347826086956522,20.565217391304348,12.608695652173912,16.17391304347826,42.391304347826086,99.52173913043478,1.608695652173913,2.130434782608696,2.1739130434782608,3.347826086956522,2.125,217.625,0.125,30.75,14.375,38.5,20.875,1.0,2.125,5.875,13.125,28.5,0.875,1.75,0.375,0.5,8.375,21.875,0.0,0.125,6.0,8.75,14,9,23,6,2,8,0.609,0.75,0,2,3,3,3612,2086,665.0,91.0,0,1,0,1,1,2,0,0,0,1,3,0,0,1,0,0,61.835572410140024,,119.56850980593154,0.4455838260884132,,0.2600355459281665,,0.8890734912080421,68.80434525278922,0.5159679354975655,127.36016853122868,30.234428518610283,,76.95703294798145,12.653407799999997,,28.639710100000002,0.08235429999999996,,1.9107986999999995,,6.351101699999999,16.890619799999996,0.49215806287829805,33.52004709999999,11.270193499999998,,26.338984799999995,66.0,0.5053551088225966,124.4,0.2,0.06666666644444444,1.0,67.6,0.4,73.6,132.6,15.4,0.3860098174867937,37.8,2.4,0.5182456112229117,7.8,166.8,0.0,21.4,44.8,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,youssef zalal,ilia topuria,3,300,Featherweight,Decision - Unanimous,0,Switch,Orthodox,0,0,53,33,17,13,85,62,40,30,1,5,0,5,2,9,171,482,10,7,43,23,4,6,7,10,3,0,3,0,15,12,50,30,2,1,2,2,0,0,1,1,2020-10-10,67.0,155.0,69.0,37.0,5.0,4.0,1.96,1.07,1.25,562.0,2020-02-08,70.0,146.0,72.0,39.0,3.0,2.0,2.17,1.41,0.22,692.0,3.0,300.0,0.3333333333333333,86.33333333333333,48.0,110.66666666666667,67.0,1.6666666666666667,3.0,6.333333333333333,32.666666666666664,65.33333333333333,7.666666666666667,12.333333333333334,7.666666666666667,8.666666666666666,38.666666666666664,73.0,5.0,5.666666666666667,4.333333333333333,7.666666666666667,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,1.0,0.0,3,0,3,0,245,0,63.0,9999.0,1,0,3,0,3,0,1,0,3,0,0,0,1,0,1,0,43.78,,78.07,0.3,,3.8399999999999994,,7.799999999999998,63.30999999999999,0.6103348695405558,103.72999999999999,28.659999999999997,,58.17999999999999,,,,,,,,,,,,,,,48.0,0.559126199815965,86.33333333333333,3.0,0.36666666612777776,6.333333333333333,358.3333333333333,0.3333333333333333,67.0,110.66666666666667,,,,,,,,,,,0.0,0.0,0.0,,,
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,marlon moraes,cory sandhagen,2,63,Bantamweight,KO/TKO,0,Orthodox,Switch,0,1,50,88,14,38,50,88,14,38,0,0,1,0,1,0,9,4,10,16,39,63,1,9,5,10,3,13,6,15,14,36,50,84,0,0,0,0,0,2,0,4,2018-01-28,71.0,134.5,70.0,40.0,5.0,3.0,1.15,0.25,0.25,883.0,2017-06-03,66.0,136.0,67.0,37.0,3.0,5.0,0.87,0.35,0.87,470.0,2.142857142857143,212.57142857142858,0.5714285714285714,83.28571428571429,32.714285714285715,84.28571428571429,33.714285714285715,0.2857142857142857,0.2857142857142857,1.1428571428571428,19.857142857142858,65.14285714285714,6.285714285714286,9.0,6.571428571428571,9.142857142857142,30.714285714285715,80.71428571428571,0.42857142857142855,0.5714285714285714,1.5714285714285714,2.0,2.0,198.0,0.3333333333333333,117.83333333333333,57.666666666666664,135.5,72.66666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,36.0,90.83333333333333,9.666666666666666,13.333333333333334,12.0,13.666666666666666,39.833333333333336,88.0,4.0,6.666666666666667,13.833333333333334,23.166666666666668,5,2,7,5,1,6,0.714,0.833,2,2,3,3,1225,987,301.0,420.0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,39.810010999999996,,95.65802099999999,0.39396,,0.350421,,1.35614,40.740100999999996,0.4763882602485022,96.588111,26.799155999999996,,78.08165899999999,50.90887999999998,,103.78727999999998,0.27096999999999993,,0.5649699999999999,,1.17187,62.887979999999985,0.5181457457802643,117.74779999999997,28.921339999999994,,76.38733999999998,28.0,0.5244417831873184,60.4,0.2,0.0999999995,0.8,21.6,0.8,29.4,61.8,53.2,0.47394640071747746,112.0,0.6,0.19999999925,1.4,110.4,0.2,65.6,126.8,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,impa kasanganay,joaquin buckley,2,123,Middleweight,KO/TKO,0,Orthodox,Southpaw,0,1,79,94,28,29,85,95,31,29,0,0,0,1,0,2,0,63,17,19,64,79,5,5,8,10,6,5,7,5,28,25,79,88,0,2,0,3,0,2,0,3,2020-08-08,70.0,171.0,76.0,40.0,4.0,3.0,1.54,0.08,0.73,693.0,2020-08-29,71.0,170.5,75.0,40.5,5.0,4.0,1.75,0.25,0.0,601.0,3.0,300.0,0.0,198.0,85.0,199.0,86.0,0.0,0.0,1.0,68.0,164.0,12.0,29.0,5.0,5.0,82.0,190.0,3.0,8.0,0.0,0.0,3.0,32.0,0.0,120.0,40.0,121.0,41.0,0.0,0.0,2.0,6.0,59.0,31.0,58.0,3.0,3.0,33.0,110.0,7.0,10.0,0.0,0.0,1,0,1,0,1,1,1.0,0.0,1,0,1,1,42,63,42.0,9999.0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,85.0,,198.0,0.0,,0.0,,1.0,86.0,0.43216080402010043,198.99999999999997,68.0,,164.0,40.0,,120.0,0.0,,0.0,,2.0,41.0,0.33884297520661155,120.99999999999999,5.999999999999999,,59.0,85.0,0.4292929292712478,198.0,0.0,0.0,1.0,15.0,0.0,86.0,199.0,40.0,0.3333333333055556,120.0,0.0,0.0,2.0,13.0,0.0,41.0,121.0,,0.0,0.0,,0.0,0.0
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,markus perez,dricus du plessis,1,202,Middleweight,KO/TKO,0,Orthodox,Switch,0,1,43,58,14,26,43,58,14,26,0,0,0,0,0,0,0,2,8,7,36,28,3,4,4,5,3,15,3,25,14,23,43,54,0,0,0,0,0,3,0,4,2020-10-10,73.0,185.0,76.0,43.0,5.0,4.0,2.22,0.71,0.4,893.0,2017-12-09,73.0,186.0,73.0,40.5,3.0,4.0,0.81,1.01,0.0,634.0,2.4,247.0,0.0,62.8,30.6,72.6,39.2,0.8,0.8,3.0,15.8,43.4,12.4,16.6,2.4,2.8,18.8,46.6,10.0,13.6,1.8,2.6,,,,,,,,,,,,,,,,,,,,,,,2,3,5,0,0,0,0.4,0.0,1,0,3,0,1036,0,616.0,9999.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33.6126,,68.27159999999999,0.0,,0.7930999999999999,,3.2203999999999993,41.8208,0.569327168176521,77.3226,18.2139,,47.925599999999996,,,,,,,,,,,,,,,30.6,0.5906079229314614,62.8,0.8,0.3085714263706123,3.0,98.8,0.0,39.2,72.6,,,,,,,,,,,0.0,0.0,0.0,,,
2020-10-10,UFC Fight Night: Moraes vs. Sandhagen,chris daukaus,rodrigo nascimento,1,45,Heavyweight,KO/TKO,1,Orthodox,Orthodox,2,0,21,4,13,1,21,4,13,1,0,0,0,0,0,0,24,0,13,0,21,3,0,0,0,0,0,1,0,1,6,1,11,4,0,0,0,0,7,0,10,0,2019-07-30,74.0,264.0,80.0,43.0,4.0,4.0,1.02,0.51,0.0,589.0,2020-08-15,75.0,205.0,76.0,43.0,6.0,5.0,0.0,0.0,3.54,191.0,1.0,268.0,2.0,59.0,37.0,67.0,45.0,0.0,0.0,0.0,29.0,49.0,4.0,6.0,4.0,4.0,29.0,50.0,6.0,7.0,2.0,2.0,2.0,125.0,0.0,52.0,32.0,65.0,45.0,1.0,2.0,2.0,14.0,33.0,6.0,7.0,12.0,12.0,26.0,45.0,3.0,3.0,3.0,4.0,1,0,1,1,0,1,1.0,1.0,1,1,1,1,56,147,56.0,147.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,37.0,,59.0,2.0,,0.0,,0.0,45.0,0.6716417910447762,67.0,28.999999999999996,,49.0,32.0,,52.0,0.0,,2.0,,2.0,45.0,0.6923076923076923,65.0,14.0,,33.0,37.0,0.6271186439615053,59.0,0.0,0.0,0.0,35.0,2.0,45.0,67.0,32.0,0.6153846152662722,52.0,2.0,0.999999995,2.0,143.0,0.0,45.0,65.0,,0.0,0.0,,0.0,0.0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,brian ortega,chan sung jung,5,300,Featherweight,Decision - Unanimous,1,Switch,Orthodox,2,0,212,163,127,62,214,166,129,64,0,0,3,0,10,0,57,0,64,35,135,127,22,14,28,21,41,13,49,15,118,62,199,162,5,0,7,1,4,0,6,0,2011-03-27,67.0,162.6,72.0,38.5,4.0,5.0,0.7,0.61,0.43,740.0,2014-07-26,68.0,153.0,69.0,39.0,4.0,6.0,0.93,0.93,0.39,829.0,2.7142857142857144,227.42857142857142,0.42857142857142855,151.14285714285714,50.857142857142854,154.42857142857142,53.857142857142854,0.8571428571428571,0.2857142857142857,2.142857142857143,39.714285714285715,136.42857142857142,9.0,12.428571428571429,2.142857142857143,2.2857142857142856,44.57142857142857,142.42857142857142,3.857142857142857,5.142857142857143,2.4285714285714284,3.5714285714285716,2.375,149.625,0.5,101.0,41.5,123.25,61.25,0.5,0.625,1.5,36.0,92.75,3.25,4.75,2.25,3.5,29.0,85.0,3.0,3.625,9.5,12.375,6,1,7,6,2,8,0.857,0.75,2,2,3,3,1960,3493,959.0,301.0,0,1,0,1,0,1,0,1,0,2,1,0,0,1,0,0,59.218177999999995,,167.53052899999997,0.39967899999999995,,0.6,,3.7032209999999997,61.78459699999999,0.35780487919390547,170.42459699999998,46.557548999999995,,152.22171399999996,45.06936119999999,,96.69822099999999,0.6481946999999999,,0.28403829999999985,,1.2042925999999998,63.16550929999998,0.609675260636632,116.92979869999998,40.84819179999999,,90.27506999999997,57.2,0.3344027426812485,169.4,0.4,0.03636363633057851,2.8,36.0,0.4,57.6,170.0,44.4,0.49468753457352826,108.8,0.0,0.0,1.2,18.4,0.6,57.6,123.4,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,mateusz gamrot,guram kutateladze,3,300,Lightweight,Decision - Split,0,Southpaw,Orthodox,0,1,126,86,52,37,151,93,69,43,0,0,5,0,16,1,209,1,42,12,112,48,6,12,10,24,4,13,4,14,37,35,103,84,4,0,4,0,11,2,19,2,2020-10-17,71.0,155.0,72.0,40.0,4.0,4.0,0.61,0.0,0.2,879.0,2020-10-17,70.0,156.0,70.5,39.0,3.0,3.0,5.15,0.1,0.1,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9999.0,9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,katlyn cerminara,jessica andrade,1,295,Women's Flyweight,KO/TKO,0,Orthodox,Orthodox,0,1,53,43,19,28,61,79,27,62,0,0,0,2,0,3,25,146,7,11,35,24,12,11,18,12,0,6,0,7,10,14,41,28,9,8,12,9,0,6,0,6,2013-07-27,61.5,116.0,62.0,35.0,6.0,6.0,2.1,0.31,0.37,573.0,2016-07-14,69.0,125.0,68.0,42.0,5.0,4.0,0.31,0.31,0.06,850.0,3.0,276.3,0.1,174.7,61.2,203.7,88.4,0.5,0.3,1.9,37.3,140.3,13.2,20.8,10.7,13.6,52.2,163.0,3.2,4.8,5.8,6.9,2.2941176470588234,242.0,0.11764705882352941,135.23529411764707,67.17647058823529,162.41176470588235,91.52941176470588,0.29411764705882354,2.1176470588235294,3.7058823529411766,44.1764705882353,104.6470588235294,17.235294117647058,24.352941176470587,5.764705882352941,6.235294117647059,42.1764705882353,98.17647058823529,14.176470588235293,23.0,10.823529411764707,14.058823529411764,7,3,10,11,6,17,0.7,0.647,2,1,3,3,1557,2639,140.0,525.0,1,0,2,0,3,1,0,0,1,0,0,2,1,0,0,0,59.637441231,,141.26106128799998,0.017294402999999993,,0.8999999999999999,,1.6002174969999996,109.90972590099997,0.5344233857409548,194.14390217399995,38.20146535199999,,110.19677312999997,55.80870977662197,,132.64166166823844,0.10705238616029997,,1.7360259960447932,,3.2757111412895106,70.13242683958963,0.4467656585740073,147.94593999509746,28.993945939872965,,92.55485122578122,62.0,0.41589534368794434,153.2,0.6,0.19999999933333334,1.2,137.2,0.0,102.8,196.4,50.4,0.4329391443438233,114.6,2.6,0.3333333327222222,3.8,101.4,0.2,64.4,128.6,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,jamie mullarkey,fares ziam,3,300,Lightweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,72,89,20,47,84,98,29,54,0,0,5,1,11,5,416,72,7,34,51,76,2,4,8,4,11,9,13,9,18,35,65,72,2,6,7,8,0,6,0,9,2019-09-07,73.0,156.0,75.0,42.0,3.0,2.0,1.73,0.46,0.23,781.0,2019-10-05,72.0,156.0,74.0,39.0,4.0,4.0,2.4,0.13,0.25,594.0,3.0,300.0,0.0,95.0,36.0,100.0,41.0,1.0,3.0,15.0,25.0,83.0,4.0,4.0,7.0,8.0,35.0,93.0,0.0,0.0,1.0,2.0,3.0,300.0,0.0,31.0,10.0,96.0,70.0,0.0,0.0,4.0,6.0,26.0,1.0,2.0,3.0,3.0,8.0,25.0,2.0,4.0,0.0,2.0,0,1,1,0,1,1,0.0,0.0,0,0,1,1,378,406,9999.0,9999.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,36.0,,95.0,0.0,,2.9999999999999996,,15.0,41.0,0.41,100.0,25.0,,83.0,10.0,,31.0,0.0,,0.0,,4.0,70.0,0.7291666666666666,95.99999999999999,5.999999999999999,,26.0,36.0,0.37894736838116344,95.0,3.0,0.19999999986666667,15.0,202.0,0.0,41.0,100.0,10.0,0.32258064505723205,31.0,0.0,0.0,4.0,147.0,0.0,70.0,96.0,,0.0,0.0,,0.0,0.0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,claudio silva,james krause,3,300,Welterweight,Decision - Unanimous,0,Southpaw,Orthodox,0,0,214,159,64,94,216,162,66,96,0,0,2,0,12,1,58,14,30,73,143,135,11,18,43,21,23,3,28,3,64,94,214,159,0,0,0,0,0,0,0,0,2013-06-15,74.0,171.0,73.5,40.5,5.0,4.0,0.96,0.87,0.26,686.0,2014-03-08,71.0,170.5,71.0,42.0,2.0,3.0,2.85,1.11,0.0,710.0,2.2,236.6,0.0,53.6,27.8,93.0,60.8,1.4,2.2,6.6,17.4,39.6,5.2,6.8,5.2,7.2,14.8,33.4,1.8,3.0,11.2,17.2,2.4166666666666665,259.25,0.25,116.5,57.333333333333336,130.0,68.33333333333333,0.8333333333333334,0.6666666666666666,4.25,42.333333333333336,96.0,7.416666666666667,10.833333333333334,7.583333333333333,9.666666666666666,52.166666666666664,108.33333333333333,3.0833333333333335,4.75,2.0833333333333335,3.4166666666666665,5,0,5,8,4,12,1.0,0.667,3,2,3,3,2415,2681,441.0,336.0,0,1,0,1,0,2,0,0,5,0,0,1,1,0,1,0,28.3782,,50.67519999999999,0.0,,2.1059999999999994,,6.318599999999999,58.08059999999998,0.6914252594856876,85.26259999999998,18.591499999999996,,37.825599999999994,62.755937747819985,,115.23253148701997,0.6299999999999999,,0.7646099674299998,,4.034170149859999,78.81595471183999,0.5899071592020825,134.14611668639998,44.488681827019995,,92.54785829435998,27.8,0.5478614194303082,53.6,2.2,0.49333333077037034,6.6,263.4,0.0,60.8,93.0,69.2,0.5558057033618511,123.0,0.8,0.10454545437086775,3.8,221.0,0.6,86.4,143.6,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,jimmy crute,modestas bukauskas,1,121,Light Heavyweight,KO/TKO,1,Orthodox,Switch,2,0,24,17,17,7,25,17,18,7,0,0,0,0,1,0,25,0,8,2,14,11,1,2,1,3,8,3,9,3,14,7,21,17,1,0,1,0,2,0,2,0,2020-07-15,75.0,205.0,76.0,42.0,3.0,4.0,0.26,0.13,0.13,580.0,2018-12-02,74.0,205.0,74.0,43.0,4.0,4.0,4.39,2.01,0.73,378.0,1.5,221.75,0.25,28.25,13.5,44.75,26.75,1.25,2.25,2.75,11.0,24.75,1.0,1.5,1.5,2.0,3.75,11.5,1.0,1.75,8.75,15.0,1.0,300.0,0.0,49.0,18.0,49.0,18.0,0.0,0.0,0.0,11.0,40.0,4.0,6.0,3.0,3.0,11.0,42.0,7.0,7.0,0.0,0.0,3,1,4,1,0,1,0.75,1.0,2,1,3,1,686,94,238.0,94.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,12.898999999999997,,27.487999999999996,0.147,,2.743,,3.343,29.085999999999995,0.593741884057971,47.36699999999999,11.106999999999998,,24.758999999999997,18.0,,49.0,0.0,,0.0,,0.0,18.0,0.36734693877551017,49.0,11.0,,40.0,13.5,0.4337171050785639,28.25,2.25,0.44999999730000007,2.75,184.75,0.25,26.75,44.75,18.0,0.3673469387005414,49.0,0.0,0.0,0.0,0.0,0.0,18.0,49.0,0.0,0.0,0.0,,0.0,0.0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,junyong park,john phillips,3,300,Middleweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,21,14,10,5,350,25,260,13,0,0,4,0,4,0,791,0,10,1,21,10,0,2,0,2,0,2,0,2,2,5,2,14,0,0,0,0,8,0,19,0,2018-03-17,71.0,186.0,75.0,42.0,2.0,4.0,0.0,0.0,0.55,545.0,2019-08-31,70.0,185.5,73.0,39.0,5.0,4.0,1.69,0.85,0.09,737.0,2.5,289.5,0.0,167.5,79.0,172.5,83.5,0.0,2.5,5.0,67.5,154.0,8.5,10.5,3.0,3.0,71.0,155.0,8.0,12.5,0.0,0.0,2.0,174.4,0.4,52.0,17.8,53.6,19.2,0.0,0.0,0.0,8.2,37.6,5.0,9.0,4.6,5.4,15.2,46.2,2.0,4.2,0.6,1.6,1,1,2,1,4,5,0.5,0.2,1,1,2,3,413,945,301.0,385.0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,79.8,,159.7,0.0,,1.5,,3.0,83.69999999999999,0.5158576493046088,164.29999999999998,70.89999999999999,,149.2,11.3019,,32.3317,0.357,,0.0,,0.0,12.488799999999996,0.5382293123543123,33.66559999999999,5.5059,,23.7133,79.0,0.4795310015603256,167.5,2.5,0.24999999974999998,5.0,111.0,0.0,83.5,172.5,17.8,0.35860218661875554,52.0,0.0,0.0,0.0,17.4,0.4,19.2,53.6,,0.0,0.0,0.0,0.0,0.0
2020-10-17,UFC Fight Night: Ortega vs. The Korean Zombie,gillian robertson,poliana botelho,3,300,Women's Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,98,43,57,22,161,61,104,39,0,0,3,0,7,0,574,76,43,11,77,32,7,8,10,8,7,3,11,3,9,15,30,35,0,4,0,5,48,3,68,3,2017-10-07,68.0,125.5,67.0,39.0,3.0,3.0,0.85,0.0,0.21,602.0,2017-12-01,65.0,116.0,63.0,35.5,3.0,3.0,2.74,0.94,0.0,605.0,1.7142857142857142,210.28571428571428,0.0,28.857142857142858,13.857142857142858,39.42857142857143,23.428571428571427,0.5714285714285714,1.5714285714285714,3.0,11.428571428571429,25.428571428571427,1.0,1.5714285714285714,1.4285714285714286,1.8571428571428572,5.571428571428571,18.0,0.42857142857142855,0.42857142857142855,7.857142857142857,10.428571428571429,2.0,230.25,0.25,55.5,32.25,112.75,82.0,0.0,0.75,0.75,17.75,35.25,8.75,13.25,5.75,7.0,14.0,33.75,15.0,18.25,3.25,3.5,5,2,7,3,1,4,0.714,0.75,2,2,3,3,1051,1106,119.0,553.0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,15.482284999999997,,32.400684,0.0,,1.6903209999999997,,3.0080229999999992,26.982051999999996,0.5891126837813618,44.86986199999999,11.984834,,27.270332999999994,39.663999999999994,,67.326,0.147,,0.9429999999999998,,0.9429999999999998,102.874,0.6690259559700527,140.267,22.031,,43.004999999999995,15.6,0.5550317457273027,29.2,1.6,0.4499999987083333,3.2,322.0,0.0,26.8,41.6,32.25,0.5474816847792037,55.5,0.75,0.49999999625,0.75,118.0,0.25,82.0,112.75,0.0,0.0,0.0,0.0,0.0,0.0
