fight_time_avg_diff,days_since_debut_diff,knockdown_avg_diff,win_pct_before_diff,days_since_last_win_diff,takedowns_avg_diff,sig_strikes_landed_per_minute_diff,losses_before_diff,avg_ground_strikes_diff,avg_ground_attempts_diff,avg_body_attempts_diff,takedowns_ema_diff,takedowns_success_rate_roll_5_diff,avg_sub_attempts_diff,avg_takedown_attempts_diff,avg_clinch_attempts_diff,avg_rounds_diff,control_time_roll_5_diff,avg_clinch_strikes_diff,avg_takedowns_diff,submission_avg_diff,avg_time_diff,avg_body_strikes_diff,reach_diff,takedown_attempts_ema_diff,avg_head_strikes_diff,takedown_attempts_roll_5_diff,total_strikes_ema_diff,avg_knockdowns_diff,total_strikes_roll_5_diff,avg_leg_strikes_diff,knockdowns_ema_diff,avg_leg_attempts_diff,weight_diff,avg_total_strikes_diff,sig_strikes_roll_5_diff,head_strikes_ema_diff,avg_head_attempts_diff,avg_distance_diff,leg_reach_diff,takedowns_roll_5_diff,head_attempts_ema_diff,avg_total_strikes_attempts_diff,avg_distance_attempts_diff,total_fights_before_diff,avg_sig_attempts_diff,total_strikes_attempts_ema_diff,sig_strikes_ema_diff,total_strikes_attempts_roll_5_diff,sig_attempts_roll_5_diff,avg_sig_strikes_diff,sig_attempts_ema_diff,sig_strikes_absorbed_per_minute_diff,wins_before_diff,knockdowns_roll_5_diff,height_diff,win_streak_diff,wins_last_365_days_diff,fights_last_365_days_diff,wins_last_3_diff,lose_streak_diff,winner
-420.0,574,0.0,-0.182,126.0,-3.89,-2.0,2,-7.727272727272727,-12.563636363636364,0.2909090909090908,-0.8545355969999999,-0.5199999967600002,-0.2545454545454546,-0.7454545454545456,-5.109090909090909,0.2727272727272727,0.0,-3.872727272727272,-0.7818181818181819,-0.78,5.872727272727275,0.1090909090909086,-5.475816993464051,-0.4736223879999996,-12.163636363636364,-1.0000000000000002,36.21713939669999,0.0,56.2,1.0,0.0,1.181818181818182,-38.41421015514808,13.472727272727276,-1.8000000000000007,-5.820649391600002,-9.56363636363636,0.5454545454545454,-1.3991212653778575,-1.2000000000000002,14.2828494347,20.945454545454545,9.581818181818182,6,-8.09090909090909,62.53421614029998,-3.3825246916000005,76.6,13.200000000000005,-11.054545454545458,17.459168834699998,-3.0,4,0.0,-2.8526633925198297,-1,-4,-4,0,0,1
80.20000000000005,574,-0.1099999999999999,-0.4,62.0,0.5860000000000001,1.4,4,-5.3,-4.5,0.7,0.4300279829999998,0.3999999960000001,0.4,0.9,-2.3,0.1,0.0,0.3999999999999999,0.6,0.242,237.4,0.6,0.4200000000000017,0.6737642729999999,-3.9,0.8,1.3410345129999968,-0.7,0.1999999999999993,0.0,-0.7092927860000001,0.0,2.0600000000000023,-0.0999999999999996,-2.0,-2.0079917720000022,-1.3999999999999986,1.6,0.3599999999999994,0.4,2.219267303999999,3.6999999999999993,6.1,8,-0.6999999999999993,6.879550148999996,-1.585261079000002,5.100000000000001,2.1000000000000014,-3.3000000000000007,2.9419979970000014,-0.7999999999999998,4,-0.8,0.0,-2,1,3,0,1,1
-304.0,112,0.69,0.0,0.0,-1.7599999999999998,-1.0,0,-0.5,0.3333333333333339,0.1666666666666666,-0.7,-0.6666666600000002,-0.5,-0.6666666666666667,8.666666666666666,0.0,0.0,4.0,-0.6666666666666667,0.13,-67.16666666666666,0.1666666666666666,-1.0,-0.7,5.0,-0.6666666666666667,5.84,0.6666666666666666,3.0,0.0,0.7,0.0,-20.0,3.0,5.166666666666666,6.680000000000001,11.5,1.6666666666666667,-1.5,-0.6666666666666667,12.47,9.5,2.6666666666666665,1,11.666666666666668,11.63,6.98,9.5,11.666666666666668,5.166666666666666,12.769999999999994,1.0,1,0.6666666666666666,-2.0,1,1,1,1,0,1
-238.0,-58,-0.06,0.0,0.0,-1.89,-3.0,0,3.5,3.333333333333334,-0.8333333333333333,-1.0,-0.9999999900000002,-0.1666666666666666,-1.0,-8.166666666666666,1.0,0.0,-6.833333333333333,-1.0,0.41,85.66666666666669,-0.8333333333333333,2.700000000000003,-1.0,4.833333333333334,-1.0,72.86,0.0,49.16666666666666,12.5,0.0,12.5,21.0,49.16666666666666,16.5,12.96,6.333333333333332,19.83333333333333,-0.5,-1.0,16.930000000000003,50.0,22.83333333333333,-1,18.0,76.22999999999999,28.05,50.0,18.0,16.5,32.02,-2.0,-1,0.0,0.0,-1,-1,-1,-1,0,1
0.0,-527,0.0,-0.133,-170.0,0.0,0.0,0,-1.133333333333333,-2.2666666666666666,-0.7333333333333333,0.3429999999999999,0.399999996,-0.2666666666666666,0.1999999999999999,-1.4666666666666668,0.0,0.0,-1.8,0.4,0.0,-330.4,-1.0666666666666669,0.0,0.2400999999999999,-1.0,0.1999999999999999,-33.567899999999995,0.0,-43.2,-1.2,0.0,-2.2666666666666666,0.0,-43.2,-3.2666666666666666,-0.6561999999999999,-1.666666666666667,-0.3333333333333333,0.0,0.4,-0.3904999999999994,-47.4,-0.9333333333333332,-2,-4.666666666666667,-36.9175,-2.639599999999999,-47.4,-4.666666666666667,-3.2666666666666666,-3.691099999999999,0.0,-2,0.0,0.0,-3,2,3,-1,1,1
-649.0,469,-0.06,0.3329999999999999,-287.0,-2.47,-3.0,0,-9.5,-9.5,0.6666666666666667,-0.5401,-0.399999996,0.8333333333333334,0.0,1.5,0.0,0.0,1.5,-0.5,-0.6,344.5,0.6666666666666667,-4.575816993464059,0.1319300000000001,-9.666666666666668,0.1999999999999999,6.534529999999993,0.0,19.1,1.5,0.0,2.6666666666666665,-37.41421015514808,16.5,-7.8,-7.1036600000000005,-14.5,0.5,-2.999121265377859,-0.4,-13.34665,15.166666666666655,-3.166666666666667,4,-11.166666666666666,3.1162499999999937,-4.90528,18.0,-10.9,-7.5,-9.932230000000002,-3.0,4,0.0,-4.85266339251983,3,1,1,2,0,1
117.0,896,0.72,0.3329999999999999,588.0,-2.08,-1.0,-1,-6.25,-9.166666666666668,0.6666666666666667,-2.157,-0.7023809478061226,0.25,-2.5,2.5,-0.0833333333333332,0.0,2.416666666666667,-2.4166666666666665,-0.6,38.083333333333314,1.0,-0.7000000000000028,-2.247,-8.0,-2.5,3.003999999999998,0.25,-4.333333333333336,2.5,0.147,2.75,-5.0,-4.333333333333336,-4.5,-3.5489999999999977,-16.583333333333336,-0.666666666666667,-1.8999999999999984,-2.4166666666666665,-11.480999999999998,-12.416666666666655,-6.5,1,-13.166666666666655,-4.027999999999992,0.820999999999998,-12.416666666666655,-13.166666666666655,-4.5,-7.110999999999997,-2.0,2,0.25,-2.0,2,-1,-1,1,0,1
116.0,616,0.48,-0.5,383.0,0.61,0.0,1,-1.5,-2.5,0.5,0.0,0.0,0.5,0.0,0.5,-0.5,0.0,-2.0,0.0,0.0,7.5,0.5,0.2000000000000028,0.0,-8.0,0.0,-36.9,-1.0,-29.5,-9.0,-1.4,-9.5,-15.0,-29.5,-16.5,-9.599999999999998,-11.0,-13.0,-0.1000000000000014,0.0,-13.0,-35.0,-18.0,0,-20.0,-43.39999999999999,-19.1,-35.0,-20.0,-16.5,-23.200000000000003,0.0,-1,-1.0,1.0,-1,-2,-2,-1,0,1
-507.0,688,0.0,0.3,671.0,-0.89,0.0,-1,-4.1,-3.45,-0.85,0.4500999999999999,0.2999999975,0.4499999999999999,0.6,-0.7,-1.25,0.0,-0.65,0.4,-0.89,340.20000000000005,-0.6,-6.075816993464059,0.6600999999999998,-8.2,0.6,-39.14920000000001,0.2,-28.35,-0.6500000000000004,0.1028999999999999,3.6999999999999993,-58.41421015514808,-28.35,-9.45,-11.077799999999998,-4.6,-4.699999999999999,-2.499121265377859,0.4,-7.1914,-18.85,2.3999999999999986,1,-1.75,-29.850199999999997,-15.3252,-18.85,-1.75,-9.45,-7.235800000000001,0.0,2,0.2,-3.8526633925198297,0,0,-1,1,-1,1
226.0,205,-0.6499999999999999,-0.25,-140.0,2.12,-2.0,1,12.25,19.0,-3.75,2.2030000000000003,0.5642857112795919,-2.0,3.25,0.0,0.0,0.0,-1.5,2.25,-0.4600000000000001,78.0,-3.75,2.5,3.313,18.0,3.25,8.076,-0.5,4.75,-3.5,-0.6,-4.75,14.0,4.75,10.75,15.985,32.25,0.0,3.5,2.25,30.258,18.5,4.75,0,23.75,22.054999999999986,8.635000000000002,18.5,23.75,10.75,21.894,-2.0,-1,-0.5,5.0,-1,1,1,0,0,1
-62.0,217,0.0499999999999999,-0.25,-70.0,1.06,0.0,1,8.0,13.416666666666668,3.5,1.0709999999999995,0.2333333329407407,2.0,4.75,-1.4166666666666663,0.6666666666666667,18.75,-0.6666666666666667,1.5,0.44,-113.58333333333331,3.0,-1.5,4.210999999999999,5.916666666666666,4.75,57.46899999999998,-1.0,55.0,-2.0,-1.2799999999999998,0.1666666666666669,-22.0,55.0,6.916666666666668,7.252000000000004,4.666666666666671,-0.4166666666666661,-1.0,1.5,6.536999999999996,61.58333333333334,-3.666666666666668,1,8.333333333333336,64.47799999999998,7.803000000000001,61.58333333333334,8.333333333333336,6.916666666666668,9.534999999999997,1.0,0,-1.0,-2.0,-2,-1,0,-1,0,1
-295.0,294,-0.45,0.25,-63.0,-0.1599999999999999,0.0,0,-13.75,-40.25,2.75,-4.39,-0.7500000004166668,1.0,-4.75,2.75,-1.0,0.0,1.75,-4.75,0.1,0.5,2.0,3.299999999999997,-4.39,-11.0,-4.75,-20.847,0.25,-26.75,3.75,0.3429999999999999,4.5,16.0,-26.75,-5.25,-9.739,-26.5,6.75,2.5,-4.75,-26.42,-52.0,18.25,2,-19.25,-45.462,-3.3130000000000006,-52.0,-19.25,-5.25,-18.775,2.0,2,0.25,5.0,2,1,0,1,-1,1
