event_date,event_name,fighter_red,fighter_blue,round,time,weight_class,win_method,winner,stance_red,stance_blue,knockdowns_red,knockdowns_blue,sig_attempts_red,sig_attempts_blue,sig_strikes_red,sig_strikes_blue,total_strikes_attempts_red,total_strikes_attempts_blue,total_strikes_red,total_strikes_blue,sub_attempts_red,sub_attempts_blue,takedowns_red,takedowns_blue,takedown_attempts_red,takedown_attempts_blue,control_time_red,control_time_blue,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue,octagon_debut_blue,height_blue,weight_blue,reach_blue,leg_reach_blue,sig_strikes_landed_per_minute_blue,sig_strikes_absorbed_per_minute_blue,takedowns_avg_blue,submission_avg_blue,knockdown_avg_blue,fight_time_avg_blue,octagon_debut_red,height_red,weight_red,reach_red,leg_reach_red,sig_strikes_landed_per_minute_red,sig_strikes_absorbed_per_minute_red,takedowns_avg_red,submission_avg_red,knockdown_avg_red,fight_time_avg_red,avg_rounds_red,avg_time_red,avg_knockdowns_red,avg_sig_attempts_red,avg_sig_strikes_red,avg_total_strikes_attempts_red,avg_total_strikes_red,avg_sub_attempts_red,avg_takedowns_red,avg_takedown_attempts_red,avg_head_strikes_red,avg_head_attempts_red,avg_body_strikes_red,avg_body_attempts_red,avg_leg_strikes_red,avg_leg_attempts_red,avg_distance_red,avg_distance_attempts_red,avg_clinch_strikes_red,avg_clinch_attempts_red,avg_ground_strikes_red,avg_ground_attempts_red,avg_rounds_blue,avg_time_blue,avg_knockdowns_blue,avg_sig_attempts_blue,avg_sig_strikes_blue,avg_total_strikes_attempts_blue,avg_total_strikes_blue,avg_sub_attempts_blue,avg_takedowns_blue,avg_takedown_attempts_blue,avg_head_strikes_blue,avg_head_attempts_blue,avg_body_strikes_blue,avg_body_attempts_blue,avg_leg_strikes_blue,avg_leg_attempts_blue,avg_distance_blue,avg_distance_attempts_blue,avg_clinch_strikes_blue,avg_clinch_attempts_blue,avg_ground_strikes_blue,avg_ground_attempts_blue,wins_before_red,losses_before_red,total_fights_before_red,wins_before_blue,losses_before_blue,total_fights_before_blue,win_pct_before_red,win_pct_before_blue,wins_last_3_red,wins_last_3_blue,fights_last_3_red,fights_last_3_blue,days_since_debut_red,days_since_debut_blue,days_since_last_win_red,days_since_last_win_blue,recent_winner_red,recent_winner_blue,wins_last_365_days_red,wins_last_365_days_blue,fights_last_365_days_red,fights_last_365_days_blue,undefeated_last_year_red,undefeated_last_year_blue,win_streak_red,win_streak_blue,lose_streak_red,lose_streak_blue,on_win_streak_red,on_win_streak_blue,long_win_streak_red,long_win_streak_blue
1994-03-11,UFC 2: No Way Out,patrick smith,johnny rhodes,1,67,Open Weight,Submission,1,Orthodox,Orthodox,0,0,12,9,5,4,12,9,5,4,1,0,0,0,0,0,0,0,1,2,4,5,2,0,2,0,2,2,6,4,3,4,10,9,2,0,2,0,0,0,0,0,1994-03-11,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1993-11-12,74.0,225.0,77.7,42.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,0.0,9.0,7.0,13.0,10.0,0.5,0.0,0.5,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,1.0,460.0,0.5,23.0,12.0,62.0,47.5,0.5,0.5,0.5,10.5,21.5,0.5,0.5,1.0,1.0,2.0,3.5,1.0,1.5,9.0,18.0,0,1,1,1,0,1,0.0,1.0,2,1,3,1,0,0,0.0,0.0,1,1,0,1,1,1,0,1,2,1,0,0,1,1,0,0
1994-03-11,UFC 2: No Way Out,johnny rhodes,david levicki,1,733,Open Weight,KO/TKO,1,Orthodox,Orthodox,0,0,17,5,11,4,86,102,74,95,0,0,1,0,1,0,0,0,9,4,15,5,1,0,1,0,1,0,1,0,1,1,1,2,1,2,1,2,9,1,15,1,1994-03-11,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1994-03-11,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1.0,187.0,1.0,29.0,13.0,38.0,21.0,1.0,0.0,0.0,12.0,28.0,0.0,0.0,1.0,1.0,3.0,6.0,1.0,2.0,9.0,21.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,1,0,2,0,0,0,0.0,9999.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1994-03-11,UFC 2: No Way Out,orlando wiet,robert lucarelli,1,170,Open Weight,KO/TKO,1,Southpaw,Orthodox,0,0,12,6,8,2,15,6,11,2,0,1,0,1,0,1,0,0,7,1,11,2,1,0,1,1,0,1,0,3,1,2,3,6,0,0,0,0,7,0,9,0,1994-03-11,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1994-03-11,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0.0,0.0,0,0,1,0,0,0,9999.0,9999.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1994-03-11,UFC 2: No Way Out,royce gracie,minoki ichihara,1,308,Open Weight,Submission,1,Southpaw,Orthodox,0,0,4,7,2,3,114,16,110,12,2,0,1,0,1,0,0,0,0,3,0,6,0,0,0,0,2,0,4,1,2,0,4,2,0,0,0,0,0,3,0,5,1994-03-11,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1993-11-12,73.0,175.0,75.6,41.0,1.0,1.0,0.0,0.76,0.0,630.0,1.0,84.0,0.0,2.0,2.0,5.5,5.5,0.5,1.0,2.0,1.5,1.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,1.0,0.0,2,0,2,0,0,0,0.0,9999.0,1,0,1,0,1,0,1,0,3,0,0,0,1,0,1,0
1994-03-11,UFC 2: No Way Out,jason delucia,scott baker,1,401,Open Weight,Submission,1,Southpaw,Orthodox,0,0,5,2,3,0,25,23,20,14,5,0,0,1,1,1,0,0,1,0,2,2,1,0,2,0,1,0,1,0,2,0,4,2,0,0,0,0,1,0,1,0,1994-03-11,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1993-11-12,71.0,190.0,75.5,40.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,9999.0,9999.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1994-09-09,UFC 3: The American Dream,ken shamrock,felix lee mitchell,1,274,Open Weight,Submission,1,Orthodox,Orthodox,0,0,4,3,4,3,7,22,7,21,1,0,1,0,2,0,0,0,1,0,1,0,2,1,2,1,1,2,1,2,0,0,0,0,3,3,3,3,1,0,1,0,1994-09-09,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1993-11-12,73.0,204.0,76.0,42.0,1.0,4.0,0.94,2.52,0.31,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1.0,0.0,0,0,0,0,0,0,9999.0,9999.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1994-09-09,UFC 3: The American Dream,royce gracie,kimo leopoldo,1,280,Open Weight,Submission,1,Southpaw,Orthodox,0,0,6,9,2,6,21,10,17,6,1,0,0,1,2,1,0,0,1,3,1,6,0,2,2,2,1,1,3,1,0,0,0,1,2,3,6,3,0,3,0,5,1994-09-09,73.0,244.0,76.6,42.0,1.0,2.0,4.55,2.27,0.0,128.0,1993-11-12,73.0,175.0,75.6,41.0,1.0,1.0,0.0,0.76,0.0,630.0,1.0,135.75,0.0,2.0,1.5,31.25,30.25,1.0,0.75,1.25,0.75,0.75,0.0,0.0,0.75,1.25,0.5,1.0,0.25,0.25,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,1.0,0.0,3,0,3,0,182,0,182.0,9999.0,1,0,4,0,4,0,1,0,4,0,0,0,1,0,1,0
1994-09-09,UFC 3: The American Dream,harold howard,roland payne,1,46,Open Weight,KO/TKO,1,Orthodox,Orthodox,1,0,12,4,9,3,15,4,12,3,0,0,0,1,1,2,0,0,9,0,12,0,0,2,0,2,0,1,0,2,1,2,4,2,4,1,4,2,4,0,4,0,1994-09-09,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,2026-01-27,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,9999.0,9999.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994-09-09,UFC 3: The American Dream,ken shamrock,christophe leninger,1,289,Open Weight,KO/TKO,1,Orthodox,Southpaw,0,0,9,2,8,1,20,23,16,21,0,0,1,0,1,0,0,0,5,1,6,2,3,0,3,0,0,0,0,0,0,1,1,2,0,0,0,0,8,0,8,0,1994-09-09,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1993-11-12,73.0,204.0,76.0,42.0,1.0,4.0,0.94,2.52,0.31,333.0,1.0,274.0,0.0,4.0,4.0,7.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,1,0,1,0,0,0,0.0,9999.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1994-09-09,UFC 3: The American Dream,steve jennum,harold howard,1,87,Open Weight,KO/TKO,1,Orthodox,Orthodox,0,0,11,6,6,2,13,7,7,3,0,1,1,0,1,0,0,0,6,2,11,6,0,0,0,0,0,0,0,0,1,1,2,4,0,1,0,1,5,0,9,1,2026-01-27,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1994-09-09,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,46.0,1.0,12.0,9.0,15.0,12.0,0.0,0.0,1.0,9.0,12.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0.0,0.0,0,1,0,1,0,0,9999.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1994-09-09,UFC 3: The American Dream,keith hackney,emmanuel yarborough,1,119,Open Weight,KO/TKO,1,Sideways,Open Stance,1,0,50,5,34,1,52,9,36,4,0,0,0,0,0,1,0,0,29,1,45,5,0,0,0,0,5,0,5,0,6,0,8,2,2,0,3,0,26,1,39,3,1994-09-09,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1994-09-09,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9999.0,9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-12-16,UFC 4: Revenge of the Warriors,dan severn,marcus bossett,1,52,Open Weight,Submission,1,Southpaw,Orthodox,0,0,0,2,0,1,0,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1994-12-16,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1994-12-16,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,9999.0,9999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994-12-16,UFC 4: Revenge of the Warriors,royce gracie,ron van clief,1,229,Open Weight,Submission,1,Southpaw,Orthodox,0,0,11,2,7,0,31,2,27,0,1,0,1,0,1,0,0,0,5,0,8,2,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,10,2,1994-12-16,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1993-11-12,73.0,175.0,75.6,41.0,1.0,1.0,0.0,0.76,0.0,630.0,1.0,164.6,0.0,2.8,1.6,29.2,27.6,1.0,0.6,1.4,0.8,0.8,0.0,0.4,0.8,1.6,0.4,0.8,0.6,1.4,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,1.0,0.0,3,0,3,0,280,0,98.0,9999.0,1,0,5,0,5,0,1,0,5,0,0,0,1,0,1,0
1994-12-16,UFC 4: Revenge of the Warriors,royce gracie,dan severn,1,949,Open Weight,Submission,1,Southpaw,Southpaw,0,0,4,7,0,4,84,43,80,27,3,0,0,1,0,1,0,0,0,4,1,7,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,7,1994-12-16,70.14733660748017,166.58578984485192,71.62418300653594,40.00087873462214,0.0,0.0,0.0,0.0,0.0,0.0,1993-11-12,73.0,175.0,75.6,41.0,1.0,1.0,0.0,0.76,0.0,630.0,1.0,175.33333333333334,0.0,4.166666666666667,2.5,29.5,27.5,1.0,0.6666666666666666,1.3333333333333333,1.5,2.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.8333333333333334,0.5,1.1666666666666667,1.6666666666666667,2.1666666666666665,1.0,78.5,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,6,1,0,1,1.0,1.0,3,1,3,1,280,0,0.0,0.0,1,1,6,1,6,1,1,1,6,1,0,0,1,1,1,0
