event_date,event_name,fighter_red,fighter_blue,round,time,weight_class,win_method,winner,stance_red,stance_blue,knockdowns_red,knockdowns_blue,sig_attempts_red,sig_attempts_blue,sig_strikes_red,sig_strikes_blue,total_strikes_attempts_red,total_strikes_attempts_blue,total_strikes_red,total_strikes_blue,sub_attempts_red,sub_attempts_blue,takedowns_red,takedowns_blue,takedown_attempts_red,takedown_attempts_blue,control_time_red,control_time_blue,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue,octagon_debut_blue,height_blue,weight_blue,reach_blue,leg_reach_blue,sig_strikes_landed_per_minute_blue,sig_strikes_absorbed_per_minute_blue,takedowns_avg_blue,submission_avg_blue,knockdown_avg_blue,fight_time_avg_blue,octagon_debut_red,height_red,weight_red,reach_red,leg_reach_red,sig_strikes_landed_per_minute_red,sig_strikes_absorbed_per_minute_red,takedowns_avg_red,submission_avg_red,knockdown_avg_red,fight_time_avg_red,avg_rounds_red,avg_time_red,avg_knockdowns_red,avg_sig_attempts_red,avg_sig_strikes_red,avg_total_strikes_attempts_red,avg_total_strikes_red,avg_sub_attempts_red,avg_takedowns_red,avg_takedown_attempts_red,avg_head_strikes_red,avg_head_attempts_red,avg_body_strikes_red,avg_body_attempts_red,avg_leg_strikes_red,avg_leg_attempts_red,avg_distance_red,avg_distance_attempts_red,avg_clinch_strikes_red,avg_clinch_attempts_red,avg_ground_strikes_red,avg_ground_attempts_red,avg_rounds_blue,avg_time_blue,avg_knockdowns_blue,avg_sig_attempts_blue,avg_sig_strikes_blue,avg_total_strikes_attempts_blue,avg_total_strikes_blue,avg_sub_attempts_blue,avg_takedowns_blue,avg_takedown_attempts_blue,avg_head_strikes_blue,avg_head_attempts_blue,avg_body_strikes_blue,avg_body_attempts_blue,avg_leg_strikes_blue,avg_leg_attempts_blue,avg_distance_blue,avg_distance_attempts_blue,avg_clinch_strikes_blue,avg_clinch_attempts_blue,avg_ground_strikes_blue,avg_ground_attempts_blue,wins_before_red,losses_before_red,total_fights_before_red,wins_before_blue,losses_before_blue,total_fights_before_blue,win_pct_before_red,win_pct_before_blue,wins_last_3_red,wins_last_3_blue,fights_last_3_red,fights_last_3_blue,days_since_debut_red,days_since_debut_blue,days_since_last_win_red,days_since_last_win_blue,recent_winner_red,recent_winner_blue,wins_last_365_days_red,wins_last_365_days_blue,fights_last_365_days_red,fights_last_365_days_blue,undefeated_last_year_red,undefeated_last_year_blue,win_streak_red,win_streak_blue,lose_streak_red,lose_streak_blue,on_win_streak_red,on_win_streak_blue,long_win_streak_red,long_win_streak_blue
2015-01-18,UFC Fight Night: McGregor vs Siver,charles rosa,sean soriano,3,283,Featherweight,Submission,1,Switch,Orthodox,0,0,102,109,37,69,103,112,37,72,4,0,5,3,8,7,336,186,25,41,85,79,8,10,12,11,4,18,5,19,30,48,88,78,5,16,10,25,2,5,4,6,2014-01-04,69.0,146.0,70.0,40.5,3.0,2.0,1.33,0.0,0.0,678.0,2014-10-04,69.0,145.0,69.0,39.0,3.0,4.0,1.67,1.0,0.0,828.0,3.0,300.0,0.0,91.0,22.0,99.0,29.0,1.0,2.0,4.0,15.0,73.0,2.0,8.0,5.0,10.0,22.0,89.0,0.0,0.0,0.0,2.0,2.5,175.0,0.0,37.0,21.5,45.5,28.5,0.0,0.0,0.0,16.5,29.5,2.5,5.0,2.5,2.5,10.0,19.0,5.0,6.5,6.5,11.5,0,1,1,0,2,2,0.0,0.0,0,0,1,2,106,379,9999.0,9999.0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0
2015-01-18,UFC Fight Night: McGregor vs Siver,tateki matsuda,joby sanchez,3,300,Flyweight,Decision - Split,0,Orthodox,Orthodox,0,1,167,211,55,58,177,222,62,67,0,1,0,2,1,2,4,146,44,50,147,200,6,7,14,9,5,1,6,2,48,42,154,185,7,5,13,9,0,11,0,17,2014-08-23,66.0,135.5,68.0,39.0,3.0,3.0,0.95,0.38,0.38,675.0,2014-09-05,67.0,125.0,65.0,38.2,3.0,3.0,0.0,0.0,0.0,900.0,3.0,300.0,0.0,111.0,41.0,142.0,70.0,0.0,0.0,1.0,19.0,74.0,4.0,8.0,18.0,29.0,37.0,105.0,1.0,3.0,3.0,3.0,3.0,300.0,1.0,86.0,20.0,102.0,36.0,0.0,0.0,0.0,16.0,75.0,4.0,11.0,0.0,0.0,15.0,74.0,0.0,3.0,5.0,9.0,0,1,1,0,1,1,0.0,0.0,0,0,1,1,135,148,9999.0,9999.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2015-01-18,UFC Fight Night: McGregor vs Siver,paddy holohan,shane howell,3,300,Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,74,64,42,22,164,68,114,26,2,0,3,0,4,0,596,16,28,11,56,50,4,8,7,10,10,3,11,4,26,20,56,59,1,0,1,0,15,2,17,5,2014-06-28,68.0,125.0,69.0,38.1,1.0,3.0,0.0,0.0,0.0,519.0,2014-07-19,70.0,126.0,69.0,39.0,2.0,3.0,2.88,1.31,0.26,687.0,2.0,243.0,0.5,37.0,18.0,57.5,37.5,0.5,1.5,3.5,10.0,26.0,2.5,4.5,5.5,6.5,12.0,27.5,0.5,1.5,5.5,8.0,1.0,137.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,1,2,0,1,1,0.5,0.0,1,0,2,1,183,204,183.0,9999.0,1,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0
2015-01-18,UFC Fight Night: McGregor vs Siver,zhang lipeng,chris wade,3,300,Lightweight,Decision - Unanimous,0,Southpaw,Orthodox,0,0,46,65,28,47,67,163,47,133,0,0,0,4,7,9,225,540,7,18,19,29,7,7,11,11,14,22,16,25,8,13,20,25,19,25,25,29,1,9,1,11,2014-08-30,70.0,155.6,70.0,40.0,2.0,2.0,2.6,1.12,0.19,692.0,2014-03-01,71.0,155.0,71.0,40.9,1.0,2.0,1.75,0.75,0.0,900.0,3.0,300.0,0.0,32.5,14.5,119.5,83.5,1.5,3.0,7.0,5.5,20.0,3.0,6.0,6.0,6.5,8.5,24.5,3.5,4.0,2.5,4.0,1.0,72.0,0.0,1.0,0.0,6.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,0,1,1.0,1.0,2,1,2,1,323,141,148.0,141.0,1,1,2,1,2,1,1,1,2,1,0,0,1,1,0,0
2015-01-18,UFC Fight Night: McGregor vs Siver,donald cerrone,benson henderson,3,300,Lightweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,125,155,57,86,126,162,58,93,0,0,1,0,7,1,32,0,19,13,76,71,20,20,28,29,18,53,21,55,53,84,119,151,4,2,6,4,0,0,0,0,2011-04-30,69.0,170.0,70.0,38.0,3.0,2.0,2.4,0.79,0.18,973.0,2011-02-05,73.0,170.5,73.0,40.5,4.0,4.0,1.16,1.16,0.81,580.0,2.0625,237.3125,0.5,86.25,43.25,95.625,51.1875,0.4375,0.75,1.5625,19.0625,55.3125,10.6875,15.1875,13.5,15.75,35.375,73.9375,3.4375,5.5,4.4375,6.8125,3.6363636363636362,264.3636363636364,0.2727272727272727,122.36363636363636,54.27272727272727,160.45454545454547,88.63636363636364,0.8181818181818182,2.3636363636363638,4.2727272727272725,25.545454545454547,85.0909090909091,16.818181818181817,21.272727272727273,11.909090909090908,16.0,29.454545454545453,84.27272727272727,11.636363636363637,17.0,13.181818181818182,21.09090909090909,13,3,16,9,2,11,0.812,0.818,3,2,3,3,1443,1359,15.0,225.0,1,1,5,2,5,3,1,0,6,0,0,1,1,0,1,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,alexander gustafsson,anthony johnson,1,135,Light Heavyweight,KO/TKO,0,Orthodox,Orthodox,0,1,20,47,10,30,20,56,10,38,0,0,0,0,0,0,0,32,8,29,16,45,0,0,1,0,2,1,3,2,10,9,20,21,0,4,0,5,0,17,0,21,2007-06-12,74.0,203.8,78.0,44.0,3.0,2.0,2.43,0.64,1.66,370.0,2009-11-14,77.0,205.0,79.0,46.0,4.0,4.0,1.53,0.4,0.72,622.0,2.1,208.9,0.6,98.2,36.4,113.3,49.8,0.5,1.2,3.0,25.6,81.0,5.8,10.5,5.0,6.7,27.3,84.1,3.2,5.6,5.9,8.5,1.7692307692307692,169.30769230769232,0.6923076923076923,46.46153846153846,20.46153846153846,69.53846153846153,40.84615384615385,0.38461538461538464,1.1538461538461537,2.0,13.153846153846153,36.84615384615385,3.3076923076923075,4.615384615384615,4.0,5.0,12.538461538461538,33.84615384615385,2.8461538461538463,4.153846153846154,5.076923076923077,8.461538461538462,8,2,10,9,4,13,0.8,0.692,2,2,3,3,1897,2783,322.0,182.0,1,1,1,2,1,2,1,1,1,2,0,0,1,1,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,mairbek taisumov,anthony christodoulou,2,38,Lightweight,KO/TKO,1,Orthodox,Orthodox,0,0,59,38,37,9,59,38,37,9,0,0,2,0,2,1,60,0,26,6,44,33,5,0,6,0,6,3,9,5,28,9,44,36,1,0,3,1,8,0,12,1,2015-01-24,69.0,156.0,72.0,40.0,2.0,6.0,0.0,0.0,0.0,549.0,2014-01-04,69.0,156.0,73.0,40.5,3.0,3.0,1.34,0.0,0.77,522.0,2.3333333333333335,220.33333333333334,0.3333333333333333,62.666666666666664,22.666666666666668,74.33333333333333,32.333333333333336,0.0,1.6666666666666667,2.3333333333333335,11.333333333333334,46.666666666666664,5.333333333333333,9.0,6.0,7.0,17.0,51.666666666666664,3.3333333333333335,6.0,2.3333333333333335,5.0,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0,0,0,0.667,0.0,2,0,3,0,385,0,112.0,9999.0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,neil seery,chris beal,3,300,Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,152,135,56,39,204,160,106,61,4,0,1,2,3,4,47,284,50,26,137,117,1,9,5,14,5,4,10,4,34,22,125,99,8,4,11,9,14,13,16,27,2014-04-26,66.0,134.0,69.0,38.0,3.0,3.0,1.6,0.23,0.23,786.0,2014-03-08,66.0,125.0,64.0,38.0,4.0,4.0,0.78,1.55,0.31,829.0,3.0,300.0,0.5,131.0,53.5,136.5,58.5,0.0,1.0,1.5,41.5,109.5,5.5,11.5,6.5,10.0,41.5,108.0,4.5,10.5,7.5,12.5,2.5,205.5,0.5,86.0,32.0,97.0,42.5,0.5,1.5,2.0,28.0,81.0,3.0,4.0,1.0,1.0,11.5,53.5,9.0,15.0,11.5,17.5,1,1,2,2,0,2,0.5,1.0,1,2,2,2,322,273,189.0,141.0,1,1,1,2,2,2,0,1,1,2,0,0,1,1,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,andy ogle,makwan amirkhani,1,8,Featherweight,KO/TKO,0,Orthodox,Southpaw,0,1,0,7,0,6,0,7,0,6,0,0,0,0,0,0,0,2,0,5,0,6,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,5,2015-01-24,70.0,146.0,72.0,41.0,1.0,3.0,3.96,1.05,0.12,552.0,2012-09-29,68.0,146.0,69.0,37.9,2.0,2.0,1.44,0.0,0.21,728.0,3.0,272.0,0.2,72.6,32.6,131.8,89.0,0.0,1.4,5.2,19.8,55.0,8.6,13.2,4.2,4.4,23.2,60.0,1.6,2.4,7.8,10.2,,,,,,,,,,,,,,,,,,,,,,,1,4,5,0,0,0,0.2,0.0,0,0,3,0,847,0,707.0,9999.0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,akira corassani,sam sicilia,1,206,Featherweight,KO/TKO,0,Orthodox,Orthodox,0,1,31,26,10,10,32,28,11,12,0,0,0,0,0,0,2,25,5,6,22,21,1,3,4,4,4,1,5,1,10,7,30,22,0,2,1,3,0,1,0,1,2012-06-02,68.0,144.0,67.0,39.0,2.0,4.0,1.45,0.87,0.14,519.0,2012-09-29,68.0,145.0,67.0,38.4,3.0,5.0,0.7,0.0,0.0,427.0,2.0,171.6,0.0,55.2,25.8,58.4,28.8,0.0,0.4,1.4,15.0,41.4,5.4,7.0,5.4,6.8,22.2,49.8,3.6,5.4,0.0,0.0,2.142857142857143,191.85714285714286,0.0,74.0,28.0,88.14285714285714,40.857142857142854,0.2857142857142857,1.1428571428571428,2.7142857142857144,18.857142857142858,61.142857142857146,6.0,8.571428571428571,3.142857142857143,4.285714285714286,17.571428571428573,58.42857142857143,3.5714285714285716,5.428571428571429,6.857142857142857,10.142857142857142,3,2,5,3,4,7,0.6,0.429,1,1,3,3,847,967,420.0,245.0,0,1,0,1,2,2,0,0,0,0,2,1,0,0,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,viktor pesta,konstantin erokhin,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,59,36,35,17,161,43,124,23,0,0,4,0,13,0,547,0,25,11,47,28,5,4,6,6,5,2,6,2,10,12,26,29,3,5,6,7,22,0,27,0,2015-01-24,70.0,230.0,73.0,41.0,1.0,2.0,0.0,0.0,0.0,900.0,2014-05-31,76.0,239.0,77.0,45.0,2.0,3.0,3.29,0.0,0.0,601.0,3.0,300.0,0.0,84.0,26.0,120.0,46.0,0.0,1.0,9.0,20.0,77.0,6.0,7.0,0.0,0.0,14.0,65.0,7.0,11.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0.0,0.0,0,0,1,0,238,0,9999.0,9999.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,kenny robertson,sultan aliev,1,162,Welterweight,KO/TKO,1,Orthodox,Orthodox,1,0,33,14,14,8,33,14,14,8,0,0,0,0,3,0,29,22,8,5,25,11,2,3,4,3,4,0,4,0,10,6,28,11,2,2,3,3,2,0,2,0,2015-01-24,71.0,170.0,74.5,40.0,1.0,2.0,1.76,0.0,0.0,641.0,2011-02-05,70.0,170.5,74.0,40.9,4.0,3.0,1.37,0.85,0.34,586.0,2.1666666666666665,201.83333333333334,0.0,57.0,32.333333333333336,96.83333333333333,64.0,0.8333333333333334,1.0,4.0,20.333333333333332,43.0,6.0,7.833333333333333,6.0,6.166666666666667,14.666666666666666,30.333333333333332,7.333333333333333,10.833333333333334,10.333333333333334,15.833333333333334,,,,,,,,,,,,,,,,,,,,,,,3,3,6,0,0,0,0.5,0.0,2,0,3,0,1449,0,203.0,9999.0,1,0,2,0,2,0,1,0,2,0,0,0,1,0,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,nikita krylov,stanislav nedkov,1,84,Light Heavyweight,Submission,1,Orthodox,Orthodox,1,0,16,8,13,4,17,8,14,4,1,0,0,0,0,1,31,10,11,4,14,7,1,0,1,1,1,0,1,0,2,4,4,8,2,0,2,0,9,0,10,0,2011-08-27,71.0,205.0,71.0,40.7,3.0,5.0,2.77,0.0,1.11,406.0,2013-09-01,75.0,205.0,77.5,44.5,4.0,3.0,2.05,1.23,0.62,418.0,1.5,126.25,0.25,39.5,24.75,64.25,47.5,0.5,0.0,0.25,17.75,30.0,4.0,5.75,3.0,3.75,6.5,14.0,15.0,20.5,3.25,5.0,1.5,267.5,0.5,64.5,34.0,77.0,45.5,0.0,2.5,3.5,27.5,56.5,6.5,8.0,0.0,0.0,11.5,26.5,11.5,17.5,11.0,20.5,2,2,4,1,1,2,0.5,0.5,2,1,3,2,511,1246,189.0,1246.0,1,0,2,0,3,0,0,0,1,0,0,1,1,0,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,nicholas musoke,albert tumenov,3,300,Welterweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,190,201,65,87,190,201,65,87,0,0,0,0,10,1,77,7,35,81,153,181,26,4,33,17,4,2,4,3,64,83,189,196,1,4,1,4,0,0,0,1,2014-02-15,71.0,169.0,73.0,39.0,4.0,3.0,0.2,0.0,1.01,556.0,2013-10-26,71.7,173.56,73.7,41.980000000000004,3.2,2.6,0.806,0.326,0.382,724.8,2.5,271.75,0.0,102.75,40.75,123.0,59.25,0.25,1.25,4.0,28.25,86.25,7.0,10.75,5.5,5.75,29.75,87.25,8.0,11.5,3.0,4.0,1.6666666666666667,199.66666666666666,1.3333333333333333,34.666666666666664,14.0,44.0,20.0,0.0,0.3333333333333333,0.3333333333333333,12.333333333333334,32.333333333333336,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,6.333333333333333,20.333333333333332,2.3333333333333335,3.3333333333333335,5.333333333333333,11.0,3,1,4,2,1,3,0.75,0.667,2,2,3,3,455,343,112.0,112.0,1,1,2,2,3,3,0,0,1,2,0,0,1,1,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,phil davis,ryan bader,3,300,Light Heavyweight,Decision - Split,0,Orthodox,Orthodox,0,0,129,117,35,26,145,120,51,29,0,0,0,1,9,3,88,45,11,19,86,102,15,4,28,10,9,3,15,5,29,24,116,112,6,1,13,4,0,1,0,1,2008-12-13,74.0,204.0,74.0,44.0,3.0,1.0,3.37,0.44,0.51,614.0,2010-02-06,74.0,206.0,79.0,42.4,3.0,1.0,2.99,0.6,0.09,703.0,2.8181818181818183,285.3636363636364,0.0,115.0,40.54545454545455,144.36363636363637,65.45454545454545,0.5454545454545454,2.8181818181818183,7.090909090909091,23.454545454545453,87.27272727272727,12.090909090909092,20.181818181818183,5.0,7.545454545454546,18.90909090909091,82.81818181818181,5.090909090909091,6.909090909090909,16.545454545454547,25.272727272727273,2.3333333333333335,209.2,0.4,62.13333333333333,26.666666666666668,90.86666666666666,52.666666666666664,0.3333333333333333,2.6,5.866666666666666,18.2,51.4,3.466666666666667,4.666666666666667,5.0,6.066666666666666,12.2,41.13333333333333,3.6666666666666665,5.533333333333333,10.8,15.466666666666667,9,2,11,11,4,15,0.818,0.733,2,3,3,3,1813,2233,91.0,161.0,1,1,1,2,2,2,0,1,1,3,0,0,1,1,0,1
2015-01-24,UFC on FOX: Gustafsson vs Johnson,mirsad bektic,paul redmond,3,300,Featherweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,56,7,34,2,194,22,154,16,0,0,2,0,3,2,828,0,33,1,55,6,1,1,1,1,0,0,0,0,5,2,16,7,0,0,0,0,29,0,40,0,2015-01-24,69.0,145.0,70.0,39.6,1.0,3.0,0.0,0.0,0.0,542.0,2014-04-19,68.0,144.5,70.0,40.0,2.0,2.0,3.98,0.44,0.29,610.0,3.0,300.0,0.0,90.0,27.0,148.0,80.0,0.0,2.0,4.0,25.0,85.0,2.0,5.0,0.0,0.0,18.0,77.0,2.0,4.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1.0,0.0,1,0,1,0,280,0,280.0,9999.0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
2015-01-24,UFC on FOX: Gustafsson vs Johnson,dan henderson,gegard mousasi,1,70,Middleweight,KO/TKO,0,Orthodox,Orthodox,0,1,11,22,4,4,11,24,4,5,0,0,0,0,0,0,0,2,1,3,8,21,0,0,0,0,3,1,3,1,4,3,11,21,0,0,0,0,0,1,0,1,2013-01-13,74.0,185.8,76.0,42.0,4.0,1.0,1.59,1.15,0.33,470.0,1998-05-15,71.0,184.0,74.0,39.0,2.0,3.0,1.52,0.34,0.71,699.0,2.8461538461538463,234.84615384615384,0.38461538461538464,67.3076923076923,31.76923076923077,86.76923076923077,50.0,0.38461538461538464,1.0769230769230769,2.3846153846153846,19.923076923076923,52.69230769230769,6.153846153846154,7.3076923076923075,5.6923076923076925,7.3076923076923075,13.461538461538462,40.84615384615385,11.153846153846153,16.0,7.153846153846154,10.461538461538462,3.0,276.75,0.0,85.25,40.0,111.0,63.5,0.5,0.0,0.75,29.25,69.25,3.5,7.5,7.25,8.5,33.25,73.5,3.0,5.25,3.75,6.5,7,6,13,2,2,4,0.538,0.5,1,1,3,3,6098,658,307.0,238.0,1,1,1,1,2,3,0,0,0,0,1,1,0,0,0,0
2015-01-31,UFC 183: Silva vs Diaz,richardson moreira,ildemar alcantara,3,300,Middleweight,Decision - Split,0,Orthodox,Orthodox,0,0,59,75,15,21,76,86,31,31,0,0,0,0,6,1,158,61,12,12,52,61,1,5,5,10,2,4,2,4,12,19,49,70,3,2,4,4,0,0,6,1,2013-01-20,74.5,185.5,78.0,44.0,2.0,3.0,2.0,0.92,0.0,837.0,2014-05-31,74.0,185.5,72.0,41.2,1.0,2.0,0.0,0.0,0.0,460.0,1.0,20.0,0.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.8,271.8,0.0,69.0,29.4,88.6,45.6,1.2,2.6,3.6,16.6,53.0,9.6,12.4,3.2,3.6,18.6,54.6,6.0,7.0,4.8,7.4,0,1,1,3,2,5,0.0,0.6,0,1,1,3,245,742,9999.0,350.0,0,1,0,1,1,2,0,0,0,0,1,1,0,0,0,0
2015-01-31,UFC 183: Silva vs Diaz,thiago santos,andy enz,1,116,Middleweight,KO/TKO,1,Orthodox,Orthodox,1,0,38,28,20,1,39,28,21,1,0,0,0,0,0,0,7,0,15,1,32,28,3,0,4,0,2,0,2,0,6,1,21,28,6,0,6,0,8,0,11,0,2014-02-02,75.0,186.0,78.0,43.1,4.0,5.0,0.0,0.0,0.0,639.0,2013-08-04,74.0,206.0,76.0,42.5,4.0,3.0,0.88,0.06,0.88,597.0,1.6666666666666667,133.33333333333334,0.3333333333333333,48.666666666666664,17.0,50.333333333333336,18.666666666666668,0.0,0.0,1.0,4.666666666666667,28.666666666666668,1.6666666666666667,6.0,10.666666666666666,14.0,12.333333333333334,42.0,1.6666666666666667,1.6666666666666667,3.0,5.0,3.0,300.0,0.0,227.0,55.5,232.0,60.0,0.0,0.0,0.5,36.5,200.5,11.0,15.5,8.0,11.0,54.5,225.0,1.0,1.5,0.0,0.5,1,2,3,0,2,2,0.333,0.0,1,0,3,2,546,364,314.0,9999.0,1,0,1,0,2,2,0,0,0,0,1,2,0,0,0,0
2015-01-31,UFC 183: Silva vs Diaz,rafael natal,tom watson,3,300,Middleweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,152,150,67,29,159,156,74,33,0,0,8,0,13,0,210,0,43,13,125,106,6,1,8,20,18,15,19,24,65,28,144,148,1,1,2,2,1,0,6,0,2012-09-29,73.0,185.0,73.0,41.7,4.0,4.0,0.15,0.0,0.15,855.0,2010-09-15,72.0,185.2,76.0,43.0,3.0,2.0,2.55,0.5,0.35,747.0,2.7,280.5,0.4,82.7,39.6,112.6,66.7,0.7,1.8,6.0,22.2,57.2,6.8,12.0,10.6,13.5,23.9,60.4,4.9,6.9,10.8,15.4,2.8,296.4,0.2,122.4,57.8,128.8,64.0,0.0,0.0,1.2,27.2,81.8,11.6,19.0,19.0,21.6,40.4,94.2,16.0,26.2,1.4,2.0,6,4,10,2,3,5,0.6,0.4,1,1,3,3,1599,854,148.0,168.0,1,1,1,1,2,2,0,0,1,1,0,0,1,1,0,0
2015-01-31,UFC 183: Silva vs Diaz,joe lauzon,al iaquinta,2,214,Lightweight,KO/TKO,0,Orthodox,Orthodox,0,1,86,154,32,59,86,158,32,63,0,0,0,1,1,3,8,22,31,44,84,132,0,9,1,14,1,6,1,8,32,51,85,141,0,5,1,7,0,3,0,6,2012-06-02,70.0,155.8,70.0,40.0,4.0,5.0,0.63,0.24,0.55,762.0,2006-09-23,70.0,154.8,71.5,40.5,3.0,5.0,2.39,2.04,0.21,473.0,1.9411764705882353,168.47058823529412,0.11764705882352941,47.8235294117647,17.647058823529413,57.35294117647059,26.470588235294116,1.5294117647058822,1.3529411764705883,3.1176470588235294,15.411764705882353,45.1764705882353,1.8235294117647058,2.0588235294117645,0.4117647058823529,0.5882352941176471,8.411764705882353,36.0,2.588235294117647,3.4705882352941178,6.647058823529412,8.352941176470589,2.4285714285714284,195.57142857142858,0.5714285714285714,120.71428571428571,51.285714285714285,125.57142857142857,55.285714285714285,0.42857142857142855,1.0,2.142857142857143,38.0,102.0,8.714285714285714,14.0,4.571428571428571,4.714285714285714,44.857142857142854,111.0,3.2857142857142856,5.571428571428571,3.142857142857143,4.142857142857143,11,6,17,5,2,7,0.647,0.714,2,2,3,3,3052,974,148.0,85.0,1,1,1,3,1,4,1,0,2,2,0,0,1,1,0,0
2015-01-31,UFC 183: Silva vs Diaz,miesha tate,sara mcmann,3,300,Women's Bantamweight,Decision - Majority,1,Orthodox,Orthodox,0,1,60,105,23,34,115,118,75,44,2,0,0,1,0,2,356,295,14,25,49,91,6,8,8,11,3,1,3,3,15,19,48,74,1,7,3,9,7,8,9,22,2013-04-27,66.0,135.0,66.0,37.0,2.0,2.0,4.38,0.5,0.08,641.0,2012-08-19,66.0,135.5,65.0,37.5,3.0,3.0,1.97,1.22,0.05,769.0,3.0,208.25,0.0,66.25,32.25,102.0,63.0,1.25,1.5,5.25,23.5,53.25,6.5,10.0,2.25,3.0,16.5,44.0,10.0,15.25,5.75,7.0,1.6666666666666667,204.0,0.0,36.333333333333336,19.666666666666668,68.66666666666667,50.0,0.0,2.3333333333333335,3.6666666666666665,12.666666666666666,27.0,4.0,6.333333333333333,3.0,3.0,9.333333333333334,23.0,3.6666666666666665,4.666666666666667,6.666666666666667,8.666666666666666,2,2,4,2,1,3,0.5,0.667,2,2,3,3,658,644,133.0,168.0,1,1,2,1,2,2,1,0,2,1,0,0,1,1,0,0
2015-01-31,UFC 183: Silva vs Diaz,jordan mein,thiago alves,2,39,Welterweight,KO/TKO,0,Orthodox,Orthodox,0,1,96,68,37,23,96,69,37,24,0,0,0,0,0,0,0,4,30,13,88,51,4,3,5,5,3,7,3,12,34,16,91,55,3,1,5,5,0,6,0,8,2005-10-03,69.0,171.0,70.0,37.5,4.0,3.0,0.71,0.3,0.66,659.0,2012-01-08,72.0,169.0,73.0,41.0,3.0,3.0,1.56,0.22,0.34,671.0,1.75,178.5,0.75,52.5,27.25,57.25,31.5,0.0,1.0,1.0,19.25,43.25,4.75,6.0,3.25,3.25,18.75,39.25,3.75,5.75,4.75,7.5,2.388888888888889,230.16666666666666,0.5555555555555556,91.83333333333333,38.388888888888886,110.22222222222223,54.166666666666664,0.2777777777777778,0.6111111111111112,0.9444444444444444,21.166666666666668,69.88888888888889,4.666666666666667,5.777777777777778,12.555555555555555,16.166666666666668,28.38888888888889,73.44444444444444,5.111111111111111,8.666666666666666,4.888888888888889,9.722222222222221,3,1,4,12,6,18,0.75,0.667,2,2,3,3,686,3407,161.0,287.0,1,1,2,1,2,1,1,1,2,1,0,0,1,1,0,0
