event_date,event_name,fighter_blue,fighter_red,round,time,weight_class,win_method,winner,stance_red,stance_blue,knockdowns_blue,knockdowns_red,sig_attempts_blue,sig_attempts_red,sig_strikes_blue,sig_strikes_red,total_strikes_attempts_blue,total_strikes_attempts_red,total_strikes_blue,total_strikes_red,sub_attempts_blue,sub_attempts_red,takedowns_blue,takedowns_red,takedown_attempts_blue,takedown_attempts_red,control_time_blue,control_time_red,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue
1994-03-11,UFC 2: No Way Out,Scott Baker,Jason DeLucia,1,401,Open Weight,Submission,Jason DeLucia,Southpaw,,0.0,0.0,2.0,5.0,0.0,3.0,23.0,25.0,14.0,20.0,0.0,5.0,1.0,0.0,1.0,1.0,0,0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1994-03-11,UFC 2: No Way Out,Remco Pardoel,Royce Gracie,1,91,Open Weight,Submission,Royce Gracie,Southpaw,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-11,UFC 2: No Way Out,Johnny Rhodes,Patrick Smith,1,67,Open Weight,Submission,Patrick Smith,Orthodox,Orthodox,0.0,0.0,9.0,12.0,4.0,5.0,9.0,12.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,2.0,4.0,5.0,2.0,0.0,2.0,0.0,2.0,2.0,6.0,4.0,3.0,4.0,10.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1994-03-11,UFC 2: No Way Out,Thaddeus Luster,Frank Hamaker,1,292,Open Weight,Submission,Frank Hamaker,,,0.0,0.0,0.0,3.0,0.0,2.0,0.0,15.0,0.0,14.0,0.0,3.0,0.0,1.0,1.0,1.0,0,0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
1994-03-11,UFC 2: No Way Out,Ray Wizard,Patrick Smith,1,58,Open Weight,Submission,Patrick Smith,Orthodox,,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1994-03-11,UFC 2: No Way Out,David Levicki,Johnny Rhodes,1,733,Open Weight,KO/TKO,Johnny Rhodes,Orthodox,,0.0,0.0,5.0,17.0,4.0,11.0,102.0,86.0,95.0,74.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,9.0,4.0,15.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,9.0,1.0,15.0,1.0
1994-03-11,UFC 2: No Way Out,Jason DeLucia,Royce Gracie,1,67,Open Weight,Submission,Royce Gracie,Southpaw,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-03-11,UFC 2: No Way Out,Fred Ettish,Johnny Rhodes,1,187,Open Weight,Submission,Johnny Rhodes,Orthodox,Southpaw,0.0,1.0,7.0,29.0,4.0,13.0,11.0,38.0,7.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,12.0,0.0,28.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,6.0,7.0,1.0,0.0,2.0,0.0,9.0,0.0,21.0,0.0
1994-03-11,UFC 2: No Way Out,Orlando Wiet,Remco Pardoel,1,89,Open Weight,KO/TKO,Remco Pardoel,Southpaw,Southpaw,0.0,0.0,2.0,7.0,1.0,7.0,7.0,7.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0
1994-03-11,UFC 2: No Way Out,Minoki Ichihara,Royce Gracie,1,308,Open Weight,Submission,Royce Gracie,Southpaw,Orthodox,0.0,0.0,7.0,4.0,3.0,2.0,16.0,114.0,12.0,110.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
1994-03-11,UFC 2: No Way Out,Scott Morris,Patrick Smith,1,30,Open Weight,KO/TKO,Patrick Smith,Orthodox,Orthodox,0.0,0.0,0.0,17.0,0.0,13.0,0.0,25.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,12.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,16.0,0.0
1994-03-11,UFC 2: No Way Out,Robert Lucarelli,Orlando Wiet,1,170,Open Weight,KO/TKO,Orlando Wiet,Southpaw,,0.0,0.0,6.0,12.0,2.0,8.0,6.0,15.0,2.0,11.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,7.0,1.0,11.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0
1994-03-11,UFC 2: No Way Out,Alberta Cerra Leon,Remco Pardoel,1,591,Open Weight,Submission,Remco Pardoel,Southpaw,,0.0,0.0,3.0,6.0,1.0,4.0,11.0,22.0,9.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,2.0
1994-03-11,UFC 2: No Way Out,Sean Daugherty,Scott Morris,1,20,Open Weight,Submission,Scott Morris,Orthodox,,0.0,0.0,4.0,1.0,0.0,1.0,5.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1994-03-11,UFC 2: No Way Out,Patrick Smith,Royce Gracie,1,77,UFC 2 Tournament Title,KO/TKO,Royce Gracie,Southpaw,Orthodox,0.0,0.0,2.0,4.0,1.0,4.0,3.0,11.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0
1994-09-09,UFC 3: The American Dream,Felix Lee Mitchell,Ken Shamrock,1,274,Open Weight,Submission,Ken Shamrock,Orthodox,Orthodox,0.0,0.0,3.0,4.0,3.0,4.0,22.0,7.0,21.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,0,0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0
1994-09-09,UFC 3: The American Dream,Harold Howard,Steve Jennum,1,87,UFC 3 Tournament Title,KO/TKO,Steve Jennum,Orthodox,Orthodox,0.0,0.0,6.0,11.0,2.0,6.0,7.0,13.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,6.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,0.0,9.0,1.0
1994-09-09,UFC 3: The American Dream,Kimo Leopoldo,Royce Gracie,1,280,Open Weight,Submission,Royce Gracie,Southpaw,Orthodox,0.0,0.0,9.0,6.0,6.0,2.0,10.0,21.0,6.0,17.0,0.0,1.0,1.0,0.0,1.0,2.0,0,0,1.0,3.0,1.0,6.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,0.0,3.0,0.0,5.0
1994-09-09,UFC 3: The American Dream,Roland Payne,Harold Howard,1,46,Open Weight,KO/TKO,Harold Howard,Orthodox,Orthodox,0.0,1.0,4.0,12.0,3.0,9.0,4.0,15.0,3.0,12.0,0.0,0.0,1.0,0.0,2.0,1.0,0,0,9.0,0.0,12.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,0.0,4.0,0.0
1994-09-09,UFC 3: The American Dream,Emmanuel Yarborough,Keith Hackney,1,119,Open Weight,KO/TKO,Keith Hackney,Sideways,Open Stance,0.0,1.0,5.0,50.0,1.0,34.0,9.0,52.0,4.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,29.0,1.0,45.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,8.0,2.0,2.0,0.0,3.0,0.0,26.0,1.0,39.0,3.0
1994-09-09,UFC 3: The American Dream,Christophe Leninger,Ken Shamrock,1,289,Open Weight,KO/TKO,Ken Shamrock,Orthodox,Southpaw,0.0,0.0,2.0,9.0,1.0,8.0,23.0,20.0,21.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,5.0,1.0,6.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Ron van Clief,Royce Gracie,1,229,Open Weight,Submission,Royce Gracie,Southpaw,Orthodox,0.0,0.0,2.0,11.0,0.0,7.0,2.0,31.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,5.0,0.0,8.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,2.0
1994-12-16,UFC 4: Revenge of the Warriors,,,1,14,Open Weight,Submission,Joe Charles,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-16,UFC 4: Revenge of the Warriors,Marcus Bossett,Dan Severn,1,52,Open Weight,Submission,Dan Severn,Southpaw,Orthodox,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Melton Bowen,Steve Jennum,1,287,Open Weight,Submission,Steve Jennum,Orthodox,Orthodox,0.0,0.0,4.0,40.0,1.0,13.0,59.0,70.0,48.0,29.0,0.0,1.0,0.0,2.0,0.0,3.0,0,0,13.0,1.0,36.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,13.0,0.0,34.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Keith Hackney,Royce Gracie,1,332,Open Weight,Submission,Royce Gracie,Southpaw,Sideways,0.0,0.0,13.0,23.0,4.0,11.0,16.0,58.0,7.0,45.0,0.0,3.0,0.0,0.0,0.0,2.0,0,0,7.0,3.0,15.0,12.0,3.0,1.0,5.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,10.0,3.0,9.0,2.0,13.0,4.0,0.0,1.0,0.0,6.0
1994-12-16,UFC 4: Revenge of the Warriors,Anthony Macias,Dan Severn,1,105,Open Weight,Submission,Dan Severn,Southpaw,Switch,0.0,0.0,9.0,0.0,8.0,0.0,14.0,0.0,12.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0,0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0
1994-12-16,UFC 4: Revenge of the Warriors,,,1,295,Open Weight,KO/TKO,Marcus Bossett,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-16,UFC 4: Revenge of the Warriors,Joe Son,Keith Hackney,1,164,Open Weight,Submission,Keith Hackney,Sideways,Orthodox,0.0,0.0,0.0,14.0,0.0,8.0,4.0,16.0,4.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,8.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0
1994-12-16,UFC 4: Revenge of the Warriors,Dan Severn,Royce Gracie,1,949,UFC 4 Tournament Title,Submission,Royce Gracie,Southpaw,Southpaw,0.0,0.0,7.0,4.0,4.0,0.0,43.0,84.0,27.0,80.0,0.0,3.0,1.0,0.0,1.0,0.0,0,0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0
1994-12-16,UFC 4: Revenge of the Warriors,Jason Fairn,Guy Mezger,1,133,Open Weight,KO/TKO,Guy Mezger,Orthodox,,1.0,0.0,12.0,30.0,9.0,19.0,15.0,34.0,12.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,17.0,5.0,28.0,8.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,15.0,4.0,24.0,4.0
1995-04-07,UFC 5: The Return of the Beast,Ernie Verdicia,Oleg Taktarov,1,143,Open Weight,Submission,Oleg Taktarov,Orthodox,Orthodox,0.0,0.0,5.0,0.0,2.0,0.0,11.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
1995-04-07,UFC 5: The Return of the Beast,John Dowdy,Guy Mezger,1,122,Open Weight,KO/TKO,Guy Mezger,Orthodox,,0.0,1.0,4.0,17.0,0.0,12.0,7.0,20.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10.0,0.0,15.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,4.0,2.0,0.0,2.0,0.0,8.0,0.0,10.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Asbel Cancio,Dave Beneteau,1,21,Open Weight,KO/TKO,Dave Beneteau,Orthodox,,0.0,0.0,0.0,18.0,0.0,12.0,0.0,18.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,12.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Todd Medina,Dave Beneteau,1,132,Open Weight,KO/TKO,Dave Beneteau,Orthodox,Southpaw,0.0,0.0,0.0,13.0,0.0,8.0,0.0,28.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,8.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Royce Gracie,Ken Shamrock,2,300,UFC Superfight Championship,Other,,Orthodox,Southpaw,0.0,0.0,12.0,22.0,3.0,10.0,366.0,123.0,355.0,98.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,5.0,2.0,17.0,5.0,0.0,0.0,0.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,9.0,2.0,19.0,3.0
1995-04-07,UFC 5: The Return of the Beast,Dave Beneteau,Dan Severn,1,181,UFC 5 Tournament Title,Submission,Dan Severn,Southpaw,Orthodox,0.0,0.0,6.0,3.0,2.0,2.0,10.0,13.0,5.0,11.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Oleg Taktarov,Dan Severn,1,261,Open Weight,TKO - Doctor's Stoppage,Dan Severn,Southpaw,Orthodox,0.0,0.0,0.0,17.0,0.0,9.0,0.0,64.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,17.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Joe Charles,Dan Severn,1,98,Open Weight,Submission,Dan Severn,Southpaw,Southpaw,0.0,0.0,1.0,4.0,1.0,2.0,2.0,19.0,1.0,12.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
1995-04-07,UFC 5: The Return of the Beast,Andy Anderson,Jon Hess,1,83,Open Weight,KO/TKO,Jon Hess,,,0.0,0.0,2.0,28.0,2.0,17.0,6.0,41.0,6.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,7.0,2.0,17.0,2.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,14.0,0.0,6.0,0.0,9.0,0.0,5.0,2.0,5.0,2.0
1995-04-07,UFC 5: The Return of the Beast,Larry Cureton,Todd Medina,1,175,Open Weight,Submission,Todd Medina,Southpaw,Orthodox,0.0,0.0,2.0,4.0,1.0,4.0,16.0,66.0,15.0,64.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0
1995-07-14,UFC 6: Clash of the Titans,John Matua,David Abbott,1,20,Open Weight,KO/TKO,David Abbott,Switch,Orthodox,0.0,2.0,0.0,12.0,0.0,7.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0
1995-07-14,UFC 6: Clash of the Titans,Cal Worsham,Paul Varelans,1,62,Open Weight,KO/TKO,Paul Varelans,Orthodox,Orthodox,0.0,1.0,33.0,22.0,9.0,8.0,35.0,27.0,11.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,7.0,9.0,19.0,30.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,5.0,12.0,13.0,5.0,4.0,10.0,20.0,0.0,0.0,0.0,0.0
1995-07-14,UFC 6: Clash of the Titans,Dan Severn,Ken Shamrock,1,134,UFC Superfight Championship,Submission,Ken Shamrock,Orthodox,Southpaw,0.0,0.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0,0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1995-07-14,UFC 6: Clash of the Titans,,,1,186,Open Weight,KO/TKO,Anthony Macias,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-14,UFC 6: Clash of the Titans,Anthony Macias,Oleg Taktarov,1,9,Open Weight,Submission,Oleg Taktarov,Orthodox,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-07-14,UFC 6: Clash of the Titans,David Abbott,Oleg Taktarov,1,1065,UFC 6 Tournament Title,Submission,Oleg Taktarov,Orthodox,Switch,0.0,0.0,45.0,10.0,17.0,4.0,71.0,59.0,39.0,48.0,1.0,4.0,2.0,0.0,3.0,3.0,0,0,4.0,16.0,10.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,9.0,27.0,1.0,3.0,1.0,7.0,0.0,6.0,0.0,11.0
1995-07-14,UFC 6: Clash of the Titans,,,1,121,Open Weight,KO/TKO,Joel Sutton,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-14,UFC 6: Clash of the Titans,Dave Beneteau,Oleg Taktarov,1,57,Open Weight,Submission,Oleg Taktarov,Orthodox,Orthodox,0.0,0.0,14.0,2.0,5.0,0.0,14.0,7.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0.0,5.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,11.0,0.0,1.0,0.0,3.0
1995-07-14,UFC 6: Clash of the Titans,Paul Varelans,David Abbott,1,113,Open Weight,KO/TKO,David Abbott,Switch,Orthodox,0.0,0.0,2.0,21.0,1.0,14.0,14.0,25.0,12.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,13.0,0.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,20.0,0.0
1995-07-14,UFC 6: Clash of the Titans,Rudyard Moncayo,Patrick Smith,1,68,Open Weight,Submission,Patrick Smith,Orthodox,Orthodox,0.0,1.0,0.0,8.0,0.0,6.0,2.0,13.0,2.0,10.0,0.0,1.0,0.0,2.0,1.0,2.0,0,0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Mark Hall,Paul Varelans,1,61,Open Weight,Submission,Paul Varelans,Orthodox,Orthodox,0.0,0.0,3.0,3.0,2.0,2.0,5.0,6.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0,0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,,,1,326,Open Weight,KO/TKO,Onassis Parungao,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-08,UFC 7: The Brawl in Buffalo,Paul Varelans,Marco Ruas,1,797,UFC 7 Tournament Title,KO/TKO,Marco Ruas,Orthodox,Orthodox,0.0,1.0,30.0,59.0,10.0,33.0,63.0,84.0,36.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,9.0,3.0,25.0,19.0,0.0,2.0,0.0,2.0,24.0,5.0,34.0,9.0,27.0,7.0,49.0,27.0,2.0,3.0,3.0,3.0,4.0,0.0,7.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,David Hood,Scott Bessac,1,31,Open Weight,Submission,Scott Bessac,,,0.0,0.0,3.0,5.0,2.0,1.0,3.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Oleg Taktarov,Ken Shamrock,2,180,UFC Superfight Championship,Other,,Orthodox,Orthodox,0.0,0.0,22.0,58.0,4.0,29.0,128.0,222.0,110.0,180.0,0.0,1.0,0.0,1.0,2.0,1.0,0,0,26.0,3.0,53.0,17.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,8.0,3.0,29.0,18.0,4.0,1.0,6.0,4.0,17.0,0.0,23.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Harold Howard,Mark Hall,1,101,Open Weight,KO/TKO,Mark Hall,Orthodox,Orthodox,0.0,0.0,5.0,4.0,4.0,1.0,8.0,23.0,5.0,13.0,0.0,0.0,1.0,0.0,2.0,0.0,0,0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Gerry Harris,Paul Varelans,1,65,Open Weight,KO/TKO,Paul Varelans,Orthodox,Orthodox,0.0,0.0,2.0,4.0,0.0,4.0,2.0,38.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Ryan Parker,Remco Pardoel,1,185,Open Weight,Submission,Remco Pardoel,Southpaw,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,20.0,16.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995-09-08,UFC 7: The Brawl in Buffalo,Larry Cureton,Marco Ruas,1,203,Open Weight,Submission,Marco Ruas,Orthodox,Orthodox,0.0,0.0,7.0,1.0,6.0,1.0,14.0,2.0,11.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0,0,1.0,2.0,1.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,7.0
