event_date,event_name,fighter_red,fighter_blue,round,time,weight_class,win_method,winner,stance_red,stance_blue,knockdowns_red,knockdowns_blue,sig_attempts_red,sig_attempts_blue,sig_strikes_red,sig_strikes_blue,total_strikes_attempts_red,total_strikes_attempts_blue,total_strikes_red,total_strikes_blue,sub_attempts_red,sub_attempts_blue,takedowns_red,takedowns_blue,takedown_attempts_red,takedown_attempts_blue,control_time_red,control_time_blue,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue
2019-10-18,UFC Fight Night: Reyes vs. Weidman,joe lauzon,jonathan pearce,1,93,Lightweight,KO/TKO,1,Orthodox,Switch,0,0,36,19,25,8,39,19,28,8,0,0,1,0,2,0,41,0,24,4,35,14,1,2,1,3,0,2,0,2,9,8,19,18,1,0,1,1,15,0,16,0
2019-10-18,UFC Fight Night: Reyes vs. Weidman,dominick reyes,chris weidman,1,103,Light Heavyweight,KO/TKO,1,Southpaw,Orthodox,1,0,11,6,8,3,12,13,9,10,0,0,0,1,0,4,9,70,7,1,10,4,0,2,0,2,1,0,1,0,2,1,4,3,2,1,2,1,4,1,5,2
2019-10-18,UFC Fight Night: Reyes vs. Weidman,maycee barber,gillian robertson,1,184,Women's Flyweight,KO/TKO,1,Switch,Orthodox,0,0,68,28,34,12,74,31,40,15,0,0,0,0,0,2,22,44,31,8,65,21,3,2,3,3,0,2,0,4,15,11,46,27,16,1,19,1,3,0,3,0
2019-10-18,UFC Fight Night: Reyes vs. Weidman,daniel spitz,tanner boser,3,300,Heavyweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,108,151,32,93,108,151,32,93,0,0,0,0,0,0,0,0,20,33,83,86,6,25,16,27,6,35,9,38,32,93,108,151,0,0,0,0,0,0,0,0
2019-10-18,UFC Fight Night: Reyes vs. Weidman,brendan allen,kevin holland,2,218,Middleweight,Submission,1,Orthodox,Orthodox,0,0,22,38,10,22,41,55,23,37,4,1,2,1,3,1,174,284,7,14,19,27,1,5,1,6,2,3,2,5,5,12,14,26,1,0,1,0,4,10,7,12
2019-10-18,UFC Fight Night: Reyes vs. Weidman,kyle bochniak,sean woodson,3,300,Featherweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,151,251,42,111,161,290,52,150,0,0,1,0,15,0,268,0,17,93,113,231,15,8,26,10,10,10,12,10,32,104,137,243,10,7,14,8,0,0,0,0
2019-10-18,UFC Fight Night: Reyes vs. Weidman,randy costa,boston salmon,1,135,Bantamweight,KO/TKO,1,Switch,Southpaw,2,0,44,22,22,12,45,26,23,16,0,0,0,0,0,1,8,43,21,4,41,13,1,7,3,8,0,1,0,1,19,11,36,21,0,1,1,1,3,0,7,0
2019-10-18,UFC Fight Night: Reyes vs. Weidman,deron winn,darren stewart,3,300,Middleweight,Decision - Split,0,Orthodox,Orthodox,0,0,53,119,29,57,98,140,66,77,0,0,6,1,15,1,484,31,25,54,49,115,1,3,1,4,3,0,3,0,11,31,31,88,7,14,11,17,11,12,11,14
2019-10-18,UFC Fight Night: Reyes vs. Weidman,court mcgee,sean brady,3,300,Welterweight,Decision - Unanimous,0,Orthodox,Orthodox,0,1,291,210,107,119,313,240,128,148,0,0,0,2,6,3,84,43,71,85,236,168,12,8,29,13,24,26,26,29,101,116,282,203,6,3,9,6,0,0,0,1
2019-10-18,UFC Fight Night: Reyes vs. Weidman,charles rosa,manny bermudez,1,166,Featherweight,Submission,1,Switch,Orthodox,0,0,8,38,6,27,11,49,8,37,1,0,0,1,0,1,0,137,1,25,3,36,2,2,2,2,3,0,3,0,6,1,8,5,0,0,0,1,0,26,0,32
2019-10-18,UFC Fight Night: Reyes vs. Weidman,yair rodriguez,jeremy stephens,3,300,Featherweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,170,95,96,50,213,156,136,99,0,0,0,3,3,4,190,335,65,35,127,76,14,10,23,10,17,5,20,9,54,19,100,51,6,6,10,11,36,25,60,33
2019-10-18,UFC Fight Night: Reyes vs. Weidman,molly mccann,diana belbita,3,300,Women's Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,238,252,113,98,252,260,126,104,1,0,5,1,14,1,219,86,86,58,199,201,17,23,24,31,10,17,15,20,73,76,177,219,8,18,14,29,32,4,47,4
2019-10-26,UFC Fight Night: Maia vs. Askren,raphael pessoa,jeff hughes,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,1,0,138,77,39,34,143,93,43,48,0,0,0,0,0,0,6,76,22,10,112,46,3,6,8,9,14,18,18,22,32,28,125,68,7,3,13,4,0,3,0,5
2019-10-26,UFC Fight Night: Maia vs. Askren,loma lookboonmee,aleksandra albu,3,300,Women's Strawweight,Decision - Split,1,Orthodox,Orthodox,0,0,151,157,99,65,164,171,112,77,0,0,1,1,6,3,22,122,31,42,66,128,54,21,71,25,14,2,14,4,38,34,74,114,61,29,77,39,0,2,0,4
2019-10-26,UFC Fight Night: Maia vs. Askren,frank camacho,beneil dariush,1,122,Lightweight,Submission,0,Orthodox,Southpaw,0,0,9,18,3,13,9,19,3,14,0,1,0,2,0,2,0,45,1,8,7,13,2,3,2,3,0,2,0,2,2,11,8,16,1,2,1,2,0,0,0,0
2019-10-26,UFC Fight Night: Maia vs. Askren,enrique barzola,movsar evloev,3,300,Featherweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,234,233,78,71,239,244,83,78,0,0,1,4,5,11,38,132,48,63,189,220,21,3,31,5,9,5,14,8,64,66,212,221,6,4,7,10,8,1,15,2
2019-10-26,UFC Fight Night: Maia vs. Askren,michael johnson,stevie ray,3,300,Lightweight,Decision - Majority,0,Southpaw,Southpaw,0,0,173,188,78,85,176,207,81,104,0,0,0,1,0,4,0,174,46,59,134,156,19,4,26,4,13,22,13,28,77,57,172,142,1,0,1,0,0,28,0,46
2019-10-26,UFC Fight Night: Maia vs. Askren,demian maia,ben askren,3,234,Welterweight,Submission,1,Southpaw,Orthodox,0,0,122,127,69,63,137,168,84,102,1,0,0,4,0,7,89,114,44,54,88,116,25,4,34,6,0,5,0,5,49,46,99,108,17,11,20,13,3,6,3,6
2019-10-26,UFC Fight Night: Maia vs. Askren,ciryl gane,dontale mayes,3,286,Heavyweight,Submission,1,Orthodox,Orthodox,1,0,168,121,94,32,173,132,99,40,1,0,3,0,3,0,135,2,50,14,112,90,30,5,40,9,14,13,16,22,68,30,128,118,22,2,29,3,4,0,11,0
2019-10-26,UFC Fight Night: Maia vs. Askren,alex white,rafael fiziev,3,300,Lightweight,Decision - Unanimous,0,Southpaw,Switch,0,0,133,131,55,66,146,138,66,73,0,0,0,1,11,1,61,95,37,40,102,86,15,12,27,26,3,14,4,19,36,52,107,109,18,14,25,22,1,0,1,0
2019-10-26,UFC Fight Night: Maia vs. Askren,randa markos,ashley yoder,3,300,Women's Strawweight,Decision - Split,1,Orthodox,Southpaw,0,0,140,107,78,44,158,148,94,82,0,0,0,2,1,6,185,336,58,30,116,84,10,11,13,16,10,3,11,7,42,24,93,80,26,5,33,10,10,15,14,17
2019-10-26,UFC Fight Night: Maia vs. Askren,muslim salikhov,laureano staropoli,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,132,138,63,42,133,144,64,48,0,0,3,0,5,3,30,0,41,26,105,110,15,13,20,25,7,3,7,3,49,40,109,135,11,2,18,3,3,0,5,0
2019-10-26,UFC Fight Night: Maia vs. Askren,maurice greene,sergei pavlovich,1,131,Heavyweight,KO/TKO,0,Orthodox,Southpaw,0,1,22,37,8,20,22,38,8,21,0,0,0,0,0,0,0,15,1,20,11,36,1,0,2,1,6,0,9,0,8,7,22,17,0,5,0,8,0,8,0,12
2019-11-02,UFC 244: Masvidal vs. Diaz,katlyn cerminara,jennifer maia,3,300,Women's Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,180,231,73,58,217,248,109,74,0,0,0,1,1,2,0,150,45,31,142,193,15,5,21,13,13,22,17,25,73,57,180,228,0,1,0,2,0,0,0,1
2019-11-02,UFC 244: Masvidal vs. Diaz,julio arce,hakeem dawodu,3,300,Featherweight,Decision - Split,0,Southpaw,Orthodox,0,0,124,139,32,55,162,170,64,83,0,0,1,0,3,0,56,219,21,15,101,79,11,25,22,42,0,15,1,18,28,40,116,121,4,11,8,14,0,4,0,4
2019-11-02,UFC 244: Masvidal vs. Diaz,corey anderson,johnny walker,1,127,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,39,3,22,1,43,3,26,1,0,0,1,0,2,0,22,19,21,0,38,2,1,0,1,0,0,1,0,1,5,1,15,3,10,0,13,0,7,0,11,0
2019-11-02,UFC 244: Masvidal vs. Diaz,lyman good,chance rencountre,3,123,Welterweight,KO/TKO,1,Orthodox,Southpaw,1,0,134,83,68,23,142,85,73,23,0,0,0,0,0,1,10,24,52,6,113,54,6,14,10,26,10,3,11,3,59,20,124,80,8,3,9,3,1,0,1,0
2019-11-02,UFC 244: Masvidal vs. Diaz,andrei arlovski,jairzinho rozenstruik,1,29,Heavyweight,KO/TKO,0,Orthodox,Orthodox,0,1,9,9,4,5,9,9,4,5,0,0,0,0,0,0,0,2,1,4,6,8,0,0,0,0,3,1,3,1,4,5,9,9,0,0,0,0,0,0,0,0
2019-11-02,UFC 244: Masvidal vs. Diaz,brad tavares,edmen shahbazyan,1,147,Middleweight,KO/TKO,0,Orthodox,Orthodox,0,2,23,38,3,14,23,38,3,14,0,0,0,0,0,0,0,4,1,12,19,36,1,2,1,2,1,0,3,0,3,10,22,32,0,2,1,4,0,2,0,2
2019-11-02,UFC 244: Masvidal vs. Diaz,jorge masvidal,nate diaz,3,300,Welterweight,TKO - Doctor's Stoppage,1,Orthodox,Southpaw,2,0,179,104,112,43,184,194,114,125,0,0,1,0,1,2,416,44,78,23,136,74,27,12,35,21,7,8,8,9,52,33,92,91,20,10,25,13,40,0,62,0
2019-11-02,UFC 244: Masvidal vs. Diaz,derrick lewis,blagoy ivanov,3,300,Heavyweight,Decision - Split,1,Orthodox,Southpaw,0,0,68,38,31,20,69,83,32,61,0,1,1,3,3,6,127,202,21,12,54,27,8,7,11,10,2,1,3,1,9,12,27,24,22,8,41,14,0,0,0,0
2019-11-02,UFC 244: Masvidal vs. Diaz,stephen thompson,vicente luque,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,1,0,242,175,138,77,242,175,138,77,0,0,0,0,0,0,11,1,111,26,212,107,21,9,23,18,6,42,7,50,126,76,227,172,3,1,3,3,9,0,12,0
2019-11-02,UFC 244: Masvidal vs. Diaz,shane burgos,makwan amirkhani,3,272,Featherweight,KO/TKO,1,Orthodox,Southpaw,1,0,155,48,105,22,217,49,161,23,0,1,0,3,0,19,211,259,61,21,108,46,41,1,43,2,3,0,4,0,39,21,78,47,15,0,17,0,51,1,60,1
2019-11-02,UFC 244: Masvidal vs. Diaz,kevin lee,gregor gillespie,1,167,Lightweight,KO/TKO,1,Orthodox,Orthodox,1,0,59,46,21,9,59,46,21,9,0,0,0,0,0,1,1,0,19,8,55,45,2,0,4,0,0,1,0,1,20,9,56,46,0,0,2,0,1,0,1,0
2019-11-02,UFC 244: Masvidal vs. Diaz,kelvin gastelum,darren till,3,300,Middleweight,Decision - Split,0,Southpaw,Southpaw,0,0,81,67,40,36,96,69,50,37,0,0,1,1,4,2,163,39,8,19,41,48,11,2,14,2,21,15,26,17,26,34,63,61,14,2,18,6,0,0,0,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,ramazan emeev,anthony rocco martin,3,300,Welterweight,Decision - Unanimous,0,Southpaw,Orthodox,0,0,92,140,30,41,105,148,43,48,0,2,0,0,9,0,164,11,26,22,84,119,2,0,4,0,2,19,4,21,24,41,86,140,6,0,6,0,0,0,0,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,alexander yakovlev,roosevelt roberts,3,300,Lightweight,Decision - Unanimous,0,Southpaw,Orthodox,0,0,49,98,20,28,71,128,38,56,0,0,3,0,8,0,379,114,8,22,34,90,6,2,9,4,6,4,6,4,12,27,38,96,1,1,1,2,7,0,10,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,abubakar nurmagomedov,david zawada,1,170,Welterweight,Submission,0,Orthodox,Orthodox,0,0,9,11,4,2,34,34,22,25,0,2,1,0,1,0,110,0,3,0,8,7,0,1,0,3,1,1,1,1,4,2,9,11,0,0,0,0,0,0,0,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,rustam khabilov,sergey khandozhko,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,28,51,12,25,79,219,56,188,0,0,4,0,12,0,636,7,6,12,21,33,3,0,4,3,3,13,3,15,8,23,23,49,0,2,0,2,4,0,5,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,shamil gamzatov,klidson abreu,3,300,Light Heavyweight,Decision - Split,1,Orthodox,Orthodox,0,0,138,78,64,32,158,95,82,47,0,0,0,1,1,2,11,105,10,11,59,48,23,7,34,15,31,14,45,15,64,31,138,76,0,1,0,1,0,0,0,1
2019-11-09,UFC Fight Night: Zabit vs. Kattar,zelim imadaev,danny roberts,2,294,Welterweight,KO/TKO,0,Orthodox,Southpaw,0,1,71,61,28,37,84,68,38,42,0,0,1,1,1,8,151,138,15,10,54,34,10,17,12,17,3,10,5,10,19,18,58,40,9,19,11,21,0,0,2,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,khadis ibragimov,ed herman,3,300,Light Heavyweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,102,140,53,81,124,183,70,121,0,0,2,0,4,4,373,139,48,49,95,103,4,17,6,19,1,15,1,18,43,36,91,79,10,43,11,59,0,2,0,2
2019-11-09,UFC Fight Night: Zabit vs. Kattar,zabit magomedsharipov,calvin kattar,3,300,Featherweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,250,213,96,80,255,260,100,127,0,0,1,0,4,0,52,0,46,61,181,184,14,11,33,21,36,8,36,8,95,71,249,204,0,0,0,0,1,9,1,9
2019-11-09,UFC Fight Night: Zabit vs. Kattar,grigory popov,davey grant,3,300,Bantamweight,Decision - Split,0,Switch,Orthodox,0,0,88,63,35,30,111,70,57,34,0,0,0,6,0,9,59,363,16,8,57,32,14,12,22,19,5,10,9,12,25,27,65,52,4,0,5,2,6,3,18,9
2019-11-09,UFC Fight Night: Zabit vs. Kattar,jessica-rose clark,pannie kianzad,3,300,Women's Bantamweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,157,238,65,98,163,243,71,103,0,0,0,0,2,1,18,49,37,71,117,194,6,14,16,30,22,13,24,14,65,93,157,229,0,5,0,9,0,0,0,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,magomed ankalaev,dalcha lungiambula,3,29,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,67,26,44,6,123,33,91,13,0,0,1,0,3,2,334,20,28,4,45,23,12,2,16,3,4,0,6,0,23,5,44,25,4,1,5,1,17,0,18,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,alexander volkov,greg hardy,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,152,135,86,46,152,140,86,51,0,0,0,0,0,2,0,0,44,23,101,92,26,13,32,29,16,10,19,14,86,46,152,135,0,0,0,0,0,0,0,0
2019-11-09,UFC Fight Night: Zabit vs. Kattar,roman kopylov,karl roberson,3,241,Middleweight,Submission,0,Southpaw,Southpaw,0,0,95,117,37,43,96,117,38,43,0,1,0,1,1,3,2,55,19,14,72,77,15,3,20,10,3,26,3,30,37,41,95,115,0,2,0,2,0,0,0,0
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,ariane da silva,isabela de padua,3,300,Women's Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,1,0,63,42,31,15,224,128,175,90,1,1,0,2,0,3,527,278,27,15,58,42,4,0,4,0,0,0,1,0,18,6,45,26,0,0,0,0,13,9,18,16
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,vanessa melo,tracy cortez,3,300,Women's Bantamweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,125,140,40,79,161,224,76,155,0,0,0,2,0,9,2,526,32,53,116,109,7,16,7,18,1,10,2,13,32,46,117,103,6,12,6,12,2,21,2,25
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,markus perez,wellington turman,3,300,Middleweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,96,120,49,48,103,132,56,59,0,0,0,2,1,9,81,402,33,35,72,103,13,8,21,12,3,5,3,5,26,23,67,91,21,19,26,21,2,6,3,8
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,ricardo ramos,eduardo garagorri,1,237,Featherweight,Submission,1,Orthodox,Orthodox,0,0,34,16,10,6,36,16,12,6,1,0,2,0,3,0,66,3,3,3,23,11,3,3,4,4,4,0,7,1,9,6,33,16,0,0,0,0,1,0,1,0
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,francisco trinaldo,king green,3,300,Lightweight,Decision - Unanimous,1,Southpaw,Orthodox,0,0,122,115,31,50,127,135,36,67,1,0,1,2,2,2,64,225,20,27,100,77,5,13,14,24,6,10,8,14,26,43,109,106,5,1,13,2,0,6,0,7
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,sergio moraes,james krause,3,259,Welterweight,KO/TKO,0,Orthodox,Orthodox,0,3,99,174,41,102,100,200,42,125,0,0,1,0,4,0,136,131,36,79,91,148,3,7,6,10,2,16,2,16,41,97,99,166,0,0,0,0,0,5,0,8
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,charles oliveira,jared gordon,1,86,Lightweight,KO/TKO,1,Orthodox,Orthodox,1,0,16,18,10,7,16,18,10,7,0,0,0,0,1,0,2,5,5,7,9,16,1,0,3,2,4,0,4,0,8,7,14,18,0,0,0,0,2,0,2,0
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,jan blachowicz,jacare souza,5,300,Light Heavyweight,Decision - Split,1,Orthodox,Orthodox,0,0,170,48,71,20,205,88,105,56,0,0,0,0,0,5,4,505,38,8,121,28,13,3,20,10,20,9,29,10,59,18,154,45,12,2,16,3,0,0,0,0
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,warlley alves,randy brown,2,82,Welterweight,Submission,0,Orthodox,Orthodox,0,0,11,30,3,16,18,38,8,24,2,1,3,1,3,1,257,72,1,11,8,23,0,3,0,4,2,2,3,3,1,9,9,18,0,3,0,5,2,4,2,7
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,douglas silva de andrade,renan barao,3,300,Featherweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,163,158,74,58,190,241,100,140,0,0,0,2,0,9,28,199,51,31,127,115,15,14,27,25,8,13,9,18,68,49,156,147,4,7,4,8,2,2,3,3
2019-11-16,UFC Fight Night: Blachowicz vs. Jacare,antonio arroyo,andre muniz,3,300,Middleweight,Decision - Unanimous,0,Orthodox,Southpaw,0,0,47,42,29,22,67,128,47,85,0,2,1,3,1,7,302,322,20,12,35,30,5,8,7,10,4,2,5,2,21,20,36,40,0,1,0,1,8,1,11,1
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,rob font,ricky simon,3,300,Bantamweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,202,154,90,59,212,161,100,65,0,0,1,6,1,16,11,197,78,45,188,136,10,10,12,13,2,4,2,5,84,46,192,141,6,11,10,11,0,2,0,2
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,billy quarantillo,jacob kilburn,2,198,Featherweight,Submission,1,Orthodox,Orthodox,0,0,86,6,74,3,165,9,139,6,5,0,1,0,1,0,444,13,63,0,74,2,9,3,10,4,2,0,2,0,2,2,2,5,4,1,4,1,68,0,80,0
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,thiago alves,tim means,1,158,Welterweight,Submission,0,Orthodox,Orthodox,0,1,26,41,13,23,26,42,13,24,0,1,0,0,0,3,0,43,7,14,20,31,3,8,3,9,3,1,3,1,12,12,24,26,1,2,2,3,0,9,0,12
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,virna jandiroba,mallory martin,2,76,Women's Strawweight,Submission,1,Orthodox,Orthodox,0,0,20,30,7,9,35,39,20,17,3,0,3,0,4,0,221,30,4,6,15,27,3,3,5,3,0,0,0,0,5,7,17,27,2,2,3,3,0,0,0,0
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,alistair overeem,jairzinho rozenstruik,5,296,Heavyweight,KO/TKO,0,Orthodox,Orthodox,0,1,105,209,74,89,135,229,101,109,0,0,2,0,10,0,499,5,48,57,76,169,12,16,13,20,14,16,16,20,46,68,76,180,9,19,9,27,19,2,20,2
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,bryce mitchell,matt sayles,1,260,Featherweight,Submission,1,Southpaw,Orthodox,0,0,7,4,6,2,28,9,24,6,1,0,1,0,1,0,239,0,5,2,6,3,1,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,5,2,6,2
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,joe solecki,matt wiman,3,300,Lightweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,70,22,56,10,217,33,177,20,0,0,4,0,5,0,749,6,50,7,63,19,4,1,5,1,2,2,2,2,7,3,8,15,1,1,1,1,48,6,61,6
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,makhmud muradov,trevor smith,3,249,Middleweight,KO/TKO,1,Orthodox,Orthodox,1,0,183,96,91,39,183,96,91,39,1,0,1,0,1,1,6,6,59,20,143,71,32,5,40,8,0,14,0,17,91,38,182,95,0,1,1,1,0,0,0,0
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,aspen ladd,yana santos,3,33,Women's Bantamweight,KO/TKO,1,Orthodox,Orthodox,1,0,85,81,47,47,137,129,85,92,0,0,2,0,3,0,248,231,40,10,77,38,7,28,8,31,0,9,0,12,20,21,48,48,2,26,5,32,25,0,32,1
2019-12-07,UFC Fight Night: Overeem vs. Rozenstruik,stefan struve,ben rothwell,2,297,Heavyweight,KO/TKO,0,Orthodox,Orthodox,0,1,77,101,53,58,87,114,63,71,0,0,0,0,1,1,3,278,18,41,39,83,20,13,22,13,15,4,16,5,46,33,70,66,7,20,7,29,0,5,0,6
2019-12-14,UFC 245: Usman vs. Covington,kamaru usman,colby covington,5,250,UFC Welterweight Title,KO/TKO,1,Switch,Orthodox,2,0,360,395,175,143,360,395,175,143,0,0,0,0,0,0,11,0,116,103,279,341,53,28,74,39,6,12,7,15,156,143,340,395,5,0,5,0,14,0,15,0
2019-12-14,UFC 245: Usman vs. Covington,punahele soriano,oskar piechota,1,197,Middleweight,KO/TKO,1,Southpaw,Southpaw,2,0,44,17,26,8,46,20,26,11,0,0,1,0,1,0,74,18,20,4,37,11,6,3,7,4,0,1,0,2,10,3,19,12,2,4,3,4,14,1,22,1
2019-12-14,UFC 245: Usman vs. Covington,amanda nunes,germaine de randamie,5,300,UFC Women's Bantamweight Title,Decision - Unanimous,1,Orthodox,Orthodox,0,0,184,73,79,40,337,175,199,126,2,1,8,0,11,0,1109,100,63,19,162,48,4,11,6,15,12,10,16,10,15,19,46,42,2,12,3,13,62,9,135,18
2019-12-14,UFC 245: Usman vs. Covington,max holloway,alexander volkanovski,5,300,UFC Featherweight Title,Decision - Unanimous,0,Orthodox,Orthodox,0,0,303,303,134,157,304,303,135,157,0,0,0,0,0,4,2,44,85,67,233,178,32,15,44,32,17,75,26,93,132,156,301,302,2,1,2,1,0,0,0,0
2019-12-14,UFC 245: Usman vs. Covington,ian heinisch,omari akhmedov,3,300,Middleweight,Decision - Unanimous,0,Orthodox,Orthodox,0,0,103,166,53,55,121,180,70,69,0,0,3,2,10,4,149,91,26,41,62,139,13,10,27,23,14,4,14,4,46,48,94,159,4,7,6,7,3,0,3,0
2019-12-14,UFC 245: Usman vs. Covington,ketlen vieira,irene aldana,1,291,Women's Bantamweight,KO/TKO,0,Orthodox,Orthodox,0,1,76,71,20,26,76,71,20,26,0,0,0,0,0,0,0,2,19,13,75,52,1,7,1,13,0,6,0,6,20,24,76,69,0,0,0,0,0,2,0,2
2019-12-14,UFC 245: Usman vs. Covington,chase hooper,daniel teymur,1,274,Featherweight,KO/TKO,1,Southpaw,Orthodox,0,0,36,6,20,2,70,6,37,2,2,1,1,0,3,0,193,40,17,2,32,6,2,0,3,0,1,0,1,0,3,2,4,4,1,0,1,0,16,0,31,2
2019-12-14,UFC 245: Usman vs. Covington,matt brown,ben saunders,2,295,Welterweight,KO/TKO,1,Orthodox,Orthodox,0,0,47,23,30,12,59,49,40,38,0,4,2,0,3,0,454,10,27,10,43,17,2,2,3,6,1,0,1,0,10,5,20,15,2,0,2,0,18,7,25,8
2019-12-14,UFC 245: Usman vs. Covington,brandon moreno,kai kara-france,3,300,Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,276,231,91,82,276,231,91,82,0,0,0,0,0,0,0,0,78,57,261,194,12,10,14,17,1,15,1,20,91,82,276,231,0,0,0,0,0,0,0,0
2019-12-14,UFC 245: Usman vs. Covington,petr yan,urijah faber,3,43,Bantamweight,KO/TKO,1,Switch,Orthodox,3,0,108,76,54,18,116,86,62,28,0,0,2,0,2,3,87,16,40,14,90,64,11,2,14,9,3,2,4,3,26,15,73,71,14,3,17,5,14,0,18,0
2019-12-14,UFC 245: Usman vs. Covington,marlon moraes,jose aldo,3,300,Bantamweight,Decision - Split,1,Orthodox,Orthodox,0,0,137,147,59,58,137,152,59,63,0,0,1,0,2,0,20,0,48,39,124,109,7,16,9,34,4,3,4,4,58,57,136,146,1,1,1,1,0,0,0,0
2019-12-14,UFC 245: Usman vs. Covington,geoff neal,mike perry,1,90,Welterweight,KO/TKO,1,Southpaw,Orthodox,1,0,23,10,15,5,23,10,15,5,0,0,0,0,0,0,2,0,12,1,18,3,1,2,3,4,2,2,2,3,12,5,20,10,0,0,0,0,3,0,3,0
2019-12-14,UFC 245: Usman vs. Covington,jessica eye,viviane araujo,3,300,Women's Flyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,196,122,98,56,198,135,100,69,0,0,0,2,1,7,13,103,40,39,121,103,29,7,40,7,29,10,35,12,91,51,188,114,7,2,8,4,0,3,0,4
2019-12-21,UFC Fight Night: Edgar vs. The Korean Zombie,dong hyun ma,omar morales,3,300,Lightweight,Decision - Unanimous,0,Orthodox,Orthodox,0,1,56,89,15,32,63,123,21,60,0,0,0,1,0,1,0,365,6,22,43,78,2,9,5,10,7,1,8,1,15,20,56,69,0,0,0,0,0,12,0,20
2019-12-21,UFC Fight Night: Edgar vs. The Korean Zombie,ciryl gane,tanner boser,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,160,104,65,32,160,104,65,32,0,0,0,0,1,0,0,0,36,13,125,83,22,5,27,6,7,14,8,15,57,32,151,104,8,0,9,0,0,0,0,0
2019-12-21,UFC Fight Night: Edgar vs. The Korean Zombie,kyung ho kang,pingyuan liu,3,300,Bantamweight,Decision - Split,1,Orthodox,Orthodox,0,0,40,53,20,25,153,149,108,114,0,0,3,0,7,0,743,17,17,16,37,42,2,2,2,2,1,7,1,9,8,8,26,33,0,0,0,0,12,17,14,20
