event_date,event_name,fighter_red,fighter_blue,round,time,weight_class,win_method,winner,stance_red,stance_blue,knockdowns_red,knockdowns_blue,sig_attempts_red,sig_attempts_blue,sig_strikes_red,sig_strikes_blue,total_strikes_attempts_red,total_strikes_attempts_blue,total_strikes_red,total_strikes_blue,sub_attempts_red,sub_attempts_blue,takedowns_red,takedowns_blue,takedown_attempts_red,takedown_attempts_blue,control_time_red,control_time_blue,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue
2006-11-18,UFC 65: Bad Intentions,antoni hardonk,sherman pendergarst,1,195,Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,12,11,10,4,18,21,15,14,0,0,0,1,0,1,0,164,5,4,6,10,2,0,3,1,3,0,3,0,7,0,8,5,3,0,4,1,0,4,0,5
2006-11-18,UFC 65: Bad Intentions,drew mcfedries,alessio sakara,1,247,Light Heavyweight,KO/TKO,1,Southpaw,Orthodox,1,0,57,58,30,32,63,59,36,33,0,0,1,0,1,2,33,11,21,28,47,52,7,4,7,6,2,0,3,0,13,15,34,33,5,17,8,25,12,0,15,0
2006-11-18,UFC 65: Bad Intentions,brandon vera,frank mir,1,69,Heavyweight,KO/TKO,1,Orthodox,Southpaw,0,0,21,7,15,2,24,7,17,2,0,0,0,0,0,1,34,0,13,2,19,7,1,0,1,0,1,0,1,0,5,2,10,7,2,0,2,0,8,0,9,0
2006-11-18,UFC 65: Bad Intentions,james irvin,hector ramirez,2,156,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,34,48,17,33,35,81,18,66,0,1,0,3,0,5,6,221,4,24,14,38,2,5,3,6,11,4,17,4,13,15,27,24,1,10,3,13,3,8,4,11
2006-11-18,UFC 65: Bad Intentions,jake obrien,josh shockman,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,31,40,13,13,132,83,106,50,0,0,10,0,13,0,622,26,12,1,30,22,1,2,1,7,0,10,0,11,0,13,7,40,0,0,0,0,13,0,24,0
2006-11-18,UFC 65: Bad Intentions,nick diaz,gleison tibau,2,147,Welterweight,KO/TKO,1,Southpaw,Southpaw,0,0,51,9,24,0,158,16,117,7,1,1,0,0,1,3,197,222,24,0,51,9,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,23,0,49,8
2006-12-13,UFC Fight Night: Sanchez vs Riggs,alan belcher,jorge santiago,3,165,Middleweight,KO/TKO,1,Orthodox,Orthodox,1,0,76,59,29,14,122,69,71,24,2,3,1,0,2,3,259,146,11,11,54,53,1,1,2,3,17,2,20,3,14,12,50,54,5,1,5,2,10,1,21,3
2006-12-13,UFC Fight Night: Sanchez vs Riggs,karo parisyan,drew fickett,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,147,128,56,47,196,145,101,63,0,0,3,1,4,7,285,72,55,21,146,92,1,11,1,13,0,15,0,23,33,27,96,91,10,9,27,17,13,11,24,20
2006-12-13,UFC Fight Night: Sanchez vs Riggs,diego sanchez,joe riggs,1,105,Welterweight,KO/TKO,1,Southpaw,Southpaw,2,0,10,6,6,3,10,6,6,3,0,0,0,0,1,0,4,0,5,2,9,4,1,1,1,2,0,0,0,0,3,3,7,6,0,0,0,0,3,0,3,0
2006-12-13,UFC Fight Night: Sanchez vs Riggs,brock larson,keita nakamura,3,300,Welterweight,Decision - Unanimous,1,Southpaw,Southpaw,0,0,55,44,22,16,79,104,42,75,0,1,5,0,20,1,601,1,20,14,52,42,2,2,3,2,0,0,0,0,11,13,36,38,4,2,7,5,7,1,12,1
2006-12-13,UFC Fight Night: Sanchez vs Riggs,marcus davis,shonie carter,3,300,Welterweight,Decision - Unanimous,1,Southpaw,Southpaw,1,0,106,86,54,27,122,102,69,39,2,0,1,0,2,0,171,93,38,9,86,63,7,3,10,6,9,15,10,17,44,22,93,72,9,2,12,5,1,3,1,9
2006-12-13,UFC Fight Night: Sanchez vs Riggs,luigi fioravanti,dave menne,1,284,Welterweight,KO/TKO,1,Orthodox,Orthodox,1,0,50,42,23,8,59,42,31,8,0,2,1,0,1,2,32,0,14,2,40,30,5,2,5,2,4,4,5,10,14,8,35,41,7,0,10,1,2,0,5,0
2006-12-13,UFC Fight Night: Sanchez vs Riggs,david heath,victor valimaki,3,300,Light Heavyweight,Decision - Split,1,Orthodox,Orthodox,0,0,132,209,44,66,136,226,48,83,0,0,0,1,0,3,5,59,24,46,103,181,9,8,15,13,11,12,14,15,36,53,118,183,7,8,13,17,1,5,1,9
2006-12-13,UFC Fight Night: Sanchez vs Riggs,logan clark,steve byrnes,3,300,Middleweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,55,35,40,18,219,64,183,45,2,4,0,3,0,5,229,539,27,16,40,33,11,2,13,2,2,0,2,0,2,1,6,3,14,3,22,3,24,14,27,29
2006-12-13,UFC Fight Night: Sanchez vs Riggs,josh koscheck,jeff joslin,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,44,54,14,18,80,119,48,83,1,1,6,0,12,0,557,0,12,8,42,43,1,1,1,2,1,9,1,9,3,18,20,54,0,0,0,0,11,0,24,0
2006-12-30,UFC 66: Liddell vs Ortiz 2,andrei arlovski,marcio cruz,1,195,Heavyweight,KO/TKO,1,Orthodox,Orthodox,0,0,11,2,7,0,37,2,32,0,1,2,0,0,0,5,82,52,5,0,9,2,0,0,0,0,2,0,2,0,2,0,6,2,0,0,0,0,5,0,5,0
2006-12-30,UFC 66: Liddell vs Ortiz 2,gabriel gonzaga,carmelo marrero,1,202,Heavyweight,Submission,1,Orthodox,Orthodox,0,0,10,2,4,1,33,7,23,6,3,0,1,0,1,1,177,0,4,1,10,2,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,3,1,7,1
2006-12-30,UFC 66: Liddell vs Ortiz 2,michael bisping,eric schafer,1,264,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,0,0,33,6,19,3,35,13,21,10,0,2,0,3,1,7,40,151,15,1,28,3,3,2,4,3,1,0,1,0,7,0,15,1,2,2,2,4,10,1,16,1
2006-12-30,UFC 66: Liddell vs Ortiz 2,keith jardine,forrest griffin,1,281,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,0,0,63,56,36,17,63,56,36,17,0,0,0,0,0,1,11,0,28,8,55,44,2,0,2,0,6,9,6,12,24,16,51,55,4,1,4,1,8,0,8,0
2006-12-30,UFC 66: Liddell vs Ortiz 2,jason macdonald,chris leben,2,243,Middleweight,Submission,1,Orthodox,Southpaw,0,0,27,34,9,15,53,71,35,52,1,0,1,2,5,2,287,109,2,13,14,30,4,2,6,2,3,0,7,2,4,3,17,11,5,10,10,18,0,2,0,5
2006-12-30,UFC 66: Liddell vs Ortiz 2,christian wellisch,anthony perosh,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,1,1,206,107,61,48,249,137,98,76,0,0,1,3,1,11,178,257,56,40,200,98,1,0,2,1,4,8,4,8,37,25,157,71,16,16,28,27,8,7,21,9
2006-12-30,UFC 66: Liddell vs Ortiz 2,yushin okami,rory singer,3,243,Middleweight,KO/TKO,1,Southpaw,Orthodox,0,0,83,93,35,28,125,101,74,35,0,0,3,0,4,1,409,30,24,5,70,68,5,5,5,5,6,18,8,20,10,10,52,72,7,18,7,21,18,0,24,0
2006-12-30,UFC 66: Liddell vs Ortiz 2,chuck liddell,tito ortiz,3,239,UFC Light Heavyweight Title,KO/TKO,1,Orthodox,Orthodox,1,0,132,76,49,21,138,76,51,21,0,0,0,1,0,8,73,19,40,7,123,55,5,5,5,6,4,9,4,15,33,19,86,74,1,2,2,2,15,0,44,0
2006-12-30,UFC 66: Liddell vs Ortiz 2,thiago alves,tony desouza,2,70,Welterweight,KO/TKO,1,Orthodox,Southpaw,2,0,49,10,26,1,65,11,41,2,1,0,0,0,0,8,104,26,26,0,48,9,0,1,0,1,0,0,1,0,3,0,8,9,0,1,0,1,23,0,41,0
2007-01-25,UFC Fight Night: Evans vs Salmon,ed herman,chris price,1,178,Middleweight,Submission,1,Orthodox,Southpaw,0,0,9,5,5,5,22,9,13,8,1,1,1,0,2,0,163,3,5,1,9,1,0,4,0,4,0,0,0,0,0,1,1,1,1,4,1,4,4,0,7,0
2007-01-25,UFC Fight Night: Evans vs Salmon,din thomas,clay guida,3,300,Lightweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,113,105,33,33,131,170,51,93,1,0,0,5,0,16,48,412,28,29,108,99,1,1,1,3,4,3,4,3,27,13,103,69,4,1,7,3,2,19,3,33
2007-01-25,UFC Fight Night: Evans vs Salmon,joshua burkman,chad reiner,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,49,30,27,6,94,68,69,41,0,2,9,1,12,3,736,87,16,3,37,22,3,2,3,4,8,1,9,4,4,3,15,24,9,3,10,6,14,0,24,0
2007-01-25,UFC Fight Night: Evans vs Salmon,rich clementi,ross pointon,2,293,Welterweight,Submission,1,Southpaw,Orthodox,0,0,63,104,23,23,66,104,26,23,1,0,1,0,1,0,42,0,8,6,43,86,5,2,7,3,10,15,13,15,23,21,63,100,0,2,0,4,0,0,0,0
2007-01-25,UFC Fight Night: Evans vs Salmon,jake obrien,heath herring,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,1,41,61,13,11,76,83,46,32,1,1,6,1,8,1,595,41,12,9,40,59,1,2,1,2,0,0,0,0,2,4,20,49,0,0,0,3,11,7,21,9
2007-01-25,UFC Fight Night: Evans vs Salmon,nate marquardt,dean lister,3,300,Middleweight,Decision - Unanimous,1,Orthodox,Orthodox,4,0,98,43,53,18,112,55,66,27,0,0,2,0,2,11,503,0,42,9,84,32,5,0,8,0,6,9,6,11,24,17,59,40,12,0,14,2,17,1,25,1
2007-01-25,UFC Fight Night: Evans vs Salmon,hermes franca,spencer fisher,2,243,Lightweight,KO/TKO,1,Orthodox,Southpaw,0,0,80,61,25,24,118,90,57,52,2,0,2,0,5,0,233,4,23,10,76,43,2,8,4,11,0,6,0,7,12,22,43,53,5,1,10,7,8,1,27,1
2007-01-25,UFC Fight Night: Evans vs Salmon,rashad evans,sean salmon,2,66,Light Heavyweight,KO/TKO,1,Orthodox,Southpaw,1,0,35,28,13,10,35,33,13,15,0,0,0,2,0,3,3,52,10,10,30,27,3,0,5,1,0,0,0,0,6,2,26,16,6,2,8,5,1,6,1,7
2007-02-03,UFC 67: All or Nothing,quinton jackson,marvin eastman,2,229,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,1,0,74,54,45,15,84,64,55,25,0,0,0,0,1,1,61,31,31,9,59,47,12,5,13,5,2,1,2,2,13,5,34,41,31,10,39,13,1,0,1,0
2007-02-03,UFC 67: All or Nothing,frankie edgar,tyson griffin,3,300,Lightweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,100,115,55,38,141,119,92,42,0,4,8,3,15,6,299,98,43,18,86,91,11,10,12,13,1,10,2,11,13,33,46,109,24,4,31,5,18,1,23,1
2007-02-03,UFC 67: All or Nothing,patrick cote,scott smith,3,300,Middleweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,86,90,50,34,94,91,58,35,0,0,1,0,3,3,146,171,24,28,56,76,10,2,12,5,16,4,18,9,28,19,47,58,19,15,32,32,3,0,7,0
2007-02-03,UFC 67: All or Nothing,terry martin,jorge rivera,1,14,Middleweight,KO/TKO,1,Orthodox,Orthodox,1,0,4,2,4,1,4,2,4,1,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,1,0,1,0,1,1,1,1,2,0,0,0,0,3,0,3,0
2007-02-03,UFC 67: All or Nothing,dustin hazelett,diego saraiva,3,300,Lightweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,105,32,44,14,147,78,83,59,1,0,1,4,1,8,255,346,39,12,96,29,2,1,2,1,3,1,7,2,18,10,47,26,5,0,7,0,21,4,51,6
2007-02-03,UFC 67: All or Nothing,roger huerta,john halverson,1,19,Lightweight,KO/TKO,1,Orthodox,Southpaw,0,0,18,2,13,1,18,2,13,1,0,0,1,0,1,0,12,0,13,0,18,1,0,1,0,1,0,0,0,0,0,1,1,2,0,0,0,0,13,0,17,0
2007-02-03,UFC 67: All or Nothing,mirko filipovic,eddie sanchez,1,273,Heavyweight,KO/TKO,1,Southpaw,Orthodox,1,0,39,40,20,5,51,40,32,5,0,0,0,0,0,0,58,0,16,4,34,38,3,1,3,1,1,0,2,1,12,3,26,37,1,2,3,3,7,0,10,0
2007-02-03,UFC 67: All or Nothing,anderson silva,travis lutter,2,131,Middleweight,Submission,1,Southpaw,Orthodox,0,0,11,16,9,8,33,22,28,14,2,0,0,3,0,5,26,294,8,7,9,15,0,1,1,1,1,0,1,0,2,0,3,2,0,0,0,0,7,8,8,14
2007-02-03,UFC 67: All or Nothing,lyoto machida,sam hoger,3,300,Light Heavyweight,Decision - Unanimous,1,Southpaw,Orthodox,1,0,95,47,62,11,117,78,84,40,0,0,4,1,4,7,466,25,42,6,69,37,6,3,8,6,14,2,18,4,35,11,53,41,5,0,9,5,22,0,33,1
2007-03-03,UFC 68: The Uprising,jamie varner,jason gilliam,1,94,Lightweight,Submission,1,Orthodox,Orthodox,0,0,13,2,7,0,16,3,10,1,2,0,1,0,1,0,81,0,6,0,12,2,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,6,0,12,0
2007-03-03,UFC 68: The Uprising,jon fitch,luigi fioravanti,2,185,Welterweight,Submission,1,Orthodox,Orthodox,0,0,42,25,19,14,93,32,69,21,2,0,2,0,7,0,262,37,7,3,25,13,7,3,10,4,5,8,7,8,6,4,17,13,6,10,10,12,7,0,15,0
2007-03-03,UFC 68: The Uprising,matt hughes,chris lytle,3,300,Welterweight,Decision - Unanimous,1,Switch,Orthodox,0,0,21,16,13,5,68,55,60,44,3,3,2,0,3,0,790,46,11,1,19,11,2,4,2,5,0,0,0,0,0,1,0,9,0,0,0,0,13,4,21,7
2007-03-03,UFC 68: The Uprising,randy couture,tim sylvia,5,300,UFC Heavyweight Title,Decision - Unanimous,1,Orthodox,Orthodox,1,0,138,106,73,25,205,123,138,39,0,0,7,0,10,0,950,45,57,22,119,102,13,3,16,4,3,0,3,0,40,15,90,92,2,5,2,9,31,5,46,5
2007-03-03,UFC 68: The Uprising,jason lambert,renato sobral,2,216,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,2,0,30,22,19,5,85,41,64,23,0,1,2,1,2,1,191,238,15,4,26,15,3,1,3,6,1,0,1,1,3,2,3,11,8,2,11,8,8,1,16,3
2007-03-03,UFC 68: The Uprising,rich franklin,jason macdonald,2,300,Middleweight,KO/TKO,1,Southpaw,Orthodox,0,0,89,27,49,16,103,38,63,27,0,0,1,1,1,11,296,118,44,0,83,11,3,3,4,3,2,13,2,13,10,4,24,14,9,11,11,12,30,1,54,1
2007-03-03,UFC 68: The Uprising,gleison tibau,jason dent,3,300,Lightweight,Decision - Unanimous,1,Southpaw,Orthodox,0,0,83,42,36,12,174,151,112,116,1,0,5,0,6,0,743,0,33,4,79,27,1,4,1,9,2,4,3,6,6,10,25,39,0,1,0,2,30,1,58,1
2007-03-03,UFC 68: The Uprising,martin kampmann,drew mcfedries,1,246,Middleweight,Submission,1,Orthodox,Southpaw,0,1,32,33,15,16,48,34,30,17,1,0,1,0,1,0,121,11,9,16,23,32,6,0,9,1,0,0,0,0,9,11,21,24,2,1,6,4,4,4,5,5
2007-03-03,UFC 68: The Uprising,matt hamill,rex holman,1,240,Light Heavyweight,KO/TKO,1,Orthodox,Southpaw,0,0,49,32,29,11,68,36,45,15,0,0,0,0,1,4,58,0,28,3,47,20,1,1,2,2,0,7,0,10,10,10,25,29,4,1,5,3,15,0,19,0
2007-04-05,UFC Fight Night: Stevenson vs Guillard,joe stevenson,melvin guillard,1,27,Lightweight,Submission,1,Orthodox,Orthodox,0,0,3,7,2,1,3,7,2,1,1,0,1,0,1,0,11,3,2,1,3,7,0,0,0,0,0,0,0,0,2,1,2,7,0,0,0,0,0,0,1,0
2007-04-05,UFC Fight Night: Stevenson vs Guillard,justin mccully,antoni hardonk,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,40,35,21,26,120,61,80,50,0,1,3,0,5,0,809,0,19,10,38,18,0,14,0,15,2,2,2,2,2,3,3,6,1,23,1,29,18,0,36,0
2007-04-05,UFC Fight Night: Stevenson vs Guillard,wilson gouveia,seth petruzelli,2,39,Light Heavyweight,Submission,1,Orthodox,Orthodox,0,0,39,30,17,8,59,48,37,26,1,0,1,1,1,1,194,13,10,4,29,26,1,0,2,0,6,4,8,4,6,7,15,26,2,1,3,4,9,0,21,0
2007-04-05,UFC Fight Night: Stevenson vs Guillard,roan carneiro,rich clementi,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,36,27,22,9,77,77,59,59,4,0,7,0,8,0,711,9,16,5,30,23,4,2,4,2,2,2,2,2,7,6,12,21,9,3,10,6,6,0,14,0
2007-04-05,UFC Fight Night: Stevenson vs Guillard,thiago tavares,naoyuki kotani,3,300,Lightweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,28,30,21,12,175,94,159,72,2,1,4,1,6,2,309,354,13,3,18,17,7,1,7,2,1,8,3,11,5,8,11,22,0,3,0,5,16,1,17,3
2007-04-05,UFC Fight Night: Stevenson vs Guillard,drew fickett,keita nakamura,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,174,88,79,32,241,118,132,49,0,0,2,2,5,2,403,181,36,29,125,85,37,2,43,2,6,1,6,1,16,18,58,63,34,8,46,12,29,6,70,13
2007-04-05,UFC Fight Night: Stevenson vs Guillard,kenny florian,dokonjonosuke mishima,3,237,Lightweight,Submission,1,Southpaw,Southpaw,0,0,72,36,38,6,132,58,94,28,1,2,1,1,1,10,435,89,25,4,57,30,2,1,3,4,11,1,12,2,15,3,30,26,4,2,5,5,19,1,37,5
2007-04-05,UFC Fight Night: Stevenson vs Guillard,kurt pellegrino,nate mohr,1,178,Lightweight,Submission,1,Orthodox,Orthodox,0,0,7,11,4,6,12,21,9,16,1,0,1,0,2,0,114,0,3,4,6,8,1,2,1,2,0,0,0,1,0,1,2,3,0,3,0,3,4,2,5,5
2007-04-05,UFC Fight Night: Stevenson vs Guillard,kuniyoshi hironaka,forrest petz,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,45,35,26,7,138,54,115,26,1,0,5,0,12,0,602,48,20,4,38,28,4,1,4,3,2,2,3,4,4,4,14,27,3,3,4,8,19,0,27,0
2007-04-07,UFC 69: Shootout,marcus davis,pete spratt,2,177,Welterweight,Submission,1,Southpaw,Orthodox,0,0,20,21,6,7,32,29,18,15,1,0,3,0,3,0,330,20,6,3,20,14,0,1,0,3,0,3,0,4,5,5,17,16,0,2,1,3,1,0,2,2
2007-04-07,UFC 69: Shootout,luke cummo,josh haynes,2,165,Welterweight,KO/TKO,1,Orthodox,Orthodox,1,0,89,55,38,9,94,61,43,15,0,0,0,1,1,4,29,22,19,4,66,48,16,3,20,4,3,2,3,3,31,7,77,51,7,2,12,4,0,0,0,0
2007-04-07,UFC 69: Shootout,roger huerta,leonard garcia,3,300,Lightweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,206,89,85,29,300,134,152,58,0,2,6,0,7,1,606,65,79,23,198,75,6,3,8,6,0,3,0,8,19,17,77,63,17,9,41,21,49,3,88,5
2007-04-07,UFC 69: Shootout,matt serra,georges st-pierre,1,205,UFC Welterweight Title,KO/TKO,1,Orthodox,Orthodox,2,0,40,23,20,6,40,23,20,6,0,0,0,0,0,1,0,5,13,4,31,20,3,0,5,0,4,2,4,3,13,6,29,23,0,0,0,0,7,0,11,0
2007-04-07,UFC 69: Shootout,thales leites,pete sell,3,300,Middleweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,84,14,56,3,155,25,125,14,4,2,3,0,8,0,654,35,48,1,75,10,3,2,4,4,5,0,5,0,12,2,24,11,3,0,5,0,41,1,55,3
2007-04-07,UFC 69: Shootout,kendall grove,alan belcher,2,282,Middleweight,Submission,1,Orthodox,Orthodox,0,0,74,13,41,8,128,15,95,10,2,0,1,1,1,7,284,132,25,0,52,5,10,5,16,5,6,3,6,3,13,7,32,11,20,0,29,1,8,1,13,1
2007-04-07,UFC 69: Shootout,josh koscheck,diego sanchez,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,116,116,30,12,119,116,33,12,0,0,1,0,1,0,14,7,23,6,107,108,3,0,5,2,4,6,4,6,30,12,116,116,0,0,0,0,0,0,0,0
2007-04-07,UFC 69: Shootout,heath herring,brad imes,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,2,0,123,52,64,19,232,74,163,35,0,2,1,1,1,2,553,76,53,15,112,47,7,3,7,4,4,1,4,1,26,10,64,36,5,5,9,8,33,4,50,8
2007-04-07,UFC 69: Shootout,yushin okami,mike swick,3,300,Middleweight,Decision - Unanimous,1,Southpaw,Orthodox,0,0,55,99,28,28,170,121,129,48,2,0,4,0,9,0,431,58,24,14,50,77,2,3,2,6,2,11,3,16,12,16,34,83,4,11,4,15,12,1,17,1
2007-04-21,UFC 70: Nations Collide,junior assuncao,david lee,2,115,Lightweight,Submission,1,Orthodox,Orthodox,1,0,49,24,29,12,84,36,59,23,2,0,0,0,1,4,307,23,21,3,41,11,7,7,7,10,1,2,1,3,9,5,20,12,15,7,24,12,5,0,5,0
2007-04-21,UFC 70: Nations Collide,andrei arlovski,fabricio werdum,3,300,Heavyweight,Decision - Unanimous,1,Orthodox,Orthodox,1,0,81,78,28,23,85,83,30,26,0,0,0,0,0,3,36,50,9,15,37,69,0,3,3,4,19,5,41,5,19,16,68,68,5,7,8,10,4,0,5,0
2007-04-21,UFC 70: Nations Collide,terry etim,matt grice,1,288,Lightweight,Submission,1,Orthodox,Orthodox,0,0,9,38,5,26,20,60,16,45,3,0,0,1,0,1,30,228,2,20,6,32,2,6,2,6,1,0,1,0,4,0,8,1,1,0,1,2,0,26,0,35
2007-04-21,UFC 70: Nations Collide,cheick kongo,assuerio silva,3,300,Heavyweight,Decision - Majority,1,Orthodox,Orthodox,0,0,113,24,64,13,148,103,97,86,1,0,0,6,0,12,178,431,40,4,82,14,16,2,21,2,8,7,10,8,37,11,79,19,23,1,28,4,4,1,6,1
2007-04-21,UFC 70: Nations Collide,gabriel gonzaga,mirko filipovic,1,291,Heavyweight,KO/TKO,1,Orthodox,Southpaw,1,0,46,3,19,1,58,6,31,4,0,0,1,0,1,0,185,0,18,0,44,2,0,1,1,1,1,0,1,0,2,1,18,3,0,0,0,0,17,0,28,0
2007-04-21,UFC 70: Nations Collide,lyoto machida,david heath,3,300,Light Heavyweight,Decision - Unanimous,1,Southpaw,Orthodox,1,0,101,46,67,8,115,59,80,20,1,0,0,0,0,1,157,0,34,3,65,35,16,3,18,6,17,2,18,5,38,7,60,43,11,1,12,3,18,0,29,0
2007-04-21,UFC 70: Nations Collide,alessio sakara,victor valimaki,1,104,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,0,0,23,10,6,0,23,10,6,0,0,0,0,0,0,4,0,5,6,0,23,10,0,0,0,0,0,0,0,0,5,0,20,10,1,0,3,0,0,0,0,0
2007-04-21,UFC 70: Nations Collide,paul taylor,edilberto de oliveira,3,37,Welterweight,KO/TKO,1,Orthodox,Orthodox,1,0,198,142,78,46,200,142,80,46,0,0,0,0,0,5,8,20,44,20,153,110,6,15,7,15,28,11,38,17,71,45,183,139,4,1,5,3,3,0,10,0
2007-04-21,UFC 70: Nations Collide,michael bisping,elvis sinosic,2,100,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,0,1,77,20,36,8,144,34,91,20,0,2,1,0,1,0,286,59,30,2,70,12,6,2,7,2,0,4,0,6,7,4,15,14,0,3,0,3,29,1,62,3
2007-04-21,UFC 70: Nations Collide,jess liaudin,dennis siver,1,81,Welterweight,Submission,1,Orthodox,Orthodox,0,0,5,3,1,2,5,5,1,4,1,0,0,1,0,1,43,0,0,0,2,1,0,2,1,2,1,0,2,0,1,2,5,3,0,0,0,0,0,0,0,0
2007-05-26,UFC 71: Liddell vs Jackson,quinton jackson,chuck liddell,1,113,UFC Light Heavyweight Title,KO/TKO,1,Orthodox,Orthodox,1,0,8,11,6,4,8,11,6,4,0,0,0,0,0,0,3,0,6,2,8,9,0,1,0,1,0,1,0,1,3,4,4,11,0,0,0,0,3,0,4,0
2007-05-26,UFC 71: Liddell vs Jackson,karo parisyan,joshua burkman,3,300,Welterweight,Decision - Unanimous,1,Orthodox,Orthodox,0,0,126,91,54,16,130,96,58,20,0,0,2,2,7,12,88,156,38,10,109,84,7,2,8,3,9,4,9,4,36,13,91,72,16,2,32,17,2,1,3,2
2007-05-26,UFC 71: Liddell vs Jackson,wilson gouveia,carmelo marrero,1,186,Light Heavyweight,Submission,1,Orthodox,Orthodox,1,0,31,7,18,1,42,7,29,1,1,0,0,0,0,4,40,0,11,0,24,5,0,0,0,0,7,1,7,2,12,1,21,7,3,0,7,0,3,0,3,0
2007-05-26,UFC 71: Liddell vs Jackson,din thomas,jeremy stephens,2,164,Lightweight,Submission,1,Orthodox,Orthodox,0,0,37,35,10,7,65,48,35,19,2,0,1,0,2,0,242,66,5,5,30,30,1,1,3,3,4,1,4,2,8,5,35,27,0,0,0,0,2,2,2,8
2007-05-26,UFC 71: Liddell vs Jackson,thiago silva,james irvin,1,66,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,0,0,1,4,1,3,1,5,1,4,0,1,1,0,2,0,36,17,0,2,0,3,1,0,1,0,0,1,0,1,1,1,1,2,0,0,0,0,0,2,0,2
2007-05-26,UFC 71: Liddell vs Jackson,kalib starnes,chris leben,3,300,Middleweight,Decision - Unanimous,1,Orthodox,Southpaw,0,0,79,135,47,44,127,248,90,149,0,0,2,0,3,0,307,78,21,20,46,94,21,11,28,24,5,13,5,17,22,26,39,98,12,15,15,33,13,3,25,4
2007-05-26,UFC 71: Liddell vs Jackson,houston alexander,keith jardine,1,48,Light Heavyweight,KO/TKO,1,Orthodox,Orthodox,2,0,20,8,17,5,20,9,17,6,0,0,0,0,0,0,19,0,14,4,17,7,2,1,2,1,1,0,1,0,1,3,1,4,13,2,15,4,3,0,4,0
2007-05-26,UFC 71: Liddell vs Jackson,alan belcher,sean salmon,1,53,Light Heavyweight,Submission,1,Orthodox,Southpaw,0,0,2,1,0,1,2,1,0,1,1,0,0,0,0,1,0,5,0,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
2007-05-26,UFC 71: Liddell vs Jackson,terry martin,ivan salaverry,1,124,Middleweight,KO/TKO,1,Orthodox,Orthodox,0,0,20,9,7,5,20,9,7,5,0,0,1,0,3,0,45,0,5,0,16,4,0,1,1,1,2,4,3,4,1,5,13,9,2,0,3,0,4,0,4,0
2007-06-12,UFC Fight Night: Stout vs Fisher,anthony johnson,chad reiner,1,13,Welterweight,KO/TKO,1,Orthodox,Orthodox,1,0,7,9,3,2,7,9,3,2,0,0,0,0,0,0,1,0,3,1,7,8,0,0,0,0,0,1,0,1,3,2,7,9,0,0,0,0,0,0,0,0
