days_since_debut_diff,losses_diff,wins_diff,head_target_diff,sig_strikes_ground_diff,sig_strikes_landed_diff,knockdown_avg_diff,takedowns_avg_diff,sig_strikes_standing_diff,sig_strikes_attempted_diff,takedowns_attempted_diff,takedown_defense_diff,submission_avg_diff,days_since_win_diff,leg_target_diff,winner
154,0,-8,-90,-67,-110,-0.2,-2.54,-32,-165,-35,-10,-1.79,-147.0,-3,1
-1535,-4,-3,-140,-7,-302,0.04,-0.3899999999999999,-167,-583,-53,-11,0.3299999999999999,-546.0,-41,1
1201,-7,-7,181,-25,286,-0.09,0.15,197,499,3,60,0.15,-161.0,27,0
308,0,4,295,74,387,-0.29,1.08,274,829,30,12,0.11,0.0,52,0
-497,4,6,133,0,189,-0.27,-1.03,187,428,4,70,-0.6000000000000001,-119.0,30,1
-1706,6,0,-284,-50,-530,-0.22,-1.65,-287,-921,-54,-42,0.0,-973.0,-82,1
-378,5,4,-175,-12,-257,0.36,-1.26,-247,-796,-15,-45,0.48,-847.0,-25,1
203,-5,-15,-253,-41,-389,-0.34,-1.2,-325,-774,-15,-58,0.0,0.0,-45,1
344,7,-1,-161,-48,-263,0.1,0.4100000000000001,-14,-153,22,14,0.72,49.0,-51,1
-798,-4,1,-35,6,-352,0.0999999999999999,1.5099999999999998,-293,-596,16,47,0.0,-455.0,-171,0
3461,0,-3,53,16,59,-3.88,0.71,36,76,3,-11,0.0,0.0,3,0
-280,-4,-1,18,-34,123,0.48,-2.98,174,249,-28,-31,-1.83,0.0,4,1
-1038,1,4,174,37,282,0.01,-0.75,123,465,-10,-22,0.29,-217.0,14,0
-168,0,17,-138,-29,-191,0.5399999999999999,0.15,-150,-573,3,-6,0.0,-364.0,-31,0
-1803,5,5,579,45,771,-0.47,-1.7199999999999998,525,1655,3,-32,-0.3299999999999999,-112.0,67,0
-3082,0,2,-14,-19,-75,-0.23,-4.34,-23,-126,-34,21,0.33,-518.0,-22,0
-3009,-7,-7,-585,-25,-761,-0.1699999999999999,0.3200000000000003,-702,-2138,-62,-14,0.72,-686.0,-65,0
1357,9,-2,289,-123,641,0.28,-4.4,724,1496,-45,45,-0.86,1540.0,193,1
-1099,13,13,33,-56,-23,0.0799999999999999,0.53,139,-152,31,-39,1.34,-77.0,-23,1
276,-1,2,-28,-4,-29,-1.74,0.1899999999999999,-27,-106,0,76,-0.74,465.0,5,0
-5610,-4,-15,-795,-232,-1041,-0.09,-2.54,-606,-2804,-190,4,-0.74,679.0,-33,1
-133,2,1,-286,89,20,0.14,-0.28,-120,-131,-10,31,0.47,-168.0,251,0
-700,-2,-3,-129,-19,-282,0.4599999999999999,0.2299999999999999,-256,-610,1,23,-0.01,-441.0,-61,1
49,4,3,51,-14,31,0.33,-4.050000000000001,36,141,-26,27,-0.48,0.0,-17,1
-50,-5,2,-360,41,-469,-0.08,2.04,-429,-786,37,-6,1.13,196.0,-34,0
3520,1,3,495,-34,898,-0.2499999999999999,-1.5699999999999998,922,2034,-14,4,0.3199999999999999,595.0,227,1
-630,0,-4,-173,-141,-261,0.24,-0.72,-93,-533,-19,2,0.14,-245.0,-36,1
-1264,-1,-10,-383,-77,-604,0.1199999999999999,-0.74,-441,-1206,-29,-2,-0.27,7.0,-50,1
1273,1,0,-226,-13,-249,-0.21,-0.18,-243,-579,2,-2,0.1299999999999999,360.0,27,1
-1469,-1,-5,-361,-57,-451,0.33,-0.79,-290,-740,-26,-21,-0.57,-35.0,-1,1
4078,4,3,-84,81,14,0.77,0.71,-67,-285,9,-3,0.39,-889.0,116,1
-1043,0,0,23,0,-30,0.0,-0.28,-27,-110,-10,6,0.27,0.0,-28,1
-574,2,-2,473,27,605,0.08,1.75,534,1162,69,67,0.66,-35.0,22,0
-2533,-6,-8,118,-178,143,0.21,-2.13,364,146,-92,12,-2.63,35.0,145,1
182,3,4,119,77,194,0.06,-0.6,106,350,-9,8,-0.42,0.0,-2,0
-112,-1,-1,-124,-5,-168,-0.49,-0.25,-131,-415,-1,-67,0.0,-21.0,-13,1
-1793,4,0,-190,-141,-363,-0.41,-0.9199999999999996,-58,-582,-39,18,-0.2099999999999999,-644.0,-183,0
-456,-2,1,130,-56,146,-0.0399999999999999,-0.3600000000000001,246,224,-18,1,-0.37,-210.0,43,1
0,1,5,-370,51,-522,-0.32,1.7899999999999998,-565,-1189,80,-16,-0.0999999999999999,168.0,-31,0
196,2,10,-54,-1,-182,-0.16,1.09,-182,-531,7,-24,-0.1899999999999999,0.0,-60,0
-1039,-15,-10,-684,-17,-1332,-0.41,2.43,-1238,-3372,33,-37,0.22,763.0,-205,1
-14,2,-8,-58,-58,-38,-0.36,-0.4500000000000002,12,36,-12,9,-1.36,0.0,-3,1
1597,11,-4,1038,51,1861,0.0099999999999999,-1.56,1350,3566,1,1,-1.69,98.0,172,1
-1792,-7,-6,-265,22,-325,4.0,0.8899999999999999,-318,-759,-13,16,1.0,-1078.0,1,0
-45,2,0,127,162,-145,-0.1599999999999999,0.6499999999999999,-339,-429,21,-31,1.61,98.0,-165,1
401,0,-4,243,78,367,-0.79,2.47,176,771,56,23,-1.69,-189.0,60,1
28,3,5,143,40,237,0.12,-0.9500000000000002,201,461,15,50,1.07,98.0,41,0
-1080,1,-6,-256,3,-418,0.03,1.7399999999999998,-371,-1442,10,32,0.25,77.0,-16,1
-582,-3,0,60,-14,-239,-0.12,0.41,-230,-604,-11,14,0.47,-413.0,-134,0
224,1,2,225,61,279,-0.15,0.6200000000000001,195,678,26,7,0.11,-28.0,25,0
-28,4,-3,-135,-66,-339,-0.39,0.2099999999999999,-251,-340,1,-9,0.41,-42.0,-146,1
-2016,4,0,-463,-10,-431,-0.42,0.5399999999999999,-474,-1360,-12,5,0.72,-231.0,-109,0
-1217,-5,-1,240,50,318,-0.19,1.94,251,910,50,44,-1.5699999999999998,-252.0,73,0
1001,0,0,-47,-4,-96,-0.37,-1.49,-76,-151,-10,-50,-0.75,0.0,-23,1
455,6,-8,164,-139,257,0.0,-5.23,356,595,-27,7,-1.96,-14.0,61,1
-769,-2,2,-1,-93,-113,-0.38,0.1600000000000001,116,-308,-60,-22,0.8600000000000001,35.0,28,0
315,1,-6,-287,-160,-361,-0.12,-0.71,-149,-642,-16,-12,-1.7100000000000002,-140.0,-34,1
189,5,11,151,89,214,0.6,3.0000000000000004,79,333,43,7,-1.45,-168.0,53,0
1743,5,1,295,-25,281,0.0,-1.11,246,518,-3,-12,-0.8,-91.0,-31,1
689,5,-10,-192,-59,-246,-0.59,-2.83,-141,-461,-47,-42,-0.2,399.0,-35,1
-634,-10,0,-218,-42,-441,-0.45,3.78,-373,-1049,25,4,0.0,-91.0,-73,0
-372,-1,2,569,4,897,0.0,-0.77,726,1920,-6,0,-0.6200000000000001,-126.0,117,0
-1232,-4,-17,-462,-66,-566,-0.6,-0.5,-424,-1055,-16,-45,-0.2,-434.0,-48,1
-333,-4,-9,-98,-33,-145,-0.74,-1.11,-108,-353,-16,35,-0.07,98.0,-11,1
1701,0,-10,39,9,57,-0.1,-1.94,5,-33,-11,77,-1.86,1148.0,-8,1
-805,-5,-23,-428,-47,-731,0.5,-0.61,-574,-1119,-14,0,-0.24,147.0,-90,1
-1429,1,4,23,3,25,0.14,-0.36,45,260,-2,-19,-0.54,-392.0,14,0
406,1,9,183,38,505,0.0,-0.5,444,960,8,-39,0.55,511.0,166,0
-2373,-6,-7,-183,-79,-238,0.7,-1.45,-154,-300,-42,-5,-0.77,-665.0,-38,1
-372,-4,-17,-232,-10,-466,-0.31,4.970000000000001,-417,-904,22,-37,-0.75,-7.0,-94,1
1554,4,2,200,27,254,0.14,2.37,177,560,57,67,-1.0259999999999998,371.0,18,1
-1141,-1,-6,-478,-143,-653,0.29,-0.6200000000000001,-462,-1177,-77,10,0.8199999999999998,-56.0,-107,1
833,1,8,84,95,78,1.82,0.9,-44,-200,8,44,0.45,245.0,-10,1
2758,-1,6,468,182,650,-0.19,1.26,435,1453,58,1,0.61,805.0,73,0
447,-5,-4,-266,25,-205,0.53,0.75,-257,-418,23,-30,0.0,35.0,29,0
-4025,-10,-11,-598,-63,-1235,0.41,1.3,-1094,-3403,-120,9,0.3899999999999999,-28.0,-345,0
-448,-2,-5,-349,-94,-559,-0.73,0.4299999999999999,-424,-1564,-18,-5,0.48,112.0,-28,1
-2362,-3,-5,-187,9,-194,-0.2099999999999999,-0.3199999999999999,-161,-443,-13,-10,0.4,-252.0,160,0
-690,-3,-5,3,-32,-38,-0.7,2.1700000000000004,-11,104,10,-51,-0.23,140.0,-15,1
-1404,0,8,149,-9,215,0.6000000000000001,2.21,243,327,33,35,-2.32,-196.0,9,0
-685,2,-11,-73,-28,-94,0.06,-0.39,-103,-250,-5,5,0.0,217.0,-1,1
-147,2,5,-124,-128,-104,0.24,-2.27,76,-232,-50,17,-0.6,-147.0,48,0
-1288,-2,-6,-174,-13,-267,-0.34,-0.6199999999999999,-232,-752,-30,18,-0.67,280.0,-29,1
21,1,-4,-153,-19,-282,-0.4,1.01,-266,-775,16,50,1.02,-259.0,-90,1
-2302,-8,-3,-65,16,23,-0.71,1.83,-55,-934,55,-10,-0.14,-364.0,26,0
224,-2,-7,-4,11,-19,0.0,-0.2099999999999999,-75,-259,-1,17,0.49,119.0,-18,1
77,-3,-9,-191,-9,-185,-1.54,0.0,-242,-512,0,-30,1.39,-21.0,-26,1
77,3,-7,-90,-16,-85,-0.7799999999999999,0.18,-156,-113,2,-21,-0.19,147.0,-52,1
-2583,-14,-10,-829,-285,-1184,0.13,-0.7200000000000002,-693,-2671,-126,32,0.95,49.0,-144,0
-546,0,3,8,-77,-63,-0.21,2.08,22,-183,52,16,0.11,-91.0,-13,0
49,-5,-7,-81,-13,-180,0.0899999999999999,-0.98,-128,-431,-15,17,-0.2,-371.0,-23,1
-1075,2,8,262,28,352,0.12,2.58,320,764,55,48,-1.59,217.0,43,0
-172,-2,2,137,77,214,-0.29,2.58,152,324,49,-1,-0.37,-168.0,37,0
-595,-14,-8,151,-35,273,-0.21,-0.01,245,383,3,8,0.0999999999999999,-35.0,0,0
-623,0,-2,-102,8,-195,0.0799999999999999,2.98,-197,-467,30,-9,-0.16,7.0,-22,0
819,-9,-22,-466,7,-679,-0.39,3.52,-643,-1376,63,17,1.24,140.0,-2,1
427,2,0,-124,-37,-168,-0.11,0.7,-104,-479,-12,64,-0.14,329.0,23,1
634,-1,-22,178,13,261,-0.71,0.1100000000000003,209,595,5,8,1.07,-56.0,21,1
1135,3,-6,139,48,-61,-0.2199999999999999,0.41,-180,-220,9,-13,-0.14,0.0,-176,1
11321,5,4,132,48,177,1.04,-1.0,93,440,-16,12,1.08,-266.0,-16,0
1715,4,0,1255,-79,1938,0.0299999999999999,-1.43,1923,4584,-75,13,0.1399999999999999,147.0,-25,1
-3766,-9,2,-245,30,-396,0.3,1.84,-352,-1107,-18,-32,0.73,0.0,-98,0
-1847,-9,-1,-74,95,-208,0.0,0.86,-428,-1095,10,-3,-0.35,-1232.0,-65,0
-994,0,0,-133,-59,-201,0.0,-0.7299999999999999,-105,-266,-10,-8,1.39,-252.0,-43,0
-1242,-7,-2,4,-12,-289,0.29,-0.2099999999999999,-242,-1492,-43,-21,-0.2099999999999999,-287.0,-319,0
-2793,-4,-17,-1450,-67,-1540,0.56,-0.62,-1470,-4106,-26,3,0.07,-35.0,63,0
-840,-2,-2,282,-30,733,0.6100000000000001,-0.3400000000000001,767,1272,9,25,-0.54,1022.0,202,1
-2407,-4,6,-226,-60,-429,-0.61,3.4799999999999995,-343,-891,37,-28,1.04,-231.0,-115,0
-1610,-1,-11,-128,19,-255,-0.26,0.3099999999999999,-287,-848,25,-10,0.97,21.0,-72,0
28,0,-5,-471,-12,-508,-0.08,0.1699999999999999,-453,-1131,-1,-40,0.32,595.0,37,1
-259,3,-4,-182,-39,-216,-0.0699999999999999,0.02,-155,-459,-15,12,0.09,-140.0,-26,1
-141,3,0,-113,14,-79,-0.24,0.77,-143,-31,18,-40,0.36,-189.0,25,1
-3226,-11,-8,-585,-37,-1085,-0.25,1.73,-989,-2906,11,-2,0.1,224.0,-106,0
1231,6,0,296,20,415,0.0,-0.0399999999999999,398,1360,9,-14,0.0399999999999999,-357.0,133,1
49,4,-8,-92,-50,100,-0.35,-1.39,161,278,-17,-36,-0.52,49.0,171,1
-3808,-13,-19,-780,-263,-1177,0.0199999999999999,-1.06,-662,-2642,-180,35,-0.57,91.0,-222,0
-175,1,2,-49,-52,-88,-0.75,-0.1200000000000001,-51,-142,0,38,1.7,175.0,-24,0
-133,-3,-5,-88,-48,-84,-0.56,0.75,-36,-137,-13,14,0.56,-119.0,1,1
1658,2,4,310,4,549,0.28,-0.09,523,1191,0,54,0.0,1400.0,131,0
389,-3,-7,-415,-52,-695,0.1399999999999999,1.91,-579,-1286,5,12,1.73,588.0,-128,1
-707,1,5,-63,-6,-33,-0.29,1.65,-41,-256,30,-20,1.29,-448.0,14,0
-781,-3,-5,-161,-21,-236,-0.06,-1.7899999999999996,-204,-731,-102,-1,0.31,-399.0,-31,1
-2863,-3,-6,-466,-1,-675,-0.0999999999999999,1.26,-604,-1294,5,13,0.16,112.0,-108,1
-889,5,1,-148,-9,-74,-0.13,-0.0899999999999999,-134,-9,10,-45,0.1599999999999999,-168.0,5,1
-1281,-4,3,-250,-29,-421,-0.19,-0.1099999999999998,-380,-1139,-8,12,0.0,-140.0,-188,1
70,2,0,-209,-139,-243,-0.77,0.6700000000000002,-122,-378,6,40,0.0,-403.0,-1,1
-112,1,5,46,116,297,-0.1,-0.3600000000000001,166,283,-12,3,-0.43,365.0,174,0
-3160,-2,0,-137,5,-144,0.25,-0.31,-135,-546,-6,25,-0.5,0.0,12,1
-2773,0,-1,82,-33,160,0.0,-1.09,240,-133,-63,58,-0.49,-343.0,101,0
727,3,4,-175,23,-126,-0.02,0.8799999999999999,-146,-583,55,-11,1.01,-35.0,-40,1
469,0,3,26,-10,27,-0.57,0.6300000000000001,38,-28,20,6,0.6,763.0,7,1
273,0,-11,-181,-70,-183,-0.2099999999999999,1.96,-108,-372,22,-20,-0.3499999999999998,-28.0,1,1
1387,-3,-12,163,-5,185,0.15,-0.6399999999999999,276,810,-2,31,-0.97,1021.0,44,1
-1890,3,8,63,-142,-109,0.39,-1.5,52,-469,-66,2,-0.37,-399.0,-197,1
-1441,-2,-4,-329,-191,-487,3.92,-2.11,-228,-1030,-127,68,1.63,7.0,-104,1
-49,-1,3,247,-19,323,0.51,-0.97,310,604,-66,45,-1.2799999999999998,952.0,93,0
1336,2,-7,-187,-40,-350,-0.38,0.26,-282,-213,26,-34,0.4399999999999999,-336.0,-149,1
-1728,-2,-3,224,62,333,-0.12,1.0599999999999996,174,535,-13,20,-0.29,28.0,40,0
116,3,11,25,7,120,0.54,-2.72,108,44,-9,-4,0.0,-133.0,26,0
-433,-4,-8,-343,-50,-401,-0.21,-1.12,-374,-761,-21,17,-0.31,182.0,-14,1
-126,7,4,286,2,568,0.1299999999999999,-4.79,481,1117,-51,42,-0.4499999999999999,-126.0,119,1
-448,2,9,316,1,511,0.16,-1.87,298,1152,-24,15,-1.03,-476.0,65,0
-791,4,2,-455,-3,-508,0.56,-0.95,-459,-992,-50,20,-0.39,-287.0,35,1
-196,1,-5,-45,-44,-22,0.0,-1.92,-3,-49,-11,12,0.0,0.0,1,1
-1693,-4,-13,-787,-2,-907,0.98,0.6799999999999999,-844,-2319,-11,-2,0.0499999999999999,-98.0,-13,1
2036,21,17,159,-86,189,-0.18,-0.36,280,482,-9,-38,0.6,175.0,57,1
-1796,-8,-5,-251,-34,-418,0.08,0.7400000000000001,-306,-1003,-12,53,0.0,-224.0,-52,0
-191,4,-5,-369,-28,-565,0.4,-0.7599999999999998,-499,-1061,-58,8,-0.13,441.0,-50,1
-1680,-9,-10,-332,-254,-450,1.58,0.0699999999999999,-91,-815,-33,22,0.0,-91.0,-25,0
-1517,1,2,72,-29,-102,-0.22,1.56,78,44,6,8,0.25,0.0,-72,1
1309,1,-6,333,-37,129,0.11,-1.31,153,895,-25,-11,-0.44,980.0,-118,1
-1232,6,7,26,23,64,0.97,-0.29,54,37,2,4,0.0,-147.0,24,1
-189,5,-8,-216,-66,-197,-1.31,0.74,-117,-376,8,-39,0.0,-189.0,-24,1
-2638,-3,-7,-518,-87,-794,-0.37,-0.37,-605,-2013,-48,-12,1.39,119.0,-98,1
-223,1,1,-19,95,-229,-0.34,3.98,-153,-456,45,8,0.54,-644.0,-83,0
0,-1,-5,-102,-4,-135,-0.19,-0.18,-174,-513,-8,33,0.0,0.0,29,1
854,6,3,-97,35,-266,0.12,-0.01,-230,-435,-15,7,-0.39,588.0,-28,1
-952,-5,-7,-88,-14,-421,0.32,-0.4099999999999999,-419,-787,-17,26,-0.58,-126.0,-244,0
-2365,-7,-10,55,-169,-118,-0.4,-0.88,117,-358,-42,7,-0.06,-140.0,-156,0
469,-1,-1,-155,-31,-132,0.0,-2.0,-111,-394,-23,-42,-0.36,469.0,21,1
-1232,-9,-13,-159,61,-232,0.75,0.99,-165,-679,9,-34,-0.06,-1247.0,-108,0
-748,0,-2,-168,3,-386,0.0,1.91,-271,-607,4,-14,-0.93,56.0,-74,1
0,-1,-3,67,30,71,0.0,2.2,31,101,18,33,1.26,0.0,-9,0
-126,1,-3,-144,-88,-163,-1.35,2.41,-52,-261,-11,-28,-2.25,-420.0,4,1
-3910,-4,-12,-390,-53,-700,1.4,-0.22,-631,-1679,-4,-26,-0.86,-616.0,-149,1
-349,5,4,20,22,246,-0.1699999999999999,0.3199999999999999,175,672,10,2,0.28,588.0,52,1
847,1,2,-88,-48,-194,0.0,-1.56,-175,-716,-39,-4,-0.32,553.0,24,0
-770,-6,-13,36,-17,88,0.22,-6.5600000000000005,106,217,-22,-29,-0.92,-378.0,35,0
0,4,6,-22,-6,-36,-0.71,2.15,-23,-167,15,-45,0.18,0.0,-39,1
-119,5,-7,-87,7,-89,-0.3,0.26,-4,-126,1,-58,0.26,-119.0,4,1
-2318,-9,-5,-676,-37,-1360,-0.0399999999999999,2.31,-906,-2679,14,6,0.81,-420.0,-128,1
1001,12,23,256,15,264,-0.76,0.07,206,640,33,-17,1.25,-7.0,-18,0
-637,-5,-4,-4,43,-49,0.47,0.32,-19,-217,11,-19,-0.3,-266.0,-25,1
1232,-6,1,50,-68,-197,-0.51,2.31,-73,726,105,11,-0.7799999999999999,140.0,-172,1
-2206,6,8,-7,-18,32,-0.14,-1.11,51,229,-17,23,-0.55,623.0,31,0
-1955,-9,1,-149,-30,-333,1.51,-1.59,-135,-645,-72,24,-0.08,35.0,-89,0
1890,2,1,-39,124,-267,0.38,0.3799999999999999,-426,-261,18,-15,1.01,700.0,-29,1
-1575,1,-3,-94,-19,-203,-0.95,-0.76,-148,-335,-12,-50,1.28,-1652.0,-47,1
252,4,2,244,70,232,0.2,0.0799999999999999,120,689,12,5,0.39,279.0,-12,0
-1476,-6,-9,-346,-59,-563,-0.06,3.1000000000000005,-452,-1200,-21,-46,0.74,-329.0,-72,1
-540,5,3,-329,19,-360,0.18,0.06,-352,-837,8,-41,-0.1399999999999999,-133.0,-1,0
245,1,1,-410,-272,-550,-0.21,-1.61,-158,-1130,-71,-26,0.27,147.0,58,0
-186,3,-4,-133,-19,-162,-0.35,1.12,-148,-558,-17,26,-0.1,-462.0,-8,1
-301,-4,-15,-152,-35,-229,-0.34,1.63,-210,-437,2,1,0.0,-119.0,-33,1
-126,-1,1,141,42,327,-1.58,0.56,244,578,39,63,-1.16,0.0,48,0
-1479,0,3,512,128,642,-0.21,0.95,428,1035,37,-24,-0.25,-448.0,44,0
-35,2,0,195,44,356,-0.15,0.9899999999999998,267,797,27,50,-0.77,0.0,79,0
-1308,-3,1,106,1,180,0.37,-0.4399999999999999,203,159,-9,5,0.0,-595.0,34,0
630,6,2,-134,-13,-463,0.78,-0.7,-489,-537,-29,14,-0.61,-189.0,-157,1
651,1,-12,28,9,74,0.1,-0.3900000000000001,39,190,13,-53,1.07,49.0,49,1
-1344,0,-8,51,1,-59,-0.5,0.7,-46,-316,20,-16,0.41,-189.0,-102,1
-693,-3,4,57,50,109,0.2,2.2,48,159,28,17,-0.35,-196.0,24,1
351,-2,5,-22,7,-63,-0.13,1.0699999999999998,54,-238,12,25,-0.0299999999999999,-91.0,124,0
0,3,0,-29,-3,-94,0.61,-0.62,-67,-133,-4,-41,-0.0999999999999999,0.0,-42,1
-2505,-4,0,150,27,-230,0.24,0.35,-254,-250,16,-1,0.0,28.0,-297,0
56,3,5,-34,45,15,0.54,0.6900000000000001,45,693,14,-7,-1.0599999999999998,-224.0,-10,1
-2093,-4,1,321,-21,432,-0.2,-0.6799999999999999,468,608,-24,4,0.08,322.0,-36,0
827,9,18,248,51,158,0.0999999999999999,1.78,79,392,37,-3,0.73,0.0,-93,0
-1443,-2,4,-472,-73,-362,0.01,-0.66,45,-841,-65,24,-0.41,70.0,122,1
711,14,14,477,11,1002,-0.26,-3.49,842,2082,12,-45,-2.21,-70.0,303,1
903,2,4,34,-27,65,-0.39,1.06,128,443,19,37,-0.51,-56.0,1,0
881,2,-2,259,56,271,-0.41,3.32,117,793,76,18,-0.79,-364.0,-62,1
-301,1,-14,-93,-145,-61,0.0,-1.5999999999999996,76,2,-11,-43,-2.41,-112.0,20,1
-147,0,4,-62,2,-131,0.94,-1.06,-113,-222,-13,-27,0.47,0.0,-30,0
-712,-4,-4,-504,32,-637,0.0199999999999999,1.93,-736,-1744,44,-7,0.15,-301.0,-132,1
-3875,-1,10,-478,7,-702,0.09,-0.71,-626,-1608,-19,-35,-0.61,70.0,-72,0
1719,1,2,68,-6,146,-0.39,0.3,117,248,18,-5,0.13,238.0,24,1
413,3,0,121,12,172,0.15,0.11,126,284,3,3,0.0,175.0,24,0
-924,-1,-11,-322,-38,-503,-0.2,-1.72,-390,-871,-29,6,0.5,-329.0,-78,1
1246,1,-6,-149,-15,-229,-1.13,-1.35,-209,-511,-14,-60,-0.68,0.0,-21,1
64,3,4,-130,-84,-166,0.25,-0.67,-104,-310,-31,11,-0.1399999999999999,-399.0,-52,1
-2370,8,3,249,-145,434,0.2299999999999999,-5.9,386,1152,-86,1,-1.86,-14.0,62,1
-2505,-3,-6,-236,-15,-184,-0.1299999999999999,-1.14,-191,-1032,-63,-15,-0.13,-763.0,16,1
245,-5,-8,242,-31,112,0.4,2.21,229,368,34,17,0.1299999999999999,-133.0,-58,0
-1231,-5,-9,-269,-53,-362,0.75,-0.03,-294,-620,-12,-22,0.23,-546.0,-64,1
-3,-7,-10,-12,3,-188,-0.27,1.02,-190,-287,16,-2,0.51,406.0,-124,0
-231,1,0,-200,-31,-239,-1.13,0.0,-194,-641,0,-83,0.0,0.0,-12,1
1057,0,-1,-31,-11,80,-0.51,0.8399999999999999,5,65,14,7,-0.73,504.0,-4,0
-154,-4,-3,199,18,244,0.3,-1.74,219,809,-36,-5,-0.58,0.0,-45,1
925,3,6,219,218,307,-0.55,2.1900000000000004,108,688,83,-4,0.1099999999999999,-63.0,67,0
-2366,-3,-3,-137,30,-265,0.2,1.6800000000000002,-214,-720,-23,12,0.5900000000000001,-35.0,-28,1
-777,-7,-9,22,-25,69,-0.6,-3.78,135,46,-64,32,-0.12,84.0,-17,0
-448,8,43,34,-30,74,-0.14,-0.2899999999999998,52,100,-29,-62,1.65,-308.0,5,1
-784,-5,-5,-5,28,-18,0.0,-0.06,-70,-107,-13,-26,-1.67,-91.0,-25,0
-1399,0,-1,-358,-42,-597,-0.49,0.61,-498,-1221,-9,-43,1.58,-203.0,-154,1
-1610,-4,-4,40,-24,-76,1.69,-2.27,-12,-76,-19,-15,-0.41,539.0,-69,1
-2141,1,1,58,-3,97,0.1699999999999999,0.3199999999999998,222,-118,3,-25,1.11,-42.0,16,0
1316,3,8,21,63,72,-0.1999999999999999,0.1899999999999999,-17,254,22,-13,-0.0599999999999999,0.0,-41,1
1022,6,8,-131,-16,-191,-0.16,0.07,-120,-488,1,-12,-0.32,-1386.0,5,1
-994,3,-4,271,20,457,0.3,-2.0540000000000003,480,833,1,43,-0.1979999999999999,-360.0,125,1
-770,5,-7,-527,-148,-661,-0.04,-1.71,-468,-1135,-58,-26,-0.42,-119.0,-73,1
98,0,4,90,-59,248,0.0,-0.05,309,372,-53,40,-1.19,518.0,126,0
-1712,-6,-8,-123,15,-254,-0.24,1.35,-257,-373,-7,-1,-0.13,-238.0,-112,0
483,4,0,260,43,348,-0.19,-2.9799999999999995,322,758,-10,-7,0.11,-42.0,76,1
336,1,0,153,58,153,0.0,2.46,96,222,36,-16,0.19,-7.0,-2,0
-2541,-8,-11,-634,-68,-959,0.29,-0.63,-757,-1814,-38,4,-0.31,-154.0,-173,0
-273,0,-9,-37,-45,-63,0.35,-2.49,2,-160,-17,4,-0.96,-168.0,-23,1
-1245,-4,2,310,16,331,0.6,-3.65,291,609,-27,1,-1.51,-994.0,21,0
175,6,-4,23,-26,177,0.0,-2.73,170,339,-34,16,-1.46,7.0,21,1
1481,6,4,195,18,301,-0.96,0.02,251,1037,7,33,-0.36,868.0,101,1
-2176,0,4,-54,-15,-48,2.96,-0.71,-24,-59,-3,11,0.0,-175.0,5,0
1253,3,10,-98,60,-172,-0.03,1.67,-289,-483,33,-27,1.27,0.0,-92,0
14,-2,-2,-36,4,-286,0.11,1.5,-291,-472,5,24,0.28,-238.0,-169,1
-2467,-3,2,-152,-70,-368,-0.37,3.21,-203,-797,52,9,-0.71,-406.0,-89,1
-1756,-10,-8,-194,-86,-438,-0.11,0.9700000000000002,-268,-843,-30,35,-1.5,189.0,-116,0
-931,-7,-9,51,58,84,-0.0499999999999999,-1.4699999999999998,8,-64,-4,-1,0.33,-532.0,36,0
-1198,-3,-6,-718,-45,-859,0.12,1.38,-770,-2235,-62,-3,0.78,147.0,8,1
-889,-2,-4,-53,11,-73,0.0,0.1,-85,-98,-8,-29,0.45,-574.0,-19,1
609,8,1,19,6,-33,-0.17,-3.5700000000000003,-47,-73,-61,2,0.18,168.0,-14,1
1070,1,-8,-388,-26,-636,0.03,-0.5700000000000001,-674,-1130,-8,-23,0.1,735.0,-273,1
811,0,-6,147,-44,-114,0.61,-0.9499999999999996,4,373,-82,35,0.13,259.0,-14,1
-1651,-4,-6,-443,-17,-471,-0.06,1.0,-419,-1976,-3,11,0.24,49.0,40,0
340,-2,-1,-172,-155,-248,0.13,-1.31,43,-675,-49,-24,0.15,-42.0,-67,0
63,-3,-5,-34,-6,-78,0.0,1.96,-58,-186,-4,53,0.2199999999999999,0.0,-11,0
-1715,-3,-6,-336,0,-366,0.7200000000000001,-0.33,-289,-528,-16,-4,0.09,126.0,-37,0
-77,2,2,-151,-88,-208,2.14,-1.69,-87,-357,-51,34,-1.7700000000000002,224.0,-18,0
-1648,-5,-13,-306,-87,-575,-0.0599999999999999,0.1400000000000001,-367,-1107,-6,5,0.1,-14.0,-38,0
-819,-6,-9,-305,-46,-413,-0.12,-4.13,-351,-919,-71,-23,0.27,-126.0,-55,1
868,2,11,482,60,548,-0.27,0.3800000000000001,454,1090,32,8,0.18,0.0,41,0
-1082,-3,3,115,32,191,-0.2999999999999999,-0.9999999999999998,172,672,1,-58,0.68,0.0,82,0
770,-7,-3,-316,-18,-366,-0.09,0.5900000000000001,-359,-1102,6,-2,0.27,-63.0,-40,0
-774,0,-11,-192,-191,-285,-0.09,-1.0100000000000002,-92,-513,-83,6,-1.13,21.0,-38,1
399,0,3,37,13,93,0.0,2.4,63,214,37,-22,1.75,455.0,21,0
-874,2,-2,69,-12,89,-0.19,0.27,83,168,7,55,-1.4,-168.0,37,1
252,1,-1,6,3,2,-0.35,1.81,-15,-13,16,64,-0.69,0.0,-28,1
