event_date,event_name,fighter_blue,fighter_red,knockdowns_blue,knockdowns_red,sig_attempts_blue,sig_attempts_red,sig_strikes_blue,sig_strikes_red,total_strikes_attempts_blue,total_strikes_attempts_red,total_strikes_blue,total_strikes_red,sub_attempts_blue,sub_attempts_red,takedowns_blue,takedowns_red,takedown_attempts_blue,takedown_attempts_red,control_time_blue,control_time_red,head_strikes_red,head_strikes_blue,head_attempts_red,head_attempts_blue,body_strikes_red,body_strikes_blue,body_attempts_red,body_attempts_blue,leg_strikes_red,leg_strikes_blue,leg_attempts_red,leg_attempts_blue,distance_red,distance_blue,distance_attempts_red,distance_attempts_blue,clinch_strikes_red,clinch_strikes_blue,clinch_attempts_red,clinch_attempts_blue,ground_strikes_red,ground_strikes_blue,ground_attempts_red,ground_attempts_blue,round,time,weight_class,win_method,winner
2025-02-22,UFC Fight Night: Cejudo vs. Song,Julius Walker,Alonzo Menifield,0,0,171,147,86,87,200,179,114,113,0,0,1,0,9,1,331,43,64,37,120,112,19,33,22,43,4,16,5,16,78,51,132,124,9,35,15,47,0,0,0,0,3,300,Light Heavyweight,Decision - Split,Alonzo Menifield
2025-02-22,UFC Fight Night: Cejudo vs. Song,Rafael Cerqueira,Modestas Bukauskas,0,1,22,41,9,16,22,41,9,16,0,0,0,0,0,0,0,2,11,4,36,16,3,0,3,1,2,5,2,5,16,9,40,22,0,0,0,0,0,0,1,0,1,132,Light Heavyweight,KO/TKO,Modestas Bukauskas
2025-02-22,UFC Fight Night: Cejudo vs. Song,Eric McConico,Nursulton Ruziboev,0,2,13,42,5,20,16,46,6,24,0,0,0,0,0,0,0,36,15,1,35,5,4,1,6,3,1,3,1,5,13,5,30,13,6,0,11,0,1,0,1,0,2,33,Middleweight,KO/TKO,Nursulton Ruziboev
2025-02-22,UFC Fight Night: Cejudo vs. Song,Javid Basharat,Ricky Simon,0,1,36,21,20,11,38,29,21,18,0,0,0,1,0,3,1,76,9,12,19,27,1,7,1,7,1,1,1,2,9,20,18,36,1,0,2,0,1,0,1,0,1,238,Bantamweight,KO/TKO,Ricky Simon
2025-02-22,UFC Fight Night: Cejudo vs. Song,Austin Vanderford,Nikolay Veretennikov,0,0,52,19,39,5,121,36,102,21,1,0,2,0,4,0,441,0,0,37,12,50,3,1,5,1,2,1,2,1,5,3,19,8,0,0,0,0,0,36,0,44,2,253,Catch Weight,KO/TKO,Austin Vanderford
2025-02-22,UFC Fight Night: Cejudo vs. Song,Nick Klein,Mansur Abdul-Malik,0,0,46,54,28,29,70,58,50,32,0,0,1,1,9,3,181,35,28,5,53,18,1,2,1,5,0,21,0,23,6,26,20,43,12,2,19,3,11,0,15,0,2,204,Middleweight,KO/TKO,Mansur Abdul-Malik
2025-02-22,UFC Fight Night: Cejudo vs. Song,Ibo Aslan,Ion Cutelaba,0,0,30,31,15,14,30,39,15,17,0,1,0,2,0,4,0,66,10,14,26,28,2,0,3,1,2,1,2,1,10,12,26,27,1,3,2,3,3,0,3,0,1,171,Light Heavyweight,Submission,Ion Cutelaba
2025-02-22,UFC Fight Night: Cejudo vs. Song,Melquizael Costa,Andre Fili,0,0,56,24,27,7,56,24,27,7,1,0,0,1,1,1,0,24,4,3,20,25,3,10,4,13,0,14,0,18,7,26,24,55,0,1,0,1,0,0,0,0,1,270,Featherweight,Submission,Melquizael Costa
2025-02-22,UFC Fight Night: Cejudo vs. Song,Melsik Baghdasaryan,Jean Silva,0,1,25,27,7,18,25,27,7,18,0,0,0,0,0,0,0,6,11,5,19,20,7,0,8,3,0,2,0,2,11,7,20,25,0,0,0,0,7,0,7,0,1,255,Featherweight,KO/TKO,Jean Silva
2025-02-22,UFC Fight Night: Cejudo vs. Song,Jean Matsumoto,Rob Font,0,0,181,171,77,95,225,191,113,113,0,1,7,0,10,0,375,78,82,43,157,135,13,9,14,13,0,25,0,33,85,69,157,169,10,8,14,12,0,0,0,0,3,300,Catch Weight,Decision - Split,Rob Font
2025-02-22,UFC Fight Night: Cejudo vs. Song,Song Yadong,Henry Cejudo,0,0,178,133,84,67,178,133,84,67,0,0,0,0,1,3,0,0,40,46,100,133,12,14,18,21,15,24,15,24,67,82,132,176,0,2,1,2,0,0,0,0,3,300,Bantamweight,Decision - Unanimous,Song Yadong
2025-02-22,UFC Fight Night: Cejudo vs. Song,Anthony Hernandez,Brendan Allen,0,0,42,26,30,14,91,71,72,53,0,1,4,0,8,1,622,178,8,30,19,42,3,0,3,0,3,0,4,0,10,12,22,17,2,0,2,1,2,18,2,24,3,300,Middleweight,Decision - Unanimous,Anthony Hernandez
2025-03-01,UFC Fight Night: Kape vs. Almabayev,JJ Aldrich,Andrea Lee,0,0,137,175,74,53,142,192,77,66,0,1,2,1,3,4,80,46,13,54,109,114,25,10,44,13,15,10,22,10,52,68,174,130,1,5,1,6,0,1,0,1,3,300,Women's Flyweight,Decision - Unanimous,JJ Aldrich
2025-03-01,UFC Fight Night: Kape vs. Almabayev,Ramazan Temirov,Charles Johnson,0,0,139,156,55,66,146,183,59,87,0,0,1,0,2,3,23,78,28,42,104,117,23,13,32,22,15,0,20,0,46,46,129,118,20,9,27,19,0,0,0,2,3,300,Flyweight,Decision - Unanimous,Ramazan Temirov
2025-03-01,UFC Fight Night: Kape vs. Almabayev,Mario Pinto,Austen Lane,1,1,23,63,13,32,26,75,16,36,0,0,0,0,1,1,18,53,17,8,42,18,13,2,17,2,2,3,4,3,31,12,58,20,1,1,5,2,0,0,0,1,2,39,Heavyweight,KO/TKO,Mario Pinto
2025-03-01,UFC Fight Night: Kape vs. Almabayev,William Gomis,Hyder Amil,0,0,187,202,101,115,205,262,116,164,0,0,0,1,3,6,82,163,60,60,140,134,37,27,42,39,18,14,20,14,98,90,180,169,15,11,20,18,2,0,2,0,3,300,Featherweight,Decision - Split,Hyder Amil
2025-03-01,UFC Fight Night: Kape vs. Almabayev,Sam Patterson,Danny Barlow,1,0,34,30,18,15,34,30,18,15,0,0,0,0,0,0,3,0,10,14,23,28,2,4,3,6,3,0,4,0,15,15,30,29,0,0,0,0,0,3,0,5,1,190,Welterweight,KO/TKO,Sam Patterson
2025-03-01,UFC Fight Night: Kape vs. Almabayev,Chepe Mariscal,Ricardo Ramos,0,0,162,91,85,37,210,91,125,37,0,0,2,1,5,4,155,28,17,59,63,122,14,9,18,14,6,17,10,26,32,64,84,132,5,14,7,19,0,7,0,11,3,300,Featherweight,Decision - Unanimous,Chepe Mariscal
2025-03-01,UFC Fight Night: Kape vs. Almabayev,Esteban Ribovics,Nasrat Haqparast,0,0,433,273,147,135,436,273,149,135,0,0,0,1,0,5,0,49,103,120,233,395,26,17,34,27,6,10,6,11,134,147,272,433,1,0,1,0,0,0,0,0,3,300,Lightweight,Decision - Split,Nasrat Haqparast
2025-03-01,UFC Fight Night: Kape vs. Almabayev,Julian Marquez,Cody Brundage,0,1,73,79,37,44,96,106,53,68,1,0,0,0,0,1,30,48,39,31,71,64,1,5,2,8,4,1,6,1,34,24,65,51,5,13,8,22,5,0,6,0,1,285,Middleweight,KO/TKO,Cody Brundage
2025-03-01,UFC Fight Night: Kape vs. Almabayev,Asu Almabayev,Manel Kape,0,0,80,115,40,61,81,119,40,62,0,0,0,0,6,1,0,29,47,19,95,55,11,13,17,17,3,8,3,8,46,38,94,77,9,2,15,3,6,0,6,0,3,136,Flyweight,KO/TKO,Manel Kape
2025-03-01,UFC Fight Night: Kape vs. Almabayev,Lucas Almeida,Danny Silva,0,0,240,137,74,82,244,141,78,85,0,0,0,1,1,3,17,49,45,49,96,203,14,14,18,23,23,11,23,14,81,73,133,239,0,1,2,1,1,0,2,0,3,300,Featherweight,Decision - Split,Danny Silva
2025-03-08,UFC 313: Pereira vs. Ankalaev,Francis Marshall,Mairon Santos,0,0,143,129,39,58,179,154,64,78,0,0,3,0,5,1,155,2,29,32,80,136,14,1,30,1,15,6,19,6,57,39,128,142,1,0,1,0,0,0,0,1,3,300,Featherweight,Decision - Split,Mairon Santos
2025-03-08,UFC 313: Pereira vs. Ankalaev,Carlos Leal,Alex Morono,0,0,120,95,79,40,123,96,81,41,0,0,0,0,0,1,3,20,32,49,82,89,4,28,9,29,4,2,4,2,35,54,87,91,5,25,8,29,0,0,0,0,1,256,Welterweight,KO/TKO,Carlos Leal
2025-03-08,UFC 313: Pereira vs. Ankalaev,Armen Petrosyan,Brunno Ferreira,0,0,83,56,46,27,84,63,47,31,0,1,0,2,0,7,0,72,14,19,40,54,9,7,10,7,4,20,6,22,25,46,53,83,2,0,3,0,0,0,0,0,2,267,Middleweight,Submission,Brunno Ferreira
2025-03-08,UFC 313: Pereira vs. Ankalaev,Iasmin Lucindo,Amanda Lemos,0,0,16,21,4,12,56,42,40,30,0,0,1,3,1,5,244,478,8,2,16,12,2,2,3,3,2,0,2,1,7,1,14,13,1,2,1,2,4,1,6,1,3,300,Women's Strawweight,Decision - Unanimous,Amanda Lemos
2025-03-08,UFC 313: Pereira vs. Ankalaev,Rei Tsuruya,Joshua Van,0,0,84,97,32,59,104,169,47,127,0,0,4,0,21,0,229,50,39,28,74,78,19,2,22,4,1,2,1,2,53,32,90,83,5,0,5,1,1,0,2,0,3,300,Flyweight,Decision - Unanimous,Joshua Van
2025-03-08,UFC 313: Pereira vs. Ankalaev,Rafael Fiziev,Justin Gaethje,0,1,119,134,68,72,134,163,81,98,0,0,2,0,2,3,40,92,56,20,117,61,9,43,9,52,7,5,8,6,41,49,92,100,26,14,34,14,5,5,8,5,3,300,Lightweight,Decision - Unanimous,Justin Gaethje
2025-03-08,UFC 313: Pereira vs. Ankalaev,Magomed Ankalaev,Alex Pereira,0,0,180,137,94,76,224,159,127,97,0,0,0,0,12,1,342,0,11,36,57,112,17,30,25,39,48,28,55,29,69,75,130,159,7,19,7,21,0,0,0,0,5,300,UFC Light Heavyweight Title,Decision - Unanimous,Magomed Ankalaev
2025-03-08,UFC 313: Pereira vs. Ankalaev,Ozzy Diaz,Djorden Santos,0,0,261,345,135,131,262,348,136,134,0,0,0,1,0,3,0,26,115,119,323,240,8,9,14,13,8,7,8,8,130,130,342,255,0,5,1,6,1,0,2,0,3,300,Middleweight,Decision - Unanimous,Ozzy Diaz
2025-03-08,UFC 313: Pereira vs. Ankalaev,Ignacio Bahamondes,Jalin Turner,0,0,16,20,10,7,23,25,17,11,1,0,0,0,1,0,0,103,4,7,16,13,2,0,3,0,1,3,1,3,5,6,12,11,0,0,1,0,2,4,7,5,1,149,Lightweight,Submission,Ignacio Bahamondes
2025-03-08,UFC 313: Pereira vs. Ankalaev,Mauricio Ruffy,King Green,1,0,9,15,4,4,9,15,4,4,0,0,0,0,0,0,3,0,1,4,7,7,1,0,3,0,2,0,5,2,4,4,15,9,0,0,0,0,0,0,0,0,1,127,Lightweight,KO/TKO,Mauricio Ruffy
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Josias Musasa,Carlos Vera,0,1,31,24,13,16,31,26,13,18,0,2,0,0,1,2,10,14,3,3,10,13,3,0,3,2,10,10,11,16,16,13,24,31,0,0,0,0,0,0,0,0,1,196,Bantamweight,Submission,Carlos Vera
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Carli Judice,Yuneisy Duben,1,0,43,41,17,14,45,41,19,14,0,0,0,0,0,0,2,0,8,12,32,34,0,5,0,9,6,0,9,0,14,15,41,40,0,0,0,0,0,2,0,3,1,100,Women's Flyweight,KO/TKO,Carli Judice
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Priscila Cachoeira,Josiane Nunes,1,0,76,67,37,31,78,67,39,31,0,0,0,0,0,1,2,0,17,31,49,70,7,4,11,4,7,2,7,2,31,37,67,75,0,0,0,0,0,0,0,1,1,166,Women's Bantamweight,KO/TKO,Priscila Cachoeira
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Sam Hughes,Stephanie Luciano,0,0,152,251,76,82,233,273,146,101,1,0,3,1,8,2,261,75,45,43,202,113,23,15,34,20,14,18,15,19,79,69,246,144,3,3,5,4,0,4,0,4,3,300,Women's Strawweight,Decision - Split,Sam Hughes
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Andre Lima,Daniel Barez,0,0,159,79,108,33,220,80,161,34,1,0,2,1,2,5,290,17,21,59,66,99,8,23,9,27,4,26,4,33,32,90,77,140,1,16,2,17,0,2,0,2,3,185,Flyweight,Submission,Andre Lima
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Ryan Spann,Waldo Cortes-Acosta,0,1,86,111,23,66,87,123,24,77,0,0,0,0,2,1,5,57,56,11,97,70,4,5,6,9,6,7,8,7,59,22,100,85,1,1,2,1,6,0,9,0,2,288,Heavyweight,KO/TKO,Waldo Cortes-Acosta
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Cody Gibson,Da'Mon Blackshear,0,0,71,39,45,13,82,74,53,46,0,3,1,0,5,1,162,212,11,23,35,47,2,12,4,14,0,10,0,10,11,31,37,53,2,14,2,18,0,0,0,0,2,249,Bantamweight,Submission,Da'Mon Blackshear
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,AJ Cunningham,SuYoung You,0,0,52,32,16,18,55,96,19,77,1,1,0,5,0,10,0,474,8,11,21,45,5,1,5,1,5,4,6,6,18,16,31,52,0,0,0,0,0,0,1,0,3,300,Bantamweight,Decision - Unanimous,SuYoung You
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Kevin Vallejos,SeungWoo Choi,1,0,27,44,14,16,39,44,26,16,0,0,0,0,0,0,5,0,4,4,20,12,1,3,8,6,11,7,16,9,16,13,44,26,0,0,0,0,0,1,0,1,1,189,Featherweight,KO/TKO,Kevin Vallejos
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Brendson Ribeiro,Diyar Nurgozhay,1,0,58,39,28,17,60,42,29,20,1,0,0,2,1,2,14,49,5,13,21,35,7,5,13,10,5,10,5,13,16,28,36,58,1,0,3,0,0,0,0,0,2,88,Light Heavyweight,Submission,Brendson Ribeiro
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Kurt Holobaugh,Alexander Hernandez,0,0,171,149,71,59,215,186,106,87,1,0,0,4,0,5,32,399,36,39,117,122,10,21,15,35,13,11,17,14,45,63,129,160,2,8,3,11,12,0,17,0,3,300,Lightweight,Decision - Unanimous,Alexander Hernandez
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Elizeu Zaleski dos Santos,Chidi Njokuani,0,1,49,87,17,46,54,88,19,46,0,0,1,0,5,0,74,10,17,5,38,28,16,2,32,5,13,10,17,16,36,13,71,44,2,4,3,5,8,0,13,0,2,139,Welterweight,KO/TKO,Chidi Njokuani
2025-03-15,UFC Fight Night: Vettori vs. Dolidze 2,Roman Dolidze,Marvin Vettori,0,0,338,220,141,111,340,221,141,112,0,0,0,0,1,0,15,0,72,85,173,253,8,20,11,36,31,36,36,49,110,137,218,332,1,4,2,6,0,0,0,0,5,300,Middleweight,Decision - Unanimous,Roman Dolidze
2025-03-22,UFC Fight Night: Edwards vs. Brady,Carlos Ulberg,Jan Blachowicz,0,0,157,131,75,59,157,131,75,59,0,0,0,0,1,1,8,0,17,19,67,87,10,6,26,15,32,50,38,55,59,74,131,156,0,1,0,1,0,0,0,0,3,300,Light Heavyweight,Decision - Unanimous,Carlos Ulberg
2025-03-22,UFC Fight Night: Edwards vs. Brady,Alexia Thainara,Molly McCann,0,0,21,21,11,9,32,28,17,14,2,0,1,0,1,0,204,0,6,7,17,13,2,1,3,2,1,3,1,6,4,6,11,14,0,0,0,0,5,5,10,7,1,272,Women's Strawweight,Submission,Alexia Thainara
2025-03-22,UFC Fight Night: Edwards vs. Brady,Kevin Holland,Gunnar Nelson,1,0,89,24,55,15,178,44,138,30,0,1,0,3,1,10,64,569,10,30,19,57,4,15,4,20,1,10,1,12,2,15,7,34,7,22,8,27,6,18,9,28,3,300,Welterweight,Decision - Unanimous,Kevin Holland
2025-03-22,UFC Fight Night: Edwards vs. Brady,Chris Padilla,Jai Herbert,0,0,98,122,39,38,147,143,88,59,0,0,0,0,6,1,221,1,19,20,92,60,10,6,19,9,9,13,11,29,37,35,120,94,1,4,2,4,0,0,0,0,3,300,Lightweight,Decision - Split,Chris Padilla
2025-03-22,UFC Fight Night: Edwards vs. Brady,Chris Duncan,Jordan Vucenic,1,0,40,26,15,16,50,32,24,22,1,0,4,1,5,2,337,12,13,9,21,31,1,5,1,5,2,1,4,4,12,8,22,30,2,1,2,2,2,6,2,8,2,222,Lightweight,Submission,Chris Duncan
2025-03-22,UFC Fight Night: Edwards vs. Brady,Caolan Loughran,Nathan Fletcher,0,0,84,100,30,59,128,158,65,114,0,0,6,1,12,7,358,254,41,22,79,67,12,7,15,13,6,1,6,4,25,24,57,75,33,6,40,9,1,0,3,0,3,300,Bantamweight,Decision - Split,Caolan Loughran
2025-03-22,UFC Fight Night: Edwards vs. Brady,Felipe dos Santos,Lone'er Kavanagh,0,0,104,97,51,58,147,112,92,71,1,0,0,4,3,6,56,393,37,28,71,67,11,9,15,21,10,14,11,16,29,28,56,77,3,4,6,4,26,19,35,23,3,300,Flyweight,Decision - Unanimous,Lone'er Kavanagh
2025-03-22,UFC Fight Night: Edwards vs. Brady,Sean Brady,Leon Edwards,0,0,93,35,57,23,295,35,221,23,1,0,5,0,7,1,670,15,10,44,21,76,11,8,12,9,2,5,2,8,11,19,23,53,12,7,12,7,0,31,0,33,4,99,Welterweight,Submission,Sean Brady
2025-03-22,UFC Fight Night: Edwards vs. Brady,Kaue Fernandes,Guram Kutateladze,2,0,149,71,79,29,149,81,79,36,0,0,2,0,2,5,103,5,16,40,51,103,10,16,15,19,3,23,5,27,23,62,64,127,6,5,7,5,0,12,0,17,3,300,Lightweight,Decision - Unanimous,Kaue Fernandes
2025-03-22,UFC Fight Night: Edwards vs. Brady,Puja Tomar,Shauna Bannon,1,0,72,104,36,52,74,117,38,64,0,2,0,0,0,0,67,59,16,22,37,51,24,10,46,12,12,4,21,9,49,27,99,60,3,2,5,4,0,7,0,8,2,202,Women's Strawweight,Submission,Shauna Bannon
2025-03-22,UFC Fight Night: Edwards vs. Brady,Morgan Charriere,Nathaniel Wood,0,1,94,119,42,72,125,136,69,89,0,1,1,0,3,0,204,60,42,21,80,64,5,13,8,18,25,8,31,12,62,37,104,87,3,3,4,3,7,2,11,4,3,300,Featherweight,Decision - Unanimous,Nathaniel Wood
2025-03-22,UFC Fight Night: Edwards vs. Brady,Mick Parkin,Marcin Tybura,0,0,145,155,60,61,192,158,102,64,0,0,1,1,1,2,223,61,28,47,110,130,29,1,40,2,4,12,5,13,60,49,151,118,1,2,4,2,0,9,0,25,3,300,Heavyweight,Decision - Unanimous,Marcin Tybura
2025-03-22,UFC Fight Night: Edwards vs. Brady,Andrey Pulyaev,Christian Leroy Duncan,0,0,55,141,18,73,78,187,36,116,0,0,0,0,4,2,109,336,35,8,87,43,17,7,28,8,21,3,26,4,47,14,105,48,26,4,36,7,0,0,0,0,3,300,Middleweight,Decision - Unanimous,Christian Leroy Duncan
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Austin Hubbard,MarQuel Mederos,0,0,65,68,26,44,121,81,62,57,1,0,2,0,9,1,454,93,21,16,41,51,7,6,7,9,16,4,20,5,32,22,55,60,4,3,4,3,8,1,9,2,3,300,Lightweight,Decision - Split,MarQuel Mederos
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Steve Erceg,Brandon Moreno,0,0,279,176,116,89,282,182,119,95,0,0,0,1,0,5,0,85,59,90,138,237,18,11,25,24,12,15,13,18,87,115,174,278,2,1,2,1,0,0,0,0,5,300,Flyweight,Decision - Unanimous,Brandon Moreno
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Vince Morales,Raul Rosas Jr.,0,0,31,39,17,20,53,46,39,26,2,0,1,4,1,8,134,578,12,15,30,28,5,2,5,3,3,0,4,0,16,16,34,30,0,0,0,0,4,1,5,1,3,300,Bantamweight,Decision - Unanimous,Raul Rosas Jr.
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Drew Dober,Manuel Torres,0,1,9,25,3,23,9,25,3,23,0,0,0,0,0,0,0,10,21,2,23,5,2,0,2,3,0,1,0,1,7,3,9,9,0,0,0,0,16,0,16,0,1,105,Lightweight,KO/TKO,Manuel Torres
2025-03-29,UFC Fight Night: Moreno vs. Erceg,CJ Vergara,Edgar Chairez,0,0,13,27,6,8,13,27,6,8,0,1,0,0,0,0,0,16,8,1,25,2,0,0,0,3,0,5,2,8,7,6,25,13,1,0,1,0,0,0,1,0,1,150,Flyweight,Submission,Edgar Chairez
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Saimon Oliveira,David Martinez,0,1,24,41,7,27,24,42,7,28,0,0,0,0,0,1,0,42,21,3,34,17,1,3,2,4,5,1,5,3,14,7,25,23,5,0,5,1,8,0,11,0,1,278,Bantamweight,KO/TKO,David Martinez
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Kevin Borjas,Ronaldo Rodriguez,1,0,141,151,83,64,142,151,84,64,0,0,0,1,0,5,2,57,31,72,110,129,11,6,16,7,22,5,25,5,63,78,149,135,1,3,2,4,0,2,0,2,3,300,Flyweight,Decision - Unanimous,Kevin Borjas
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Ateba Gautier,Jose Medina,1,0,50,33,28,17,50,33,28,17,0,0,0,0,0,0,0,0,6,24,21,43,6,3,7,6,5,1,5,1,17,26,33,48,0,2,0,2,0,0,0,0,1,212,Middleweight,KO/TKO,Ateba Gautier
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Julia Polastri,Loopy Godinez,0,0,151,150,87,84,186,184,117,114,0,0,0,5,0,11,19,450,71,58,135,112,9,14,11,23,4,15,4,16,75,78,141,135,7,4,7,4,2,5,2,12,3,300,Women's Strawweight,Decision - Unanimous,Loopy Godinez
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Melquizael Costa,Christian Rodriguez,0,0,105,98,65,64,208,113,159,77,1,1,1,6,2,15,293,408,36,39,69,72,23,19,24,25,5,7,5,8,29,19,53,47,26,17,31,23,9,29,14,35,3,300,Featherweight,Decision - Unanimous,Melquizael Costa
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Vinc Pichel,Rafa Garcia,0,0,182,120,79,64,191,136,88,76,0,0,0,2,3,6,1,135,49,32,102,116,12,27,14,43,3,20,4,23,59,74,114,174,4,4,5,7,1,1,1,1,3,300,Lightweight,Decision - Unanimous,Rafa Garcia
2025-03-29,UFC Fight Night: Moreno vs. Erceg,Gabriel Miranda,Jamall Emmers,0,2,35,54,18,33,37,56,20,35,1,0,2,0,4,0,85,49,24,10,45,24,7,5,7,7,2,3,2,4,26,16,47,32,3,2,3,3,4,0,4,0,1,246,Featherweight,KO/TKO,Jamall Emmers
2025-04-05,UFC Fight Night: Emmett vs. Murphy,ChangHo Lee,Cortavious Romious,0,0,74,24,44,11,179,27,116,14,1,0,2,2,4,3,338,128,7,42,19,70,1,2,2,4,3,0,3,0,11,7,24,24,0,0,0,0,0,37,0,50,2,228,Bantamweight,KO/TKO,ChangHo Lee
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Pedro Falcao,Victor Henry,0,1,117,151,57,73,133,227,69,139,0,0,4,2,13,3,178,250,44,34,115,91,21,11,27,13,8,12,9,13,57,55,127,114,9,2,14,3,7,0,10,0,3,300,Bantamweight,Decision - Unanimous,Victor Henry
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Daniel Frunza,Rhys McKee,0,3,117,111,43,43,124,133,50,59,0,0,0,0,0,0,0,70,33,31,99,98,6,3,8,9,4,9,4,10,38,37,101,107,3,6,8,10,2,0,2,0,1,300,Welterweight,TKO - Doctor's Stoppage,Rhys McKee
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Istela Nunes,Loma Lookboonmee,0,0,62,76,36,32,82,170,51,111,0,0,0,3,1,5,195,274,12,7,41,26,13,11,25,13,7,18,10,23,28,33,70,58,4,3,4,3,0,0,2,1,3,300,Women's Strawweight,Decision - Unanimous,Loma Lookboonmee
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Dione Barbosa,Diana Belbita,0,0,50,69,27,20,58,72,35,23,1,0,1,0,1,0,58,0,6,23,43,46,6,2,17,2,8,2,9,2,20,25,69,48,0,2,0,2,0,0,0,0,1,253,Women's Flyweight,Submission,Dione Barbosa
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Gerald Meerschaert,Brad Tavares,0,0,83,109,38,47,97,118,51,56,0,0,0,0,8,0,284,1,29,27,85,66,12,7,18,10,6,4,6,7,45,36,105,79,2,2,4,4,0,0,0,0,3,300,Middleweight,Decision - Unanimous,Brad Tavares
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Luis Gurule,Ode Osbourne,0,1,34,43,12,18,49,50,26,22,0,0,1,0,4,0,137,7,11,3,33,13,6,0,9,7,1,9,1,14,14,11,37,32,0,1,1,2,4,0,5,0,2,114,Flyweight,KO/TKO,Ode Osbourne
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Joanderson Brito,Pat Sabatini,0,0,9,31,3,24,46,158,27,135,1,1,0,4,0,5,0,827,22,2,28,6,2,1,3,2,0,0,0,1,2,3,7,9,1,0,1,0,21,0,23,0,3,300,Featherweight,Decision - Unanimous,Pat Sabatini
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Lerone Murphy,Josh Emmett,0,0,157,143,84,41,195,149,117,44,0,0,0,4,0,11,6,219,29,37,124,90,6,17,11,30,6,30,8,37,40,75,133,148,1,9,7,9,0,0,3,0,5,300,Featherweight,Decision - Unanimous,Lerone Murphy
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Robert Valentin,Torrez Finney,0,0,39,8,23,4,126,35,93,17,0,0,0,8,0,17,16,796,2,18,5,32,2,4,3,6,0,1,0,1,1,5,4,19,0,12,1,14,3,6,3,6,3,300,Middleweight,Decision - Split,Torrez Finney
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Talita Alencar,Vanessa Demopoulos,0,0,75,34,45,10,150,63,107,34,1,0,4,0,5,0,758,2,9,39,31,67,1,4,3,4,0,2,0,4,9,13,33,39,0,1,0,1,1,31,1,35,3,300,Women's Strawweight,Decision - Unanimous,Talita Alencar
2025-04-05,UFC Fight Night: Emmett vs. Murphy,Uran Satybaldiev,Martin Buday,0,0,141,107,36,58,154,211,45,142,0,0,0,0,2,1,20,306,29,19,72,120,3,6,4,6,26,11,31,15,49,32,93,137,9,4,14,4,0,0,0,0,3,300,Heavyweight,Decision - Unanimous,Martin Buday
2025-04-12,UFC 314: Volkanovski vs. Lopes,Patricio Freire,Yair Rodriguez,0,1,50,122,17,70,60,157,23,97,1,0,1,1,4,1,63,103,38,8,82,38,18,2,23,4,14,7,17,8,43,17,89,50,2,0,2,0,25,0,31,0,3,300,Featherweight,Decision - Unanimous,Yair Rodriguez
2025-04-12,UFC 314: Volkanovski vs. Lopes,Diego Lopes,Alexander Volkanovski,1,0,194,259,63,158,203,266,71,165,0,0,0,1,0,11,5,78,136,49,225,171,8,7,14,13,14,7,20,10,142,59,237,185,7,3,11,8,9,1,11,1,5,300,UFC Featherweight Title,Decision - Unanimous,Alexander Volkanovski
2025-04-12,UFC 314: Volkanovski vs. Lopes,Chase Hooper,Jim Miller,0,0,44,35,21,13,94,45,59,22,1,2,8,1,14,1,608,99,11,13,30,34,1,7,2,9,1,1,3,1,7,18,28,41,1,1,2,1,5,2,5,2,3,300,Lightweight,Decision - Unanimous,Chase Hooper
